Generation: 50 | maxFitness: 2,890973 | maxFitnessGen: 1,720546 | maxFitnessGenBuf: 1,635416
N TotallyRandom: 5 | N RandomParents: 10 | N Top2: 25 | Min Mutation: 0,2

Index: 0 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,635416 | BrainData : -0,2580665;-1,594078;4,143433;-0,6143984;-0,512412;0,6192332;-0,1946551;1,858828;-3,255993;4,619579;2,713307;3,175725;-2,343148;0,07156238;-1,410191;0,8603998;3,901042;-3,198061;-3,255517;1,345101;-2,298565;-4,819428;-4,411582;-3,966164;2,809269;-0,0135432
Index: 1 | Name: car 16 | Brain Type: TOP2 | Fitness: 1,633079 | BrainData : -0,2419713;-1,594078;4,130748;-0,6143984;-0,5169282;0,6361883;-0,1946551;1,823605;-3,255993;4,555425;2,654519;3,129233;-2,344099;0,07156238;-1,403148;0,8496272;3,937818;-3,198061;-3,274633;1,34449;-2,291275;-4,755926;-4,454205;-4,013409;2,809269;-0,01655697
Index: 2 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,633079 | BrainData : -0,2419713;-1,594078;4,180169;-0,6546471;-0,5411938;0,5998982;-0,1488496;1,823605;-3,255993;4,555425;2,675215;3,129233;-2,373987;0,07156238;-1,388584;0,8208133;3,937818;-3,198061;-3,274633;1,34449;-2,291275;-4,740315;-4,411837;-4,013409;2,809269;-0,01655697
Index: 3 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,633079 | BrainData : -0,2419713;-1,594078;4,130748;-0,6143984;-0,5169282;0,5998982;-0,1946551;1,823605;-3,255993;4,592831;2,675215;3,129233;-2,387591;0,07156238;-1,403148;0,8208133;3,928629;-3,198061;-3,274633;1,34449;-2,291275;-4,754147;-4,411837;-4,013409;2,809269;-0,01655697
Index: 4 | Name: car 9 | Brain Type: RandomParents | Fitness: 1,633079 | BrainData : -0,2419713;-1,574943;4,130748;-0,6143984;-0,5169282;0,614773;-0,1946551;1,823605;-3,255993;4,555425;2,675215;3,129233;-2,307986;0,07156238;-1,403148;0,8208133;3,922124;-3,224181;-3,274633;1,34449;-2,291275;-4,786347;-4,411837;-4,013409;2,809269;-0,01655697
Index: 5 | Name: car 15 | Brain Type: TOP2 | Fitness: 1,633079 | BrainData : -0,2419713;-1,641752;4,121565;-0,6143984;-0,5169282;0,5998982;-0,1790923;1,827611;-3,255993;4,555425;2,675215;3,129233;-2,344099;0,07773085;-1,403148;0,8208133;3,937818;-3,198061;-3,274633;1,318246;-2,291275;-4,754147;-4,411837;-4,013409;2,7855;-0,01655697
Index: 6 | Name: car 17 | Brain Type: TOP2 | Fitness: 1,633079 | BrainData : -0,2419713;-1,594078;4,130748;-0,6143984;-0,5169282;0,5774787;-0,1946551;1,823605;-3,255993;4,555425;2,675215;3,129233;-2,358149;0,07156238;-1,403148;0,8208133;3,937818;-3,198061;-3,274633;1,34449;-2,291275;-4,754147;-4,411837;-3,975736;2,785771;-0,01655697
Index: 7 | Name: car 18 | Brain Type: TOP2 | Fitness: 1,633079 | BrainData : -0,2419713;-1,579391;4,130748;-0,6143984;-0,502124;0,6039129;-0,1946551;1,823605;-3,255993;4,555425;2,675215;3,129233;-2,32887;0,07156238;-1,449015;0,8208133;3,937818;-3,198061;-3,301406;1,34449;-2,291275;-4,754147;-4,411837;-4,013409;2,809269;-0,01655697
Index: 8 | Name: car 19 | Brain Type: TOP2 | Fitness: 1,633079 | BrainData : -0,2547119;-1,630188;4,178451;-0,6143984;-0,5169282;0,5998982;-0,1946551;1,823605;-3,255993;4,555425;2,652155;3,129233;-2,344099;0,07156238;-1,403148;0,8208133;3,937818;-3,194302;-3,274633;1,34449;-2,291275;-4,754147;-4,411837;-4,013409;2,809269;-0,01655697
Index: 9 | Name: car 20 | Brain Type: TOP2 | Fitness: 1,633079 | BrainData : -0,2419713;-1,594078;4,130748;-0,6143984;-0,5242679;0,5998982;-0,1946551;1,859908;-3,255993;4,555425;2,675215;3,129233;-2,344099;0,0366745;-1,403148;0,8208133;3,98207;-3,157321;-3,24194;1,34449;-2,291275;-4,735886;-4,411837;-4,013409;2,809269;-0,01655697
Index: 10 | Name: car 21 | Brain Type: TOP2 | Fitness: 1,633079 | BrainData : -0,2419713;-1,594078;4,128207;-0,6143984;-0,5169282;0,5998982;-0,1946551;1,824015;-3,255993;4,604834;2,675215;3,129233;-2,344099;0,07156238;-1,403148;0,8127985;3,937818;-3,198061;-3,290827;1,34449;-2,291275;-4,754147;-4,411837;-4,013409;2,809269;-0,01655697
Index: 11 | Name: car 22 | Brain Type: TOP2 | Fitness: 1,633079 | BrainData : -0,2419713;-1,551015;4,130748;-0,6143984;-0,5373013;0,5998982;-0,1946551;1,821432;-3,255993;4,555425;2,675215;3,129233;-2,299288;0,07156238;-1,403148;0,8208133;3,937818;-3,198061;-3,22682;1,34449;-2,29132;-4,754147;-4,372591;-4,013409;2,809269;-0,01655697
Index: 12 | Name: car 23 | Brain Type: TOP2 | Fitness: 1,633079 | BrainData : -0,2419713;-1,556255;4,12045;-0,6143984;-0,5169282;0,5998982;-0,1946551;1,823605;-3,251361;4,555425;2,675215;3,09588;-2,344099;0,07156238;-1,403148;0,8208133;3,937818;-3,198061;-3,274633;1,34449;-2,291275;-4,744971;-4,411837;-4,013409;2,79975;-0,01655697
