Generation: 96 | maxFitness: 2,890973 | maxFitnessGen: 1,731228 | maxFitnessGenBuf: 1,716594
N TotallyRandom: 5 | N RandomParents: 10 | N Top2: 25 | Min Mutation: 0,2

Index: 0 | Name: car 20 | Brain Type: TOP2 | Fitness: 1,716594 | BrainData : -0,2322082;-1,660507;4,078299;-0,5275275;-0,374664;0,7775056;-0,3137517;1,876256;-3,019743;4,614394;2,683236;3,147055;-2,266776;0,07499967;-1,447911;0,8951051;4,010905;-3,223583;-3,211058;1,282826;-2,42317;-4,922551;-4,265233;-3,869198;2,6868;-0,01174289
Index: 1 | Name: car 21 | Brain Type: TOP2 | Fitness: 1,716594 | BrainData : -0,2322082;-1,660507;4,128277;-0,5275275;-0,374664;0,7775056;-0,3020131;1,871018;-3,019743;4,614394;2,654881;3,147055;-2,266776;0,04470157;-1,447911;0,8951051;4,010905;-3,223583;-3,211058;1,308358;-2,384114;-4,876708;-4,240105;-3,869198;2,728307;-0,01174289
Index: 2 | Name: car 22 | Brain Type: TOP2 | Fitness: 1,716594 | BrainData : -0,2322082;-1,68884;4,128277;-0,5275275;-0,3322579;0,7860633;-0,3020131;1,876256;-3,032084;4,614394;2,654881;3,147055;-2,266776;0,07499967;-1,402865;0,8951051;4,010905;-3,223583;-3,211058;1,282826;-2,433021;-4,922551;-4,265233;-3,869198;2,728307;-0,01174289
Index: 3 | Name: car 23 | Brain Type: TOP2 | Fitness: 1,716594 | BrainData : -0,2322082;-1,674986;4,128277;-0,5676806;-0,3621899;0,7775056;-0,3020131;1,876256;-3,019743;4,614394;2,656045;3,147055;-2,275925;0,07499967;-1,447911;0,8951051;4,010905;-3,223583;-3,211058;1,282826;-2,42317;-4,922551;-4,265233;-3,869198;2,731707;-0,01174289
Index: 4 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,716594 | BrainData : -0,2322082;-1,660507;4,128277;-0,5275275;-0,374664;0,7927909;-0,2885875;1,844309;-3,019743;4,650874;2,654881;3,174498;-2,266776;0,07499967;-1,447911;0,8951051;4,010905;-3,223583;-3,197191;1,282826;-2,42317;-4,922551;-4,265233;-3,861471;2,728307;-0,01174289
Index: 5 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,716594 | BrainData : -0,2322082;-1,660507;4,128277;-0,5275275;-0,374664;0,7775056;-0,338523;1,876256;-3,019743;4,614394;2,654881;3,147055;-2,261841;0,1192423;-1,447911;0,8951051;4,047152;-3,223583;-3,211058;1,238939;-2,42317;-4,927781;-4,301988;-3,869198;2,728307;-0,01174289
Index: 6 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,716594 | BrainData : -0,2322082;-1,660507;4,128277;-0,568868;-0,4220594;0,7775056;-0,3020131;1,876256;-3,019743;4,614394;2,654881;3,147055;-2,266776;0,07499967;-1,447911;0,8951051;4,010905;-3,223583;-3,211058;1,282826;-2,42317;-4,922551;-4,278475;-3,869198;2,711572;-0,01174289
Index: 7 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,716594 | BrainData : -0,2322082;-1,660507;4,128277;-0,5275275;-0,374664;0,7775056;-0,2630737;1,876256;-3,019743;4,614394;2,654881;3,147055;-2,238012;0,07499967;-1,447911;0,8951051;4,010905;-3,223583;-3,211058;1,282826;-2,42317;-4,929042;-4,265233;-3,908875;2,728307;-0,01174289
Index: 8 | Name: car 15 | Brain Type: TOP2 | Fitness: 1,716594 | BrainData : -0,2322082;-1,660507;4,128277;-0,5275275;-0,374664;0,7775056;-0,3020131;1,876256;-3,019743;4,614394;2,67569;3,147055;-2,266776;0,07499967;-1,447911;0,8950856;4,010905;-3,223583;-3,211058;1,282826;-2,414825;-4,922551;-4,265233;-3,869198;2,728307;-0,01174289
Index: 9 | Name: car 16 | Brain Type: TOP2 | Fitness: 1,716594 | BrainData : -0,2322082;-1,660507;4,128277;-0,506997;-0,374664;0,7775056;-0,3020131;1,876256;-3,019743;4,614394;2,654881;3,147055;-2,266776;0,07499967;-1,398844;0,8951051;3,990783;-3,223583;-3,211058;1,282826;-2,454442;-4,922551;-4,265233;-3,869198;2,740155;-0,01174289
Index: 10 | Name: car 17 | Brain Type: TOP2 | Fitness: 1,716594 | BrainData : -0,2322082;-1,693046;4,128277;-0,5275275;-0,374664;0,7918184;-0,3020131;1,876256;-3,019743;4,614394;2,654881;3,147055;-2,266776;0,07499967;-1,447911;0,8756261;4,010905;-3,184168;-3,211058;1,282826;-2,405394;-4,922551;-4,265233;-3,869198;2,728307;-0,01174289
Index: 11 | Name: car 18 | Brain Type: TOP2 | Fitness: 1,716594 | BrainData : -0,2322082;-1,660507;4,138509;-0,5275275;-0,374664;0,7775056;-0,3020131;1,858172;-3,019743;4,614394;2,654881;3,147055;-2,266776;0,07499967;-1,428777;0,8951051;4,010905;-3,223583;-3,211058;1,313521;-2,467264;-4,922551;-4,265233;-3,869198;2,728307;-0,01174289
Index: 12 | Name: car 19 | Brain Type: TOP2 | Fitness: 1,716594 | BrainData : -0,2461357;-1,675374;4,128277;-0,5275275;-0,370396;0,7423834;-0,3020131;1,876256;-3,019743;4,614394;2,654881;3,147055;-2,266776;0,07499967;-1,447911;0,8825421;4,010905;-3,235605;-3,211058;1,282826;-2,42317;-4,922551;-4,265233;-3,869198;2,728307;-0,01174289
Index: 13 | Name: car 24 | Brain Type: TOP2 | Fitness: 1,716594 | BrainData : -0,2322082;-1,660507;4,128277;-0,5275275;-0,374664;0,7775056;-0,3020131;1,876256;-3,019743;4,584772;2,654881;3,161679;-2,266776;0,07499967;-1,447911;0,8951051;4,010905;-3,223583;-3,191248;1,282826;-2,42317;-4,885649;-4,265233;-3,869198;2,728307;-0,01174289
Index: 14 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,716594 | BrainData : -0,2322082;-1,65909;4,128277;-0,5275275;-0,3305025;0,7775056;-0,3020131;1,876256;-3,024071;4,624263;2,655966;3,159332;-2,266776;0,07499967;-1,447911;0,8951051;4,010905;-3,223583;-3,216999;1,282826;-2,42317;-4,922551;-4,265233;-3,844042;2,728307;-0,01174289
Index: 15 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,716594 | BrainData : -0,2322082;-1,660507;4,128277;-0,5275275;-0,374664;0,7862276;-0,2847761;1,876256;-2,994547;4,614394;2,654881;3,147055;-2,266776;0,09680287;-1,39826;0,8951051;4,010905;-3,268557;-3,211058;1,315822;-2,42317;-4,922551;-4,265233;-3,851968;2,755555;-0,01174289
Index: 16 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,716594 | BrainData : -0,2322082;-1,660507;4,128277;-0,5275275;-0,4167419;0,8085168;-0,3020131;1,876256;-3,019743;4,614394;2,654881;3,147055;-2,239307;0,07499967;-1,447911;0,8951051;4,010905;-3,211717;-3,211058;1,299652;-2,42317;-4,922551;-4,265233;-3,869198;2,728307;-0,01174289
Index: 17 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,716594 | BrainData : -0,2322082;-1,660507;4,128277;-0,5275275;-0,374664;0,812112;-0,3020131;1,876256;-3,019743;4,640409;2,654881;3,147055;-2,266776;0,08620257;-1,447911;0,8951051;4,045817;-3,223583;-3,173735;1,282973;-2,435591;-4,922551;-4,265233;-3,869198;2,720957;-0,01174289
Index: 18 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,716594 | BrainData : -0,2322082;-1,660507;4,128277;-0,5275275;-0,3638432;0,7775056;-0,3020131;1,878904;-3,019743;4,601237;2,654881;3,170109;-2,266776;0,02856126;-1,447911;0,8637987;4,010905;-3,223583;-3,211058;1,282826;-2,42317;-4,922551;-4,265233;-3,869198;2,728307;-0,01174289
Index: 19 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,716594 | BrainData : -0,2633449;-1,660507;4,127905;-0,5275275;-0,374664;0,7775056;-0,3020131;1,876256;-3,019743;4,614394;2,613423;3,147055;-2,266776;0,07499967;-1,447911;0,8898263;4,010905;-3,223583;-3,226672;1,282826;-2,463842;-4,922551;-4,265233;-3,869198;2,728307;-0,01174289
Index: 20 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,716594 | BrainData : -0,2322082;-1,660507;4,128277;-0,5275275;-0,374664;0,8079031;-0,3020131;1,876256;-3,019743;4,614394;2,654881;3,147055;-2,235315;0,07499967;-1,447911;0,8951051;4,010905;-3,226027;-3,211058;1,282826;-2,42317;-4,922551;-4,265233;-3,869198;2,728307;-0,01174289
Index: 21 | Name: car 1 | Brain Type: RandomParents | Fitness: 1,677619 | BrainData : -0,2233659;-1,660507;4,138714;-0,5068108;-0,3990945;0,8017683;-0,3020131;1,876256;-3,048141;4,579886;2,621948;3,194842;-2,284837;0,07499967;-1,447911;0,8951051;4,010905;-3,223583;-3,206447;1,247828;-2,42317;-4,936396;-4,305024;-3,869198;2,746357;6,287545E-05
Index: 22 | Name: car 2 | Brain Type: RandomParents | Fitness: 1,677619 | BrainData : -0,2119821;-1,660507;4,151895;-0,4939869;-0,3990945;0,7704195;-0,3020131;1,876256;-3,053731;4,579886;2,628299;3,147055;-2,266776;0,07499967;-1,447911;0,8537664;4,010905;-3,161079;-3,206447;1,247828;-2,400526;-4,936396;-4,305024;-3,869198;2,736402;6,287545E-05
Index: 23 | Name: car 5 | Brain Type: RandomParents | Fitness: 1,677619 | BrainData : -0,2119821;-1,706759;4,138714;-0,5584989;-0,3671658;0,8017683;-0,3020131;1,876256;-3,053731;4,579886;2,642971;3,129139;-2,266776;0,07499967;-1,447911;0,8951051;4,010905;-3,223583;-3,206447;1,247828;-2,42317;-4,964797;-4,305024;-3,869198;2,720601;6,287545E-05
Index: 24 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,677619 | BrainData : -0,2457543;-1,664509;4,138714;-0,5275275;-0,3990945;0,8017683;-0,3020131;1,876256;-3,053731;4,620502;2,642971;3,147055;-2,266776;0,07499967;-1,447911;0,8951051;4,010905;-3,223583;-3,206447;1,211385;-2,431124;-4,936396;-4,305024;-3,858289;2,736402;6,287545E-05
Index: 25 | Name: car 7 | Brain Type: RandomParents | Fitness: 1,677619 | BrainData : -0,2475422;-1,660507;4,125805;-0,5275275;-0,4319971;0,8017683;-0,3020131;1,829109;-3,053731;4,600852;2,66669;3,157061;-2,266776;0,07499967;-1,447911;0,9417305;4,010905;-3,223583;-3,206447;1,247828;-2,42317;-4,936396;-4,30493;-3,816587;2,736402;6,287545E-05
Index: 26 | Name: car 9 | Brain Type: RandomParents | Fitness: 1,677619 | BrainData : -0,2119821;-1,706439;4,138714;-0,5381655;-0,3990945;0,8017683;-0,3020131;1,859106;-3,078824;4,579886;2,642971;3,197039;-2,234033;0,07499967;-1,447911;0,8951051;4,00762;-3,223583;-3,206447;1,247828;-2,42317;-4,936396;-4,333035;-3,869198;2,736402;6,287545E-05
Index: 27 | Name: car 8 | Brain Type: RandomParents | Fitness: 1,674124 | BrainData : -0,2171118;-1,660507;4,138714;-0,5275275;-0,3990945;0,8017683;-0,3020131;1,876256;-3,005102;4,579886;2,642971;3,147055;-2,266776;0,1006989;-1,447911;0,9391909;4,010905;-3,223583;-3,160143;1,247828;-2,42317;-4,936396;-4,305024;-3,869198;2,736402;-0,004231073
Index: 28 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,656814 | BrainData : -0,2440592;-1,700742;4,128277;-0,5275275;-0,4043862;0,7775056;-0,3020131;1,876256;-3,019743;4,588131;2,654881;3,147055;-2,266776;0,07499967;-1,447911;0,8951051;4,010905;-3,223583;-3,211058;1,282826;-2,466476;-4,922551;-4,226052;-3,869198;2,728307;0,01046132
Index: 29 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,635041 | BrainData : -0,2322082;-1,685813;4,128277;-0,5275275;-0,374664;0,7775056;-0,3020131;1,865288;-3,051954;4,593743;2,654881;3,131029;-2,266776;0,07499967;-1,447911;0,8951051;4,010905;-3,223583;-3,211058;1,282826;-2,468016;-4,884181;-4,314982;-3,869198;2,756013;0,01872725
Index: 30 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,569706 | BrainData : -0,2119821;-1,634199;4,138714;-0,5516863;-0,3673448;0,8017683;-0,318216;1,876256;-3,028116;4,579886;2,645245;3,131258;-2,266776;0,07499967;-1,447911;0,8920987;4,010905;-3,223583;-3,206447;1,2736;-2,42317;-4,936396;-4,305024;-3,869198;2,736402;-0,04106899
