Generation: 27 | maxFitness: 2,890973 | maxFitnessGen: 2,032276 | maxFitnessGenBuf: 2,05233
N TotallyRandom: 5 | N RandomParents: 10 | N Top2: 25 | Min Mutation: 0,2

Index: 0 | Name: car 9 | Brain Type: RandomParents | Fitness: 2,05233 | BrainData : -0,2382649;-1,573644;4,13544;-0,5856704;-0,5644078;0,7292956;-0,2251215;1,853308;-3,361826;4,59354;2,83105;3,150646;-2,456577;0,05867549;-1,29218;0,8820512;4,00573;-3,335435;-3,228689;1,368352;-2,207841;-4,750147;-4,371436;-4,016582;2,821999;0,0005509071
Index: 1 | Name: car 1 | Brain Type: RandomParents | Fitness: 2,047123 | BrainData : -0,2586564;-1,551358;4,194045;-0,5502561;-0,5557028;0,7233848;-0,1878269;1,843118;-3,279973;4,59354;2,83105;3,165883;-2,47649;0,02854187;-1,267466;0,8734663;4,00573;-3,335435;-3,23312;1,328796;-2,244097;-4,73507;-4,351041;-4,011447;2,799413;-0,0176703
Index: 2 | Name: car 3 | Brain Type: RandomParents | Fitness: 2,047123 | BrainData : -0,2217307;-1,551358;4,155865;-0,5943292;-0,510648;0,7233848;-0,2046565;1,843118;-3,279973;4,578845;2,83105;3,158057;-2,428639;-0,002411205;-1,247205;0,8734663;3,995216;-3,335435;-3,256119;1,368352;-2,20748;-4,73507;-4,371436;-4,011447;2,799413;-0,0176703
Index: 3 | Name: car 7 | Brain Type: RandomParents | Fitness: 2,047123 | BrainData : -0,2586564;-1,551358;4,159095;-0,5502561;-0,5524704;0,72747;-0,2063567;1,829225;-3,236928;4,59354;2,860789;3,165883;-2,428639;0,02854187;-1,260905;0,8734663;3,971152;-3,315579;-3,192061;1,368352;-2,164425;-4,73507;-4,371436;-4,011447;2,799413;-0,0176703
Index: 4 | Name: car 16 | Brain Type: TOP2 | Fitness: 2,040342 | BrainData : -0,2586564;-1,551358;4,166362;-0,6294918;-0,5555779;0,6476217;-0,2251215;1,853308;-3,279973;4,572822;2,793968;3,154534;-2,402688;0,02854187;-1,326434;0,8345765;3,975012;-3,289963;-3,265762;1,383098;-2,283248;-4,739758;-4,415416;-4,064881;2,847454;-0,02772563
Index: 5 | Name: car 2 | Brain Type: RandomParents | Fitness: 2,040341 | BrainData : -0,2586564;-1,551358;4,166362;-0,6354591;-0,521764;0,6344544;-0,2210283;1,853308;-3,279973;4,535169;2,793968;3,154534;-2,402688;0,04230421;-1,304653;0,8534144;3,975012;-3,289963;-3,231818;1,383098;-2,278801;-4,739758;-4,45534;-4,051659;2,847454;-0,02772563
Index: 6 | Name: car 15 | Brain Type: TOP2 | Fitness: 2,040341 | BrainData : -0,2586564;-1,551358;4,206754;-0,6178781;-0,5555779;0,6476217;-0,2251215;1,853308;-3,279973;4,572822;2,793968;3,154534;-2,426078;0,02854187;-1,304653;0,8345765;3,975012;-3,289963;-3,231818;1,383098;-2,283248;-4,739758;-4,415416;-4,064881;2,847454;-0,02772563
Index: 7 | Name: car 18 | Brain Type: TOP2 | Fitness: 2,040341 | BrainData : -0,2586564;-1,551358;4,166362;-0,6294918;-0,5555779;0,6476217;-0,2251215;1,853308;-3,279973;4,572822;2,793968;3,154534;-2,402688;0,02854187;-1,304653;0,8219784;3,991939;-3,315787;-3,231818;1,360058;-2,283248;-4,739758;-4,44308;-4,064881;2,847454;-0,02772563
Index: 8 | Name: car 19 | Brain Type: TOP2 | Fitness: 2,040341 | BrainData : -0,301062;-1,551358;4,166362;-0,6584809;-0,5555779;0,615051;-0,1877883;1,853308;-3,279973;4,572822;2,793968;3,113598;-2,402688;0,02854187;-1,304653;0,8120744;3,976923;-3,289963;-3,231818;1,383098;-2,283248;-4,758306;-4,410977;-4,100035;2,847454;-0,02772563
Index: 9 | Name: car 20 | Brain Type: TOP2 | Fitness: 2,040341 | BrainData : -0,2586564;-1,594955;4,166362;-0,6294918;-0,5555779;0,6476217;-0,2251215;1,853308;-3,279973;4,572822;2,793968;3,154534;-2,438282;0,03560734;-1,304653;0,8345765;3,975012;-3,289963;-3,231818;1,383098;-2,283248;-4,739758;-4,392674;-4,064881;2,847454;-0,02772563
Index: 10 | Name: car 21 | Brain Type: TOP2 | Fitness: 2,040341 | BrainData : -0,2586564;-1,574658;4,183886;-0,6294918;-0,5555779;0,6476217;-0,2251215;1,853308;-3,279973;4,572822;2,793968;3,154534;-2,402688;0,02854187;-1,304653;0,8345765;3,981212;-3,3097;-3,231818;1,383098;-2,283248;-4,739758;-4,415416;-4,096834;2,847454;-0,02772563
Index: 11 | Name: car 22 | Brain Type: TOP2 | Fitness: 2,040341 | BrainData : -0,2586564;-1,551358;4,166362;-0,6490072;-0,558673;0,6476217;-0,2251215;1,813322;-3,246087;4,572822;2,793968;3,154534;-2,402688;0,02854187;-1,304653;0,8345765;3,975012;-3,289963;-3,231818;1,383098;-2,283248;-4,739758;-4,415416;-4,064881;2,847454;-0,02772563
Index: 12 | Name: car 23 | Brain Type: TOP2 | Fitness: 2,040341 | BrainData : -0,2586564;-1,551358;4,166362;-0,6176605;-0,5555779;0,6072252;-0,2251215;1,853308;-3,279973;4,60164;2,793968;3,154534;-2,402688;0,02854187;-1,304653;0,8345765;3,925555;-3,289963;-3,280766;1,383098;-2,283248;-4,739758;-4,462935;-4,064881;2,847454;-0,02772563
