Generation: 25 | maxFitness: 0,6101888 | maxFitnessGen: 0,2216272 | maxFitnessGenBuf: 0,2276191
N TotallyRandom: 1 | N RandomParents: 0 | N Top2: 80 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,2276191|3,007751;-1,215332;-4,730179;-4,389319;-3,736208;5,44811;-4,133855;-4,563924;0,06314082;0,8664238;-4,171365;0,006953627;0,8728373;-0,05139095;4,589319;-1,028007;3,401289;2,527919;0,6880499;-2,407746;5,021991;-3,143162;1,893844;2,431152;-2,341924;3,376922;-5,564816;-2,415291;4,794393
1|TOP2|0,220149|3,007751;-2,048593;-4,299989;-4,475603;-3,80961;5,308195;-3,848564;-5,047545;-0,2613315;1,194943;-4,079294;-0,2810062;1,1578;-0,05139095;4,391879;-0,8879844;3,823721;2,177433;0,7567171;-2,256686;5,128603;-2,893952;1,893844;2,281917;-2,516113;3,376922;-5,831391;-2,415291;4,174123
2|TOP2|0,2179566|3,007751;-2,13586;-4,7829;-4,389319;-4,039199;5,735281;-3,686336;-4,563924;0,06314082;1,194943;-3,844718;-0,2730136;0,7412322;-0,05139095;4,391879;-1,711704;3,404994;2,599205;0,7567171;-2,616413;5,178059;-2,893952;1,595425;2,281917;-2,711029;3,376922;-5,804666;-2,415291;4,67924
3|TOP2|0,2146094|2,562217;-1,68475;-5,153066;-4,389319;-3,995723;5,815467;-3,885698;-4,563924;0,09824312;1,667871;-3,485259;-0,2810062;0,7710466;0,06694937;4,568743;-1,243238;3,401289;1,822282;0,4338089;-1,859631;4,987106;-2,893952;1,893844;1,945579;-3,118423;3,376922;-5,564816;-2,415291;4,005469
4|TOP2|0,2121769|3,007751;-1,68475;-4,424161;-4,389319;-4,138102;5,44811;-3,937868;-4,563924;0,06314082;1,615389;-3,844718;-0,2810062;0,7710466;-0,05139095;4,391879;-1,243238;3,401289;2,177433;0,7567171;-2,200201;5,178059;-2,893952;1,893844;2,264097;-2,666623;3,591137;-5,292942;-2,415291;4,317286
5|TOP2|0,2104439|2,695116;-2,064277;-4,7829;-4,150048;-4,021947;5,44811;-3,888059;-4,563924;0,06314082;1,194943;-3,844718;-0,2810062;0,7710466;-0,05139095;4,391879;-0,8159075;3,516943;2,177433;0,7567171;-2,185798;5,178059;-2,596166;1,893844;2,326553;-2,938523;3,376922;-5,545531;-2,56388;4,099787
6|TOP2|0,2102876|3,007751;-1,336178;-4,7829;-4,67915;-4,039199;5,009096;-3,776722;-4,563924;0,3637494;1,444549;-3,844718;-0,2810062;0,7710466;-0,05139095;4,391879;-0,9684106;3,281858;2,177433;0,7567171;-2,185798;5,350135;-2,893952;1,893844;1,865237;-2,780293;3,376922;-5,564816;-2,415291;4,516752
7|TOP2|0,2099287|3,007751;-1,663831;-4,48623;-4,389319;-3,78548;5,126656;-4,133855;-4,563924;-0,4076448;1,136971;-3,844718;-0,09030913;0,7710466;-0,05139095;4,466418;-1,318738;3,521266;2,123522;1,042112;-2,185798;5,178059;-2,415625;1,893844;2,281917;-3,127249;3,376922;-5,911684;-2,246351;4,317286
