Generation: 37 | maxFitness: 0,6101888 | maxFitnessGen: 0,3788014 | maxFitnessGenBuf: 0,2353145
N TotallyRandom: 1 | N RandomParents: 0 | N Top2: 80 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,2353145|2,203208;-1,25091;-4,850693;-4,389355;-3,741537;4,502977;-4,590039;-5,007951;-0,19236;0,2341587;-3,407036;-0,0720855;1,262518;0,212145;6,218894;-1,22115;3,941615;2,283816;0,1487752;-1,816464;4,768481;-2,720049;2,829201;2,631112;-2,806186;2,920442;-6,574718;-2,262495;4,964569
1|TOP2|0,2348119|2,255995;-0,3535064;-5,309984;-4,13375;-4,043061;4,668843;-4,160425;-4,577801;-0,3772936;0,2341587;-3,580395;-0,07424845;1,075988;-0,293371;5,941595;-1,427715;3,626138;2,318287;0,3275449;-1,716661;4,405131;-3,072932;2,952328;2,74285;-2,806186;2,966059;-6,574718;-2,309314;4,598149
2|TOP2|0,2286573|2,398616;-0,9319946;-5,309984;-4,389355;-3,277249;4,502977;-4,078623;-4,422184;-0,101248;0,2341587;-3,527859;-0,7499293;0,7772262;0,1937774;6,218894;-1,22115;3,941615;2,283816;0,3275449;-1,61993;4,405131;-2,631758;2,829201;2,669508;-2,806186;3,058969;-6,574718;-2,262495;4,788524
3|TOP2|0,2269783|2,398616;-0,6723467;-4,872453;-4,77781;-3,741537;4,793019;-4,296462;-4,977657;-0,3719922;0,2341587;-3,681652;-0,3242427;1,075988;0,1937774;6,218894;-1,400419;3,793453;2,179005;0,3275449;-1,940267;4,405131;-3,072932;2,829201;2,669508;-3,072034;3,058969;-6,574718;-2,262495;4,875934
4|TOP2|0,2267866|2,469535;-0,889228;-5,494631;-4,389355;-3,741537;4,502977;-4,31774;-5,246414;-0,7528372;0,2341587;-3,607876;-0,3242427;1,075988;0,1937774;5,941418;-1,172876;3,941615;2,283816;-0,04796401;-1,716661;4,405131;-3,072932;3,031271;2,250196;-2,806186;3,058969;-6,779595;-2,329238;4,78175
5|TOP2|0,2251078|2,187731;-0,7589074;-5,309984;-4,389355;-3,807972;4,502977;-4,160425;-4,867963;-0,3719922;0,2341587;-3,367966;-0,3242427;1,075988;0,003832117;6,302626;-1,22115;3,566263;2,283816;0,3275449;-1,625215;4,405131;-2,99723;2,388407;2,38671;-2,806186;3,058969;-6,574718;-2,207044;4,598149
6|TOP2|0,2229772|2,398616;-1,11236;-5,364242;-4,389355;-3,974753;4,502977;-4,160425;-4,867963;0,02347854;0,2341587;-3,580395;-0,3242427;0,6915562;0,6828483;6,218894;-1,22115;3,700974;2,283816;0,3275449;-1,716661;4,405131;-2,645811;2,829201;2,330956;-2,806186;3,058969;-6,693644;-2,262495;4,598149
7|TOP2|0,2224772|2,398616;-0,7589074;-5,309984;-4,368439;-3,741537;4,356806;-4,160425;-4,975703;-0,3719922;0,2341587;-3,580395;-0,7225915;1,075988;0,1937774;6,226425;-1,556161;3,467863;2,283816;0,3275449;-1,716661;4,405131;-3,072932;2,829201;2,569168;-2,806186;2,954674;-7,010227;-2,428812;4,389898
