Generation: 4 | maxFitness: 0,2588646 | maxFitnessGen: 0,2265143 | maxFitnessGenBuf: 0,2139553
N TotallyRandom: 1 | N RandomParents: 0 | N Top2: 80 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,2139553|2,642806;-2,053093;-3,569025;-4,496482;-4,118689;5,040726;-4,15984;-4,573913;-1,061605;-0,2311057;-2,802233;-1,141978;-0,06335503;0,3727976;5,068336;-1,10586;2,272538;1,374687;1,877201;-0,9167087;5,085247;-3,112834;1,470194;3,543318;-1,383306;3,411128;-3,307761;-3,498947;4,696325
1|TOP2|0,2110894|2,950627;-2,220952;-3,224658;-3,998152;-4,118689;5,155661;-4,15984;-4,306416;-0,5866792;-0,7074718;-2,679053;-0,878917;-0,5080233;-0,1087468;4,649328;-1,10586;2,446756;1,024543;1,718951;-0,9167087;5,124877;-3,112834;0,9743938;3,521648;-0,5442097;3,203784;-3,307761;-3,498947;4,696325
2|TOP2|0,2106616|2,536162;-2,083159;-3,654543;-4,183235;-4,118689;5,040726;-4,15984;-4,507436;-0,6192452;-0,7074718;-2,646935;-0,8863374;-0,5080233;-0,4954506;4,974342;-1,10586;2,272538;1,156298;1,836362;-0,9167087;5,085247;-3,112834;0,9743938;3,521648;-0,956304;3,203784;-3,307761;-3,498947;5,053606
3|TOP2|0,2104453|2,950627;-2,053093;-3,686824;-4,496482;-4,118689;5,391278;-4,15984;-4,573913;-1,061605;-0,7074718;-2,679053;-0,5456797;-0,9336697;-0,1087468;4,649328;-0,9113694;2,272538;1,327023;1,718951;-0,9167087;5,085247;-3,112834;0,4981861;3,376659;-0,956304;3,203784;-2,84734;-3,498947;4,696325
4|TOP2|0,2088018|3,441245;-2,053093;-3,105774;-4,349933;-3,99076;5,040726;-4,15984;-4,700659;-1,061605;-0,7074718;-3,090502;-0,9522989;-0,8579538;-0,1087468;4,636921;-1,10586;2,706351;1,814726;2,173593;-1,099012;5,285975;-3,561633;1,219688;3,976001;-0,6576456;3,203784;-3,307761;-3,498947;4,773309
5|TOP2|0,2071161|2,950627;-2,053093;-3,569025;-4,496482;-4,118689;5,040726;-4,15984;-4,573913;-1,061605;-0,9422306;-2,679053;-0,8863374;-0,5080233;-0,1087468;4,649328;-1,113338;2,278856;1,799406;1,718951;-0,983655;5,085247;-3,112834;0,8813542;3,338259;-0,956304;3,58058;-3,313297;-3,498947;4,696325
6|RandomParents|0,2062482|3,090361;-2,053093;-3,680699;-4,872152;-4,003629;4,605863;-3,867812;-4,573913;-1,316964;-0,7074718;-2,337279;-1,540699;-0,7235413;-0,09161758;4,920245;-1,10586;1,978458;1,374687;1,718951;-0,4896111;4,705846;-2,932898;0,9636803;3,031121;-0,953732;2,59128;-3,652831;-3,054076;4,675343
7|TOP2|0,2053703|3,329312;-1,999454;-3,284768;-4,496482;-4,118689;5,040726;-4,026817;-4,573913;-1,061605;-0,7074718;-2,679053;-0,5868241;-0,12713;-0,1087468;4,649328;-1,385407;2,072242;1,20856;1,3178;-0,9167087;5,253295;-3,166811;0,9743938;3,492251;-1,241005;3,033949;-3,202798;-3,498947;4,696325
