Generation: 20 | maxFitness: 0,6101888 | maxFitnessGen: 0,2248044 | maxFitnessGenBuf: 0,2285151
N TotallyRandom: 1 | N RandomParents: 0 | N Top2: 80 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,2285151|2,287737;-1,278682;-4,771098;-4,085858;-3,908649;5,745481;-3,746908;-4,354575;-0,003340755;0,1925674;-3,16093;-0,9552261;0,5697919;-0,1477717;3,951882;-1,226441;2,761153;2,817958;1,054592;-1,038329;5,361176;-3,078031;1,786541;2,281917;-1,800428;3,688713;-4,666948;-2,973774;4,317286
1|TOP2|0,2255313|2,287737;-1,169658;-4,44776;-4,46082;-3,875194;5,745481;-3,989004;-4,514279;0,3208061;-0,187356;-3,020505;-1,385176;0,8728369;-0,1160453;4,258574;-1,268373;2,761153;2,416483;1,210294;-0,548069;5,529323;-3,188713;2,097995;2,281917;-1,696514;4,021048;-4,909518;-3,608503;4,317286
2|TOP2|0,2241838|2,287737;-1,169658;-4,706449;-4,487577;-3,908649;5,745481;-4,19465;-4,265477;0,1008643;0,2210878;-3,058115;-0,9552261;0,5697919;0,07638323;4,204183;-1,380828;2,761153;2,416483;1,210294;-1,038329;5,529323;-2,946459;1,77946;2,281917;-1,696514;4,02373;-5,382737;-2,739363;4,317286
3|TOP2|0,2155068|2,287737;-0,9529084;-4,658485;-4,487577;-4,322757;5,745481;-3,691141;-4,354575;0,3075278;-0,0519219;-3,058115;-0,8979456;0,5697919;-0,1934139;4,250458;-1,268373;2,761153;2,416483;1,007786;-0,564304;5,388059;-2,608186;2,156965;1,95847;-1,630606;3,688713;-4,701566;-3,272405;4,317286
4|TOP2|0,2120607|2,346853;-1,427963;-4,072697;-4,487577;-3,908649;5,489777;-4,340765;-4,02057;-0,2038707;-0,0519219;-3,058115;-0,9552261;0,2583255;0,07638323;3,951882;-1,268373;2,761153;2,416483;1,210294;-1,10877;5,679646;-2,946459;2,171083;2,1998;-1,696514;3,688713;-5,043539;-2,794841;4,317286
5|TOP2|0,2108893|2,549694;-1,169658;-4,44776;-4,487577;-3,58662;5,292829;-3,989004;-4,354575;-0,003340755;0,4008861;-3,058115;-1,304443;0,3084663;-0,134576;3,871947;-1,268373;2,488822;2,416483;1,210294;-1,038329;5,529323;-2,946459;2,093064;2,281917;-2,048102;3,887985;-5,290962;-3,228931;4,615369
6|TOP2|0,2105431|2,287737;-0,7741687;-4,44776;-4,487577;-3,908649;5,745481;-3,989004;-4,242422;-0,003340755;-0,5016224;-3,058115;-0,8977231;0,09764314;-0,1185891;3,951882;-1,00484;2,939198;2,25395;1,674375;-0,6933175;5,174601;-2,507151;2,229672;2,281917;-1,40449;3,688713;-4,672441;-3,228931;4,555043
7|TOP2|0,2044805|2,056909;-1,169658;-4,548674;-4,481081;-3,908649;5,325505;-3,989004;-4,048694;-0,003340755;0,214353;-3,058115;-1,284329;0,5697919;0,3139362;3,993421;-1,072203;2,346914;2,416483;1,210294;-0,894285;5,161804;-2,946459;2,516022;2,460623;-1,393365;3,688713;-5,043539;-3,228931;4,072862
