Generation: 12 | maxFitness: 0,6101888 | maxFitnessGen: 0,2247826 | maxFitnessGenBuf: 0,2291778
N TotallyRandom: 1 | N RandomParents: 0 | N Top2: 80 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,2291778|2,643559;-1,831646;-3,655702;-4,880225;-4,431646;5,878997;-4,059767;-4,31568;-0,2243132;0,4751593;-3,362275;-0,9086096;0,6345571;0,545266;4,376826;-1,285958;2,589138;2,11733;0,9988639;-1,041675;5,435638;-2,951674;1,3283;2,762667;-1,620623;3,622096;-4,077883;-3,965794;4,774309
1|TOP2|0,2251567|2,610098;-1,663445;-3,655702;-4,42358;-4,772972;6,25623;-4,13506;-4,395011;-0,5985856;0,7581753;-3,362275;-1,150925;0,1558392;0,3884395;4,376826;-1,285958;2,589138;2,490067;1,206133;-1,012086;5,915523;-2,652097;1,051338;3,197803;-1,620623;3,909033;-4,077883;-3,965794;4,283977
2|TOP2|0,2225038|2,643559;-1,356915;-3,655702;-5,283543;-4,276415;6,25623;-4,205615;-4,31568;-0,6610207;0,3704018;-3,362275;-1,150925;0,1529033;0,545266;4,219038;-1,169044;2,589138;2,11733;1,116441;-1,172324;6,133996;-2,951674;1,025128;3,65803;-1,969471;3,909033;-4,077883;-3,614806;4,774309
3|TOP2|0,2191317|2,931525;-1,183949;-3,724861;-4,913078;-3,988269;6,25623;-4,380233;-4,31568;-0,323166;0,3704018;-3,362275;-1,233253;0,1529033;0,545266;4,799633;-1,285958;2,679204;2,11733;1,206133;-1,498343;5,644535;-2,951674;1,3283;3,197803;-1,620623;4,193847;-4,077883;-4,139592;4,774309
4|TOP2|0,2174683|2,376522;-1,190823;-3,655702;-4,778384;-4,276415;6,25623;-4,408122;-3,925447;-0,6610207;0,02675873;-3,362275;-1,150925;0,3977945;0,9661033;4,192064;-1,433285;2,589138;2,11733;1,536958;-0,7560666;5,329182;-2,930382;1,227344;3,197803;-1,913629;3,909033;-4,077883;-3,989736;4,774309
5|TOP2|0,2160869|2,935851;-1,356915;-3,655702;-4,880225;-4,719709;6,25623;-4,380233;-4,31568;-0,6610207;-0,07250637;-3,362275;-1,150925;0,2108949;0,07333344;4,376826;-1,530935;2,357574;2,090705;1,206133;-0,9570053;6,021744;-2,951674;1,3283;3,197803;-1,620623;3,909033;-4,077883;-3,965794;4,774309
6|TOP2|0,2152573|2,598389;-1,318647;-3,655702;-4,880225;-4,236499;6,25623;-4,380233;-4,31568;-0,6610207;0,3704018;-3,184201;-0,806079;0,1529033;0,545266;4,660529;-1,285958;2,803807;2,482864;0,8083967;-1,172324;5,823105;-3,360864;1,3283;3,197803;-1,620623;3,900669;-4,077883;-3,965794;4,859537
7|TOP2|0,214334|2,904098;-1,822582;-3,827479;-4,880225;-3,847456;6,526292;-4,380233;-4,394021;-0,6610207;-0,04440171;-3,329545;-1,150925;0,1529033;0,545266;4,570718;-1,261948;2,589138;2,11733;1,705317;-1,231094;5,644535;-2,951674;1,058305;3,381196;-1,985187;3,990601;-4,077883;-3,823415;4,774309
