Generation: 24 | maxFitness: 0,6101888 | maxFitnessGen: 0,2299341 | maxFitnessGenBuf: 0,2216272
N TotallyRandom: 1 | N RandomParents: 0 | N Top2: 80 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,2216272|3,007751;-1,68475;-4,7829;-4,389319;-4,039199;5,44811;-4,133855;-4,563924;0,06314082;1,194943;-3,844718;-0,2810062;0,7710466;-0,05139095;4,391879;-1,243238;3,401289;2,177433;0,7567171;-2,185798;5,178059;-2,893952;1,893844;2,281917;-2,780293;3,376922;-5,564816;-2,415291;4,317286
1|TOP2|0,2198801|3,007751;-1,278682;-4,771098;-4,566259;-3,921272;5,44811;-4,174955;-4,563924;-0,06940261;1,073895;-3,967726;-0,4344146;1,338918;-0,2480373;4,388472;-1,393168;3,408429;1,986432;1,054592;-1,787248;5,178059;-2,450555;1,401201;2,281917;-2,424721;3,376922;-5,564816;-2,415291;4,161224
2|TOP2|0,2193345|2,571774;-0,9653566;-4,273705;-4,255362;-4,039199;5,44811;-4,568774;-4,750358;-0,06940261;1,073895;-3,616853;-0,5089867;0,5860033;0,3023748;4,391879;-1,243238;3,690511;2,635505;1,28009;-2,158908;5,178059;-2,79351;1,610656;1,958321;-2,035434;3,670333;-5,936865;-2,823617;4,317286
3|TOP2|0,217895|3,007751;-1,278682;-4,848509;-4,566259;-4,232918;5,44811;-4,133855;-4,563924;-0,06940261;1,04323;-3,942942;0,003263026;0,844341;-0,2213011;4,831979;-1,597082;3,408429;2,322646;1,054592;-1,737495;4,870358;-2,416578;1,817935;2,076115;-2,317441;3,376922;-5,564816;-2,220899;4,545434
4|TOP2|0,2160703|3,007751;-0,8329931;-4,482;-4,887104;-4,013209;5,609869;-4,133855;-4,500544;0,104238;1,073895;-3,973274;-0,6311766;0,5917238;-0,05139095;4,391879;-1,264519;3,408429;2,322646;1,054592;-1,737495;5,178059;-2,780728;2,143652;2,281917;-2,317441;3,376922;-5,564816;-2,415291;4,317286
5|TOP2|0,2106349|3,356789;-1,278682;-4,771098;-4,566259;-3,957751;5,477969;-4,133855;-4,563924;-0,06940261;1,014109;-3,80449;-0,4344146;0,4594883;-0,05139095;4,448696;-1,243238;3,127358;2,322646;0,8398057;-1,737495;5,178059;-2,780728;1,998313;2,477421;-2,317441;3,376922;-6,049368;-2,176885;4,317286
6|TOP2|0,2035864|2,864179;-1,394852;-5,169051;-4,387773;-4,039199;5,44811;-4,133855;-4,563924;0,3985831;1,569781;-4,127343;-0,4344146;0,8478942;0,1914236;4,596413;-1,243238;3,438359;1,892409;1,054592;-1,737495;5,178059;-2,780728;1,574577;2,579182;-2,348719;3,144542;-5,788946;-2,39516;4,317286
7|TOP2|0,2031457|3,304207;-1,278682;-4,771098;-4,566259;-3,970285;5,44811;-4,566846;-4,483083;-0,5077638;1,006413;-3,730947;-0,4344146;1,087062;-0,4063058;4,318048;-1,243238;3,835996;2,287324;1,054592;-1,737495;5,0965;-2,392171;1,452719;2,728692;-2,317441;3,484331;-5,256235;-2,431265;4,317286
