Generation: 11 | maxFitness: 0,6101888 | maxFitnessGen: 0,2188688 | maxFitnessGenBuf: 0,2247826
N TotallyRandom: 1 | N RandomParents: 0 | N Top2: 80 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,2247826|2,643559;-1,356915;-3,655702;-4,880225;-4,276415;6,25623;-4,380233;-4,31568;-0,6610207;0,3704018;-3,362275;-1,150925;0,1529033;0,545266;4,376826;-1,285958;2,589138;2,11733;1,206133;-1,172324;5,644535;-2,951674;1,3283;3,197803;-1,620623;3,909033;-4,077883;-3,965794;4,774309
1|TOP2|0,2232342|2,603868;-1,219639;-3,653757;-4,457508;-4,449591;6,154334;-4,380233;-4,690892;-0,5132271;0,4415023;-3,349095;-1,049339;0,1529033;0,545266;4,234659;-1,253587;2,404587;1,675122;1,305207;-0,7687623;5,37503;-2,871448;1,083222;3,525594;-1,620623;3,909033;-3,967808;-3,859855;4,679048
2|TOP2|0,2190087|2,603868;-1,356915;-3,334071;-4,990663;-4,276415;6,154334;-4,776316;-4,199463;-0,4606143;0,2995502;-3,093235;-0,8325518;0,6251992;0,1200477;4,234659;-1,392661;2,589138;1,675122;1,606825;-0,7687623;5,290304;-3,070203;1,805414;3,300561;-1,620623;3,909033;-4,002619;-4,089215;4,791965
3|TOP2|0,2185334|2,603868;-1,356915;-3,825914;-5,007094;-4,276415;6,154334;-4,330142;-4,690892;-0,7388021;0,2995502;-3,362275;-0,8325518;0,6457989;0,6314574;4,160268;-1,179543;2,373813;1,675122;1,606825;-0,9622694;5,708502;-3,12569;1,766592;3,197803;-1,620623;3,909033;-4,447408;-3,859855;5,250923
4|TOP2|0,2183879|2,603868;-1,356915;-3,653757;-4,880225;-4,276415;6,154334;-4,625512;-4,366068;-0,7388021;0,2540608;-3,376891;-0,8325518;0,1529033;0,545266;4,639924;-1,179543;2,589138;1,675122;1,773766;-1,244261;5,702755;-3,050983;1,841151;3,338156;-1,620623;3,909033;-3,946118;-3,798605;4,576583
5|TOP2|0,2165831|2,603868;-1,471242;-3,338919;-4,711087;-3,910467;5,704871;-4,380233;-4,535966;-0,6942924;0,6230735;-3,362275;-0,8325518;0,08426313;0,545266;4,400197;-1,18542;2,498574;1,431296;1,833479;-0,7687623;5,290304;-3,050983;1,523139;3,197803;-1,329097;3,909033;-4,358425;-3,555104;4,774309
6|TOP2|0,2154019|2,603868;-1,413315;-3,653757;-4,880225;-4,276415;6,575184;-4,380233;-4,795444;-0,7388021;0,7672873;-2,887125;-0,8325518;0,1529033;0,5611298;4,21451;-1,179543;2,344769;1,675122;1,924508;-0,4328327;5,220454;-3,050983;1,523139;3,197803;-1,620623;3,815024;-4,334473;-3,459013;4,334392
7|TOP2|0,214516|2,603868;-1,371322;-3,418934;-4,880225;-4,276415;6,154334;-4,380233;-4,690892;-0,7388021;0,05382523;-3,05983;-0,8325518;-0,05607839;0,545266;4,234659;-1,179543;2,904182;1,675122;1,58008;-0,7687623;5,290304;-3,050983;1,289444;3,138971;-1,830899;4,338922;-3,967808;-3,597188;5,26428
