Generation: 6 | maxFitness: 0,2588646 | maxFitnessGen: 0,2336313 | maxFitnessGenBuf: 0,2267843
N TotallyRandom: 1 | N RandomParents: 0 | N Top2: 80 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,2267843|2,860007;-1,790658;-3,303229;-4,288248;-3,665286;5,524401;-3,996446;-4,573913;-1,396441;-0,2311057;-3,362275;-1,141978;-0,009860158;0,8065788;4,280508;-0,7764503;2,63646;1,374687;1,600666;-0,9167087;4,823404;-2,871825;1,559977;3,647386;-1,383306;3,909033;-3,591275;-3,884496;5,006589
1|TOP2|0,2200228|3,127734;-1,712656;-2,977816;-4,686362;-4,118689;5,819526;-4,093641;-4,668813;-1,01147;-0,2311057;-3,424366;-1,141978;-0,009860158;0,00401032;4,767656;-1,137858;2,653524;1,374687;1,864483;-0,43565;5,414043;-3,112834;1,470194;3,647386;-1,383306;3,909033;-3,748724;-3,884496;5,006589
2|TOP2|0,2151303|3,096898;-1,712656;-3,394969;-4,235279;-4,118689;5,627849;-4,653448;-4,573913;-1,111197;-0,2311057;-3,176857;-1,59308;-0,009860158;0,7202772;4,767656;-1,010074;2,365856;1,374687;2,06594;-0,9167087;5,023068;-3,189116;1,470194;3,647386;-1,191357;4,213871;-3,617774;-4,113044;5,206682
3|TOP2|0,2122997|3,127734;-1,712656;-3,394969;-4,288248;-4,203731;5,049112;-3,678783;-4,461171;-1,054656;-0,2311057;-3,176857;-0,9638326;-0,009860158;0,3727976;4,767656;-0,9575661;2,272538;1,374687;2,207434;-0,9167087;5,023068;-2,825506;1,217487;3,647386;-1,383306;3,778963;-3,748724;-3,719611;5,006589
4|TOP2|0,2118841|3,127734;-1,925505;-3,394969;-4,173467;-3,95279;5,524401;-3,87256;-4,289776;-1,061605;-0,2311057;-3,286837;-1,233172;-0,3322921;0,3727976;5,153687;-1,138358;2,708067;1,374687;1,864483;-0,8510788;4,977979;-3,112834;1,470194;3,900208;-1,368489;3,847596;-3,748724;-3,884496;4,735776
5|TOP2|0,2080314|3,000342;-1,272156;-3,394969;-4,288248;-4,245452;5,700829;-4,15984;-4,113012;-1,061605;-0,2311057;-3,487656;-0,7808901;-0,009860158;0,3727976;4,479424;-0,8774194;2,272538;1,374687;1,404836;-0,9167087;4,757382;-3,112834;1,641021;3,647386;-1,383306;3,909033;-3,748724;-3,884496;4,893247
6|TOP2|0,2071206|2,661733;-2,042649;-3,394969;-3,837687;-3,733721;5,263953;-3,733603;-4,573913;-1,061605;-0,5518637;-3,176857;-1,010568;0,004416525;0,3727976;4,767656;-1,138358;1,911211;1,374687;1,632788;-0,7980611;4,784983;-2,908351;1,470194;3,647386;-1,383306;3,759754;-4,067619;-4,075198;5,006589
7|TOP2|0,2041028|3,197636;-1,712656;-3,789782;-4,288248;-4,118689;5,524401;-4,15984;-4,573913;-1,061605;-0,2311057;-3,176857;-1,141978;-0,185564;0,3727976;4,767656;-1,111956;2,315866;1,374687;1,864483;-0,710797;5,013117;-3,112834;1,470194;3,647386;-1,383306;4,0136;-3,748724;-4,004603;5,227488
