Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,03688246
7|TOP2|0,01291949|-4,980404;-3,919976;1,16075;-0,7874422;-1,243913;1,895446;4,953427;-0,1602726;-0,1752276;-0,06256533;-1,786992;-4,505369;1,104154;2,848438;-0,9825759;-4,448092;3,625935;3,369952;2,813424;4,678082;-1,700848;-2,349827;-4,409752;-3,558121;4,534745;-3,48494;0,573688;-1,23166;3,828771
8|TOP2|0,01268911|-3,556194;-2,538651;3,914517;1,023027;4,70347;-4,30574;2,744796;3,725062;-4,560709;1,053646;2,598094;-4,433881;0,1415629;0,3397636;-0,1878662;3,851612;2,779068;-4,247018;-1,497526;-1,080404;0,7499533;2,259174;-4,719172;-1,467211;-0,07287073;0,0779314;0,06853867;1,105104;4,080524
9|TotallyRandom|0,01250795|-0,4155178;3,023768;-2,432819;0,1246243;-4,445113;4,162879;4,571955;-0,3865843;1,19236;0,1555891;2,855914;1,948637;0,0491457;4,198142;-1,621792;0,3913288;2,093862;-2,842036;-3,081799;-4,592428;-4,415002;-3,535545;-4,357101;0,0995822;-2,877593;-3,152704;3,170749;-0,7077842;4,576147
10|TOP2|0,01209513|-4,543098;3,31079;-2,967031;-3,97698;-3,908271;-1,480689;3,649968;0,5204587;1,774846;-1,343892;-2,341996;-0,2606802;0,3941674;0,9302096;-0,7716174;0,06839323;-2,012848;0,8857317;-0,1441579;4,057107;-4,013411;0,9890037;-1,530769;-3,616013;4,084527;-1,324904;3,616489;4,60827;0,0166316
11|TOP2|0,0119146|3,044221;3,071408;-3,619137;4,080257;-4,962802;2,456696;4,68156;-4,379396;-1,251909;-2,92883;-2,346394;-0,8516688;4,880761;-4,434304;-3,518646;1,625534;-3,535084;2,308856;4,994453;3,550368;-2,354415;-2,592535;-1,235219;2,189397;0,06448936;-2,885303;-4,170543;4,568908;-4,11296
12|RandomParents|0,01186692|4,473706;-2,957267;4,92034;4,177999;-4,507623;-1,189677;-4,10136;-0,0780673;-0,4283719;0,8611493;2,384358;-4,812383;3,775795;1,978487;-4,439083;2,996846;-1,24077;0,7484002;0,6576471;-2,131891;-0,7846184;3,697329;-2,080225;0,4491849;0,4956741;0,6810288;-2,546073;2,271354;2,508216
13|TOP2|0,01173867|-1,641557;3,230901;-1,697474;-3,537331;-3,239542;3,779765;-3,717449;1,185174;2,80557;-2,637568;-3,051522;-3,594714;1,361453;-0,6517477;-3,086781;4,00305;3,38833;4,311776;-3,268613;3,63597;3,187785;2,334632;3,265167;3,184789;2,464598;4,89257;-2,425301;-2,484245;3,027786
14|TOP2|0,0115591|-2,900895;0,7535939;0,5195112;1,910101;-4,996177;-2,286303;-0,5548687;3,956833;2,480501;-4,738421;-1,010408;-3,856444;-0,3918772;3,161806;-4,9582;0,483057;0,2473731;-4,776815;0,7296114;-3,17617;-2,928924;1,742103;-2,002;2,347424;4,83235;3,683953;2,524102;-0,3015857;1,466025
15|RandomParents|0,01125528|-4,401607;-3,913173;-1,857395;1,96971;-3,098158;-4,165698;-1,450525;-0,009553909;0,5802159;3,715856;1,867746;-1,531713;-4,66394;0,7004457;4,71232;1,234531;4,595419;1,775671;3,03367;-0,6047111;-3,366091;2,534659;0,5840425;-2,679775;-2,482999;3,29411;2,900482;4,534732;-1,266748
16|TOP2|0,01124117|-1,899641;-4,47651;-0,5244226;4,715609;-2,607207;-2,510718;-0,2855282;4,448705;1,735183;3,248063;-0,5753155;1,661413;1,031205;-0,954792;-1,859384;0,241497;-4,547261;-4,703215;2,840009;3,872483;3,772737;1,828028;4,193778;-2,97719;-0,4740257;-3,451746;2,865439;1,829923;4,96324
17|TOP2|0,01108028|-2,815425;2,665145;-3,026094;2,685943;4,561592;3,843657;1,621193;0,6870799;1,414227;4,641944;1,782019;-3,765967;0,95365;3,421401;-0,7255526;0,8483453;4,529287;3,988105;3,167701;1,955464;1,260553;1,940771;-4,26235;-1,697056;2,927209;-1,453299;-2,011447;1,548409;-2,494533
18|TOP2|0,0109956|1,778589;0,8766179;0,9305577;-3,193733;-0,0375514;-2,298834;-2,965677;-2,997774;-3,994359;-3,975065;-4,63728;-1,926207;-2,581888;-3,858241;-3,52325;4,390826;-4,237404;-2,809244;-3,247373;-3,207294;-4,96769;2,280536;-2,983308;-3,913483;-4,67648;4,474582;-2,752775;-3,061853;0,3664227
19|TOP2|0,01085289|0,9853668;-2,107091;1,826535;3,785557;-0,2281113;1,037504;3,707559;1,801418;4,064176;1,966833;4,252387;-1,62509;-4,247628;-2,121294;-2,310519;-3,891502;4,197481;1,016399;0,7186408;3,251137;1,517397;-3,879602;3,00456;-3,215416;0,953155;-1,33323;4,909688;3,086273;-4,180717
20|TOP2|0,01070777|1,992539;4,503909;-4,635768;-4,968184;-0,9715252;-3,136644;1,679502;2,300605;4,800049;-3,153528;-0,04011917;3,005341;1,611664;-4,24688;4,560252;-4,196898;-1,777122;-4,241268;0,2258472;-0,6370859;-0,148663;-4,206163;3,342071;-2,981013;-1,624821;2,222717;4,649312;-4,105371;-1,497887
21|RandomParents|0,01066101|3,07379;-3,180503;-3,446225;-2,382167;3,201675;3,399986;0,9504943;3,390295;4,225552;0,3715034;-1,141476;2,526402;1,625446;-0,1215954;0,7263584;1,406921;-0,6696005;1,491747;-2,361919;-1,404069;-1,784404;3,002156;-4,503052;1,390995;3,134688;3,190174;-3,94875;1,105923;3,449551
22|TOP2|0,01030393|3,25822;-3,573108;1,19594;-0,3203864;-1,65668;0,01214218;2,04839;3,392817;-2,056721;-1,11813;-0,1449962;0,1463656;-1,595101;0,3608041;-0,2243762;1,307095;-0,5678935;2,707384;2,517431;-0,9609466;0,4893131;-1,472147;4,632307;1,34678;-1,312235;4,070415;4,612796;-3,061671;2,252669
23|TOP2|0,0101429|-3,901206;-4,219838;3,394122;-4,477373;3,908257;-3,916888;3,767014E-05;-4,683769;1,943368;-0,3608851;-4,693503;3,336556;1,506604;2,925456;2,209762;0,8289437;-3,333364;2,263863;-0,01250458;1,346248;4,366597;4,683554;-2,98286;1,594995;1,62865;2,439113;-3,013851;3,365166;-2,333681
24|TOP2|0,01013997|3,057724;2,881064;0,4391484;3,51266;-1,770518;0,02408791;-1,764714;4,957253;-3,970656;3,371242;-0,8798723;-0,1339526;-4,598561;-0,9614511;4,757429;0,4809384;-0,4554958;-3,315897;-3,285288;4,893618;-3,674919;2,856537;2,784429;-3,253435;-3,802107;4,97325;3,22854;-0,6993623;-1,634359
25|TOP2|0,009921432|-3,533221;-1,120421;3,591559;-0,2542491;2,884057;-3,803815;3,930822;-0,2574162;-0,4339128;-2,380646;1,924724;2,533691;-2,782369;-4,822195;-2,62886;1,405267;-1,017701;1,257421;-1,274283;-0,8774881;-1,453951;-4,652653;-2,764781;-0,5380731;3,95761;-0,8793564;2,879555;2,969162;-2,178299
26|RandomParents|0,009823941|-3,258228;0,6592484;3,593199;-3,703042;4,614698;1,494253;3,542186;1,865979;-2,975158;2,888947;-2,793214;-1,880536;-3,165991;-0,3404684;-0,352984;-0,2704744;-3,773307;1,587019;-4,411394;-3,2136;-0,7162147;2,029487;-2,449641;0,2119904;-4,757186;-0,5444865;-3,589872;-3,405077;-0,4116635
27|TOP2|0,009730842|-0,1678796;4,748749;0,1931686;-2,333738;-1,388187;-3,123058;-1,89449;0,04569578;-1,301403;1,407492;-4,439011;0,9218531;0,2893705;4,683513;-3,379717;-1,673357;-3,939275;0,07523108;1,439219;3,360081;-2,435787;4,747897;-3,325445;4,460578;2,001896;3,316338;-3,12805;4,954142;-2,124308
28|TOP2|0,009666375|-1,131437;0,4984398;4,357206;-2,140121;1,407412;2,658158;-3,613579;0,4101987;1,100185;4,521178;-3,598146;-2,864861;-2,379103;-3,777303;4,064778;-3,697593;-0,9942265;4,863935;1,558123;3,813663;3,828002;1,873574;1,658096;4,610194;3,512744;4,099239;-1,661156;4,76115;-0,9539084
29|TOP2|0,009411736|-1,295576;-2,29691;2,336668;-0,9091277;-3,827101;-4,691554;-3,26704;-3,213758;-1,351045;3,939337;1,472912;4,525305;-4,166636;-3,338819;-2,505565;-1,925714;-4,304453;4,643943;4,529466;4,793128;-2,791195;-4,407854;4,076383;3,330279;-0,9584074;0,9118814;1,037131;-1,83844;-0,6302733
30|TotallyRandom|0,008737839|-2,921577;0,2225022;-1,090551;-1,972039;-3,74282;0,6946378;-3,407833;-2,92691;1,966314;-4,831067;-0,5515785;3,317958;1,383984;-0,8067675;-0,7595758;0,8772664;-0,7938142;-2,914269;4,850872;-3,66046;-2,755673;3,599401;-0,4697042;-1,770281;0,5568023;0,05664873;1,131282;1,037407;-3,369037
31|TOP2|0,008336852|3,655835;0,945086;-3,824337;2,421184;-3,977571;2,219163;-4,714539;4,413755;3,992922;4,889278;1,425002;-0,4224224;1,865678;1,575432;-0,02818298;0,4074044;-2,374208;0,3774576;0,5986662;-4,74907;1,03071;-0,3255253;-0,6458588;-3,486348;-4,917942;4,290743;4,818588;-4,106274;1,408547
32|TOP2|0,008290255|-2,492342;3,813659;3,899503;0,5480056;3,578222;3,835214;-2,448164;2,865937;2,95058;-3,493229;3,01558;1,019681;-3,698431;2,495987;3,619795;-4,769411;-0,6418161;-3,325089;-2,350936;4,870696;2,320302;3,293095;-2,90894;4,543203;-1,857047;3,391409;2,007245;-1,592186;-3,384283
33|TOP2|0,008134744|2,82413;-1,199054;0,2443867;-4,576614;-1,339845;1,134511;-2,117177;-2,487317;-4,138669;-2,578895;2,087367;-4,063347;1,052033;3,388613;-3,827256;1,1798;1,705793;-4,626707;-0,966454;3,793422;-4,851313;-2,031369;-2,077942;0,1839166;-0,8233385;-0,352705;-2,58888;4,585083;-4,843712
34|TOP2|0,007865078|0,5413799;-0,1313739;1,715948;-3,750029;2,876737;-1,100776;-1,740078;2,770551;-4,786821;0,5430965;1,212225;3,618789;-3,358918;-0,8937259;-2,834763;0,8914633;-2,143505;-3,160006;3,505507;2,116692;2,045145;0,1735072;-2,480059;1,389533;-3,775434;-0,8427281;3,916789;3,765283;-1,886726
35|TotallyRandom|0,007707288|-4,355196;-1,417184;-0,3488917;2,693577;-1,98941;4,616418;-4,009262;-0,8555551;-3,746559;4,590816;1,132863;-0,8387942;2,779857;1,356156;4,126224;0,4801674;-2,5422;2,165142;1,836079;2,345619;-1,941742;-2,203362;-4,366568;4,269053;-1,218756;-0,1373882;2,765633;-2,175846;4,428224
36|TOP2|0,007465057|-0,4007168;-0,5439277;-2,602241;-2,042987;4,621422;-3,000984;-0,09919834;2,008619;0,1837974;4,726293;-1,941214;2,003516;-3,20179;1,316578;-0,443234;-1,340625;-2,319575;-3,419825;3,987795;-0,3508563;-0,9931712;-0,03745985;2,473142;-1,215582;3,704576;4,020094;-1,806837;-2,126214;-1,049309
37|TOP2|0,007372608|-2,151125;1,964674;0,3739209;4,709395;-2,761927;2,497314;-1,199966;0,828176;3,232285;-1,224075;-0,01829815;-4,64208;4,720542;-1,011177;1,054988;-3,357959;-0,1844625;-1,974037;0,3434925;3,898108;0,01884174;0,449398;-4,624641;4,421325;0,321569;-0,4670196;3,866635;-2,08286;3,556272
38|TOP2|0,007326428|-0,393302;4,223228;2,185145;-1,621919;2,503553;-4,614153;-1,954727;-2,378488;1,836502;1,775356;3,10128;4,878325;4,32327;-1,226229;-4,910019;-3,891931;-3,437588;-2,485118;-3,190246;2,228608;1,974288;-3,521255;-1,348444;4,641075;0,9517021;0,9209161;-0,8872361;-0,9372849;-3,53513
39|TOP2|0,007208355|-1,059456;1,142215;2,53178;0,4695158;2,355169;4,874147;3,39504;4,389765;-1,855453;0,242012;0,0836091;2,082911;-1,531489;-3,109232;0,8357315;-1,62601;-4,028048;-3,33118;4,79463;-1,855785;-2,99183;2,334423;1,196681;-4,114179;2,740717;-2,054012;-1,712876;2,489033;0,3642564
40|TOP2|0,007206569|0,2147965;-4,537887;0,1797729;-3,429675;-4,62804;-3,916492;-3,464906;-0,9115224;2,830897;4,025114;3,30964;1,20853;3,251944;4,728674;3,473904;-3,723147;-4,90971;-4,085244;2,037128;4,80525;4,692893;0,1495962;0,5875592;-2,032366;-1,733921;3,960825;0,4059191;-4,235301;0,8158107
41|TOP2|0,007035447|-3,281942;3,850127;-4,918518;1,890498;2,574991;4,232064;3,386163;1,367259;-1,004372;1,144626;2,8023;3,487744;-2,192746;-1,888545;-3,584581;-4,130529;4,500293;-3,983693;-4,22043;3,590876;1,921855;3,232062;4,261545;4,288046;-4,862294;3,640481;-0,6195636;-1,504534;-0,6293302
42|TotallyRandom|0,006968901|-3,655868;0,1832647;0,4141717;-2,846341;-0,1782889;-0,8502607;-3,867985;-4,832073;2,475372;0,6675057;2,0289;1,425271;3,867062;-0,69032;2,47078;2,231613;-2,738152;1,199369;-0,2071695;-0,6737022;-0,8871765;4,981573;-4,797096;0,874836;1,470312;-0,3587146;-3,74974;-3,87131;-2,409921
43|RandomParents|0,006912857|-3,137753;0,7756476;2,931696;4,673831;0,982625;-1,790013;0,874949;-3,338389;4,756326;-4,37408;-1,893715;-1,765832;-4,054247;1,28368;-0,1972585;-1,407996;-3,273264;0,4247766;1,404041;-4,817341;3,606281;-4,650829;-3,383588;-3,919466;-1,896152;1,250172;-4,961801;3,928619;-1,055904
44|TOP2|0,006673658|-3,206334;-0,03329802;-2,885432;-2,262018;1,811709;1,782454;-1,530418;0,3178186;0,6516652;4,581662;-2,874892;-1,030427;-0,9958224;-3,87711;0,5947967;2,753988;0,8838243;-0,8879666;-0,2245374;1,378776;3,954642;1,88261;-4,793548;4,173623;-0,9993119;3,292283;2,855476;-3,632658;3,226537
45|TOP2|0,006201189|-3,299473;4,092989;0,6656365;-0,09934378;2,189568;-1,206594;1,588892;-2,984407;-2,883666;-0,3440576;2,581097;-1,650829;1,446035;4,201013;1,68718;3,916532;0,2237101;-1,892256;-1,437231;-1,456766;-3,886104;-4,906113;-3,287226;3,560181;2,613361;-3,514314;-2,709751;-4,433992;-0,9352212
46|TOP2|0,006185981|1,626665;-3,999574;2,700544;0,6511741;2,057421;-3,581456;0,3518109;-1,792042;-0,8286767;-0,2911572;-1,660232;0,632668;1,186548;-3,238083;-3,243016;3,694387;3,596252;-1,737688;-0,5343084;3,000318;-3,121544;4,365427;-1,241055;-1,92241;1,194897;-3,577198;2,101622;-
