Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,03145048
7|TOP2|0,01842613|0,347229;0,3160491;0,8360267;0,6921203;0,5402966;0,2449569;-0,2067922;-0,1040291;-0,3762172;-0,2092878;-0,6014862;-0,2606581;-0,7691152;0,1857935;-0,6174343;0,7134433;-0,9887502;-0,07845366;-0,113191;-0,5678315;-0,9401898;-0,3975612;0,917263;-0,6545486;-0,1313003;-0,3459195;-0,6037812;0,764468;0,3498089
8|RandomParents|0,01796419|0,09247887;-0,04664123;0,3213849;0,8167684;-0,4013442;-0,3286785;-0,4591225;-0,4065589;-0,2084938;0,1826288;0,5080202;0,148086;0,7338433;-0,6889794;-0,1450797;-0,1871079;0,2768788;-0,1980573;0,5848737;0,9847987;-0,5783689;0,1306087;-0,772629;0,4413142;0,7327385;-0,9604373;0,462594;-0,9008734;0,9526386
9|TotallyRandom|0,01791881|-0,600059;-0,2400483;0,4648893;0,3095905;-0,9278672;-0,4186076;0,7149997;0,7923839;0,1965262;0,6708112;-0,6982329;-0,1055361;0,1709443;-0,4845921;0,3990016;0,4652292;0,2850229;0,2803681;-0,2281352;-0,394349;-0,3970686;-0,3672572;0,4019692;-0,5739932;0,3704672;0,6190243;0,6252129;-0,4777588;0,1828953
10|TOP2|0,01753282|0,009753585;-0,2330319;-0,8937261;-0,8339331;-0,7196286;0,9962373;0,1794251;-0,676455;0,7494049;0,3455522;0,8996518;-0,9916556;-0,9712379;0,4177351;0,3662569;-0,2523459;-0,437797;0,2478205;-0,7197945;0,3165817;-0,2228838;-0,008651376;-0,6104329;0,7901371;0,08112729;-0,416926;0,9895129;0,1893467;-0,3763424
11|RandomParents|0,01711942|0,5693321;0,7116961;-0,02926123;0,9434757;0,9133472;0,259633;0,1971792;0,4217705;-0,08599389;0,9196143;-0,1732091;-0,9887805;0,6039159;0,7324052;0,9995761;-0,5018098;-0,3475987;0,37626;0,3837385;0,1752788;0,3810007;0,9143198;-0,611958;-0,7671394;0,3797245;0,159974;-0,6824977;0,7654645;-0,5287247
12|TOP2|0,0171134|-0,8539395;-0,9843771;0,3015372;-0,01990688;-0,8781016;0,8846543;0,848541;0,08360517;-0,02084124;0,7163115;-0,8131502;0,8871167;0,6472304;0,1430913;-0,9198222;-0,1048056;-0,6178517;0,3613603;0,9927278;-0,3624614;0,2686491;-0,9224644;-0,4229885;0,5480824;0,2518222;0,4300656;0,9824588;-0,6380596;0,04396236
13|TOP2|0,01604353|0,2767307;-0,8755338;0,551806;-0,8769596;0,8382044;-0,1162144;-0,797642;-0,2636961;0,5498376;0,131776;0,2328273;0,6650167;-0,2815579;0,8102396;-0,7907493;-0,8740904;-0,6303864;-0,2858487;0,5722539;0,1929675;0,2150129;-0,9546423;0,889713;-0,3677298;-0,3265613;-0,1316484;-0,8137619;0,6993756;0,5229762
14|TOP2|0,01552008|-0,1105965;0,9235692;-0,1191567;0,4256077;0,6530259;-0,7936115;-0,2309281;-0,850311;-0,4673916;-0,6046565;0,1467844;0,6510198;0,7227638;0,4007826;0,9135118;-0,7313089;0,2554853;-0,4061369;0,2875688;0,4718489;-0,8961809;-0,5704565;-0,5895419;0,3987136;-0,3228594;0,7664194;0,2178296;-0,4263967;-0,1173798
15|TOP2|0,01510143|-0,05419242;0,3775816;0,7298858;-0,798826;-0,9703839;0,6142786;0,9275885;0,8212349;0,5419819;-0,06771243;0,9023862;-0,2381243;-0,03186715;0,68593;0,6136298;0,7550533;-0,8689244;0,963347;-0,2507166;-0,06863201;-0,6229658;0,8360839;0,07421291;0,4635274;-0,937073;0,1080076;-0,1362926;-0,7685747;-0,02453196
16|TOP2|0,01460486|-0,06053507;0,08477843;-0,2718462;0,6473923;-0,7516718;0,7629898;0,02987754;0,3413243;-0,1580747;-0,1957899;-0,07241476;-0,8801301;-0,1946763;-0,2498184;0,4984922;-0,3762838;-0,03583133;-0,332925;-0,3669487;-0,9972196;-0,04431379;-0,3408037;0,9545286;-0,6481574;0,03126323;-0,5819132;-0,1819059;-0,1159543;-0,1448513
17|TOP2|0,01389129|0,7735732;0,3147509;-0,2376453;-0,8992703;0,316736;-0,6514332;-0,6894996;-0,1705631;0,8368783;-0,1095129;-0,4984373;0,8636365;-0,4154111;0,2660138;-0,5903664;0,1652464;0,9768784;-0,8803942;-0,3797451;0,6070931;0,7796431;-0,08485425;-0,364256;0,4406683;0,4170098;0,4277894;0,6838682;0,04071867;-0,6890528
18|TOP2|0,01371612|-0,291628;0,5834956;0,8873518;0,6900856;0,3792793;-0,5726969;0,4542508;-0,7352312;0,4504296;-0,07564032;0,0840956;-0,4363688;0,5023561;0,3993816;-0,7158642;0,4277503;-0,2121216;-0,7801437;0,7019145;0,770848;0,4191713;0,5424049;0,2888524;-0,1518804;0,9338796;-0,5273902;-0,5498993;-0,4078709;0,5141506
19|TOP2|0,01349184|-0,411337;-0,07560909;0,881036;0,6931407;-0,1780769;0,322844;0,4807067;-0,4782938;-0,5613787;-0,531276;0,632689;-0,3918554;0,8156703;0,5323658;0,5109217;0,2509932;0,7547443;0,3078155;-0,5114548;0,189757;-0,4800292;-0,02340233;0,9417481;0,09443271;-0,858963;0,6349502;0,384659;0,6149263;0,06111085
20|TOP2|0,0134838|0,501004;0,8492882;-0,7372072;0,3576381;0,6655631;-0,1961716;-0,7269421;0,1257092;0,176505;-0,6105366;-0,3828255;0,6049268;-0,7332084;-0,7412333;0,6628518;0,6403925;-0,1124746;0,3769574;-0,651768;0,6360261;-0,2246143;-0,3191811;-0,1857153;-0,3752149;0,4578006;0,1489438;0,9762597;-0,3345948;0,482965
21|TOP2|0,01310117|0,8066688;-0,5299969;-0,09262884;0,1480294;-0,9832451;-0,4322075;0,4498932;-0,5194817;-0,9008355;0,5735097;0,6792843;0,6033487;0,1273278;-0,2845114;0,6522102;-0,3618122;-0,1639801;-0,6608837;0,5066144;0,3250973;0,02813685;0,678282;-0,09190428;-0,4263374;-0,7224338;-0,2316288;-0,9018486;-0,7981422;0,7021801
22|TOP2|0,01168466|0,04509795;0,8357835;-0,858573;-0,05288255;0,05708754;0,9309225;-0,5732369;0,09973133;-0,4315649;-0,2356049;0,3902316;0,4328527;0,5789406;-0,3612601;-0,8907197;-0,4679731;0,1501075;-0,08493149;-0,1836902;-0,9345293;-0,3331791;-0,9294431;0,9143941;-0,7686834;-0,3057081;0,5289764;0,7945788;0,3542337;-0,02290046
23|RandomParents|0,01166184|-0,5609963;0,823175;-0,7013364;-0,5972559;0,3132574;-0,1087497;0,5141323;-0,8151743;-0,8756189;0,3115081;-0,6851752;-0,562284;0,5492637;0,2340492;0,6695669;-0,9168556;0,8806417;0,7677538;0,4076919;0,4179165;0,6799264;0,3530786;-0,7092478;-0,7888191;0,8682916;-0,9904156;-0,8817346;0,8969762;0,9194515
24|TotallyRandom|0,01137125|-0,2581586;-0,6501498;0,5334892;0,1795243;0,2391328;0,2656247;-0,8351581;0,03681195;-0,6521084;0,2261199;-0,9922714;-0,6890392;-0,7185917;-0,3736387;-0,9356;0,861691;-0,4004482;0,09163296;-0,2231392;-0,6506283;0,1225854;0,7216752;0,9476092;0,9388335;-0,9927101;0,3081679;-0,3996917;0,8791339;0,6646285
25|TOP2|0,01086161|-0,9860151;0,3248141;0,03688967;-0,370349;-0,5855224;-0,6074491;0,1776603;0,2492217;-0,3843373;0,2798402;-0,2682005;0,1961635;0,6133308;-0,03809536;-0,0674113;-0,07290924;-0,7753403;0,4655566;-0,9176888;0,5187571;-0,6314113;-0,04146945;-0,6911459;0,8762543;0,6623235;-0,4512075;0,5391822;-0,0412246;0,8742988
26|TotallyRandom|0,01051863|0,1024517;0,2244841;0,2494134;0,9809177;0,1794294;0,1065303;-0,756005;-0,2149466;-0,1884938;0,4343805;0,1667281;-0,1987673;0,08024466;-0,5022316;-0,08441842;-0,4645654;-0,896435;0,3859977;0,3776071;0,0781616;-0,294407;0,8300183;-0,8153441;-0,8365266;-0,4851996;0,8207095;-0,4119531;-0,3850881;0,220888
27|TOP2|0,01040348|0,9913514;0,6341629;0,6176238;-0,01841581;0,9795134;-0,6217725;-0,6537025;-0,2211381;-0,8723619;-0,04463899;0,3101794;-0,8362997;-0,3154997;0,3791284;0,520591;0,08163774;0,8981972;0,388781;0,1367167;0,3040061;-0,2904469;-0,5303457;0,7209356;-0,7034864;-0,4194144;0,6318817;0,5229597;-0,0898844;0,5514987
28|TOP2|0,01019014|0,8066378;-0,3022312;0,7357152;-0,6937497;0,023646;0,2623174;-0,7456756;-0,1563243;0,1947657;-0,4717132;0,6609809;0,8336556;-0,6113989;0,06979668;-0,9728594;0,1760765;-0,3996867;-0,8273466;0,9997196;-0,2284094;-0,3158988;0,7371073;0,662986;0,4725985;0,2957327;0,4264662;0,08690655;0,3623583;0,4265196
29|TOP2|0,01009367|-0,384432;-0,188522;-0,5108898;0,007907987;0,4732909;-0,9258592;0,9353127;-0,9797263;0,8389525;-0,7868721;0,6205969;0,9301245;0,9877934;-0,6499112;0,9974239;-0,9405034;0,8923998;-0,6276979;-0,789783;-0,5928628;-0,7131231;0,5222664;-0,638113;0,5362926;-0,1800593;0,4763424;0,4815321;0,9583111;0,2248093
30|TOP2|0,01000519|0,133015;0,4458544;-0,9507759;0,9131341;-0,6769955;-0,4439155;-0,4594346;0,6191921;0,3370378;0,7035806;0,5393348;0,1322402;0,4362607;-0,2856637;-0,4717625;0,1498131;-0,05166686;-0,6088767;0,7898865;0,722115;-0,6456614;0,4715249;0,4157114;-0,06828153;-0,2164274;0,5056138;-0,1961402;0,3489811;0,8519275
31|TOP2|0,009517031|-0,8163893;-0,6127138;-0,03297651;-0,857162;0,08230102;0,5445533;-0,3805252;-0,6045597;0,04990494;-0,7596056;-0,8459601;-0,1662575;-0,02655852;-0,4576226;0,2186159;-0,9605281;-0,8645949;-0,259148;-0,6038935;-0,2687224;-0,1068231;0,7914205;0,6650424;0,5505445;0,1440498;0,1914552;0,5560391;0,903312;0,5171673
32|TOP2|0,009232284|0,1025213;0,8895853;0,1691736;-0,7926114;-0,5882647;0,4274668;-0,1681672;-0,3833102;-0,2978517;-0,4475051;0,6741598;0,07410514;-0,4541928;0,07798803;0,8981338;0,4299504;-0,6958532;0,3178897;-0,8069932;0,5056739;-0,696007;-0,4903899;-0,2051555;-0,4694346;0,2971756;0,3497483;-0,4776522;-0,8541689;-0,4502596
33|TOP2|0,009147709|-0,9354596;0,4484689;0,6883981;0,6955369;0,6372666;-0,7781157;-0,8905437;0,57709;0,3928606;-0,6908062;-0,9283686;-0,7544291;0,1153129;0,8451648;0,1379999;-0,0002051592;-0,2317117;0,4834165;-0,9021094;0,08561122;-0,7365303;-0,3262771;-0,2502335;0,5812807;-0,8510685;0,7615387;-0,3783771;0,7788107;-0,9110096
34|TotallyRandom|0,008477983|-0,5506177;-0,577585;0,4319586;-0,5520527;0,6807032;0,683656;0,5579352;-0,7419672;-0,5201602;0,8077059;0,2826931;0,1305856;-0,6774335;-0,6805308;0,002169013;0,6957996;-0,942409;0,2326149;-0,6384532;-0,5600669;0,36592;-0,2966956;-0,7049785;0,4908464;-0,9481404;-0,7518325;0,5876982;0,05579007;-0,1964115
35|TOP2|0,007801656|-0,5381217;-0,990099;-0,7167926;0,5289905;0,5696499;0,7431395;-0,7249634;0,2440089;-0,7285283;0,2594094;0,1742972;-0,657865;-0,7525232;-0,3460041;0,1326989;0,05466974;-0,8729289;0,2888736;0,7676604;-0,5503418;0,2804279;0,4226317;-0,9787967;0,2419516;0,866298;-0,4345065;-0,3858184;0,418086;-0,7447979
36|RandomParents|0,007392223|0,7481334;0,1177489;-0,4882079;-0,8587666;0,9812636;-0,7932727;-0,1361114;-0,9234664;0,9126449;-0,7778599;0,372992;-0,01506031;-0,1208142;0,1124922;0,1733063;0,7022326;0,07060015;0,6923177;-0,3861133;-0,1513268;0,8871367;-0,8382897;-0,3659784;-0,9695311;-0,6238418;0,1672999;-0,215634;-0,3512794;-0,07768309
37|TOP2|0,007133301|0,8890371;0,9731367;0,8273745;0,5838809;-0,8570557;-0,4218994;-0,07182777;-0,201336;-0,4398717;-0,4901444;0,9769776;0,8255436;-0,2955559;-0,6107869;0,7395289;-0,8617737;0,3325963;-0,1657861;0,7390244;0,7237906;-0,5152779;0,5207901;-0,4506336;0,913928;-0,6441553;0,2084152;0,8286345;0,08626425;-0,8541737
38|TOP2|0,007113312|-0,9137812;-0,05126631;-0,5078113;-0,03938949;0,1583701;0,1268877;-0,006493211;0,4727297;-0,01024115;-0,2416729;-0,1334974;0,9750483;-0,708693;0,3130717;0,9655981;0,8074527;-0,02111924;-0,4448823;0,8647609;-0,3121613;0,8525488;0,6968575;-0,8832171;0,7560437;-0,297284;0,5724242;-0,03925264;0,1448745;-0,9238889
39|TOP2|0,007075043|0,03101242;-0,6081047;0,001870275;-0,5684519;-0,4747258;0,0427314;0,7234581;0,6759214;-0,960983;0,08647311;0,3548128;-0,7181466;0,7492046;0,3461373;0,5303547;-0,1382438;-0,4213582;-0,5371337;0,3474793;-0,8202915;-0,3680512;-0,02908695;-0,04249036;-0,6692207;-0,9548008;-0,552072;-0,2003156;0,3287444;-0,6744342
40|TOP2|0,006689755|-0,3640503;-0,04183471;0,6529212;0,5931048;-0,5187523;0,533087;-0,2789639;0,882292;-0,6854668;0,7177553;0,9645994;-0,1126436;0,4014079;-0,2182807;-0,7505293;-0,719538;0,2275051;0,8117433;0,1495193;0,9430418;0,6660638;0,556149;0,3496115;-0,9171882;-0,4528526;-0,8545995;-0,7013984;-0,9224837;0,2919042
41|TOP2|0,006496639|-0,051741;0,5052831;0,6782463;0,364361;-0,3681346;-0,5501111;-0,7922182;0,4249932;0,8385096;-0,1875755;-0,06440508;0,07613289;-0,8743858;-0,1899527;0,8244212;-0,8225701;0,8502328;0,8749681;0,2631356;0,8790541;-0,6360691;0,243523;0,6201789;0,8025272;0,6251552;0,07548273;-0,5872622;0,368628;-0,7112172
42|TOP2|0,006298741|0,1306635;0,7822747;-0,04575098;0,9399321;0,101564;-0,5392444;-0,7018874;-0,990154;0,5801926;0,0633899;0,3056738;-0,2644349;0,2681226;0,5738087;-0,9729452;0,1433524;0,7492063;0,6810212;-0,6019182;0,1257104;-0,4104592;-0,9885845;-0,5855446;-0,3289319;-0,8726683;0,3480816;-0,34879;-0,9139562;-0,7983215
43|TOP2|0,006212041|0,9538543;-0,3498212;-0,3260592;0,4373004;0,2623672;0,6319211;0,8955355;-0,8625424;0,926193;-0,3987838;0,05926883;-0,8073995;-0,4119478;-0,7263122;-0,4196235;-0,2869562;-0,3279496;0,1945776;-0,1524271;0,354207;0,5038764;0,5972791;0,9727774;0,4679019;-0,05981743;-0,1879302;0,5264122;-0,7055337;-0,8531857
44|TOP2|0,006036909|-0,4459842;0,353141;-0,6278837;0,09993875;0,5063517;0,8887649;0,2763457;0,1339279;0,9648056;-0,116273;-0,8510206;-0,6863036;0,4279141;-0,08125103;0,7280145;0,5183864;-0,1841468;0,5028806;0,2000223;-0,3198632;-0,7104609;0,4609945;0,6044335;0,04460013;-0,1089119;-0,7683079;0,06661761;-0,9844899;-0,4863476
45|TOP2|0,005909062|0,08597672;0,2985718;0,6778917;0,4740097;0,635278;0,4388168;0,8547218;-0,3132924;0,5433462;-0,5125117;-0,1722995;-0,8939946;-0,9065413;-0,666276;-0,4834853;-0,4867162;-0,2333063;-0,8601687;0,7241521;-0,5571923;0,05726063;-0,2217804;-0,2659932;-0,7842228;0,7012722;0,8096433;-0,2409929;0,1037818;-0,9071848
46|TOP2|0,005805415|0,9806921;0,2217406;0,2463015;0,2519574;-0,3240453;0,09438765;0,731972;-0,4070295;-0,187477;0,9703202;0,5597792;-0,7698078;-0,9538288;0,1921176;-0,09805453;0,8812602;-0,938385;-0,2377867;-0,9316185;0,6767533;-0,542192;0,7315681;0,405703;0,3207996;-0,1514055;0,01452363;-0,914773;0,03938186;-0,8502631
47|TotallyRandom|0,005445378|0,6393833;-0,8310614;0,6102736;-0,06593406;0,901068;0,4346842;0,3452079;0,6731858;-0,6284645;-0,0292176;-0,4878143;-0,7858562;-0,35842;0,4217601;-0,2491835;-0,9287508;-0,4803115;-0,5891681;-0,2295822;0,8511071;0,2663102;0,2366437;0,6529946;-0,5571411;-0,7232985;-0,6647294;-0,433241;0,7531271;-0,3390073
48|TOP2|0,005071005|-0,4944726;-0,6207731;0,8975949;-0,6908228;0,4064846;0,344649;0,3903608;-0,4689142;0,3497956;0,3455863;0,4640734;-0,3169748;-0,7231176;0,416696;-0,5818229;0,6860712;-0,6415431;0,4064507;0,08920419;-0,4804372;-0,05098903;0,8578854;0,206791;0,5331039;0,321259;-0,2423197;0,5530446;-0,7189014;-0,9309106
49|TOP2|0,004924241|-0,536238;0,7941136;0,7219403;-0,3219482;0,7354434;0,8676035;0,7027609;-0,4682626;-0,9232543;0,181852;0,3569066;0,9310663;-0,1890303;-0,3671027;-0,3866557;-0,02316296;0,573591;0,4466495;-0,9
