Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,07993504
7|TOP2|0,03562507|-0,8652227;0,5086408;-0,8922639;0,7496252;0,7389243;0,3163643;0,2203676;-0,9497089;-0,4467047;0,2267522;-0,1039258;-0,9799674;-0,1625406;-0,02372277;-0,3999316;-0,8769727;0,7904673;0,8172626;0,6515901;-0,8908088;0,7650249;0,4804971;0,6187019;-0,4489285;-0,2205485;0,3856377;-0,7207654;-0,3858649;0,3286762
8|TOP2|0,0323936|-0,1671416;-0,3188528;-0,486447;-0,2230998;-0,894321;0,147046;0,8624489;-0,6303542;-0,3113168;-0,781261;0,5738556;0,7911518;0,4176695;-0,1653198;0,001457572;0,2322439;-0,4575411;0,199401;0,4874983;-0,5324996;-0,8177245;-0,654604;-0,6200538;-0,1398414;0,3715124;0,1859413;-0,6169717;0,3982708;0,1196743
9|RandomParents|0,03093045|0,6528456;0,9762857;0,9782557;-0,5191464;0,2950847;-0,510129;0,2067643;-0,9535713;0,9458501;-0,2968901;0,07307684;-0,007745147;0,1797711;0,5779369;-0,4345344;-0,6589453;0,06892502;0,2403911;-0,5775249;-0,3286406;0,2717399;-0,4528631;-0,417627;-0,7838864;0,5814567;-0,4478551;0,1860739;-0,7516387;-0,01240909
10|TOP2|0,03070235|-0,2653345;-0,4490961;-0,368651;-0,4626912;0,8436551;-0,05714238;-0,8011665;-0,6888862;0,5733001;-0,1273648;0,759762;-0,9583223;-0,7619286;0,220874;0,1284899;0,2233859;-0,5138192;0,56073;-0,2967385;-0,02422678;-0,05163038;-0,06225383;-0,6445367;-0,8189907;-0,953052;0,2524523;0,3572502;0,9889114;0,1650435
11|TOP2|0,03047081|0,03823197;-0,638371;0,1069697;0,7490075;-0,3285979;-0,6186528;0,3419997;0,5769992;0,9797525;0,9153106;-0,07413161;0,3605642;-0,5418603;-0,9283786;0,3375249;0,1832074;0,7847955;-0,08124435;0,4058945;0,5548427;-0,09390032;-0,9749355;0,4948988;-0,2573441;0,9444978;-0,6964436;0,2602615;-0,2257468;0,04628646
12|TotallyRandom|0,02532802|-0,9863281;0,9692993;0,1130182;-0,728224;-0,8431048;0,4002423;0,8953071;-0,7479248;-0,2021068;-0,4421893;-0,6058645;0,05358517;0,7727401;0,4356675;-0,3324984;-0,6307189;0,6192534;0,6283123;-0,820961;0,7212796;-0,5418327;-0,9874051;0,5447297;-0,7435935;-0,5897672;0,2561626;0,7482226;0,8336728;-0,1873335
13|TOP2|0,0253269|0,2597639;0,4628768;-0,1774057;0,1695544;-0,3948585;0,1733853;-0,7289617;-0,6910737;-0,771183;-0,7365456;-0,3013908;0,986011;0,09183252;-0,300464;-0,8288734;-0,9229331;-0,507993;-0,5385818;-0,6108057;0,847168;-0,3587281;-0,9039721;-0,2536114;-0,433875;0,3272612;0,1096426;0,09669697;-0,8954329;0,220548
14|TOP2|0,02528441|0,6209333;-0,4190153;0,3686385;-0,4284803;-0,6673415;-0,4584819;0,9857173;-0,5952163;-0,4547623;0,3027851;-0,03486359;-0,6753352;-0,8134532;0,6644564;0,6811674;-0,9814134;0,5855846;0,855422;-0,3345922;-0,4832958;0,7881675;0,6783121;0,5982156;0,6720936;0,3264589;-0,2467865;0,3252372;-0,9225702;0,566678
15|TOP2|0,02152939|-0,7984526;0,7678032;-0,8878965;-0,9071274;0,8602941;-0,4113766;0,8643961;0,7950854;0,7944484;-0,3183399;-0,07185328;0,4595854;0,7125883;-0,6722698;0,7739379;0,9946728;0,921968;0,6086566;-0,1241101;-0,1305953;0,795696;0,7995768;-0,6168761;0,8387058;0,05551112;-0,3693994;-0,734823;0,2552747;0,3044975
16|TOP2|0,02149869|-0,6603458;0,352025;0,5682588;-0,08979309;-0,9884517;0,9145989;0,04499471;0,4362361;0,7841258;0,8167109;-0,1859132;-0,984978;0,8405616;0,04480612;0,4428549;0,08895624;0,9808576;0,328058;-0,3794252;0,2029077;0,6576731;0,7320669;-0,6265841;0,1468903;0,7859104;-0,8617604;0,263262;-0,05291331;0,3980663
17|TOP2|0,02144337|-0,997777;-0,8524754;-0,1124824;-0,9593468;0,2406539;0,9957078;-0,7998874;0,1181146;-0,5010371;-0,7108605;-0,4110781;0,9951851;-0,8643482;0,9021618;-0,1311184;-0,3549551;-0,1609129;-0,3718294;-0,5996842;0,8270915;-0,7088163;0,3491678;0,08672082;-0,02754271;0,01759875;-0,400355;0,3229308;0,2632024;0,4119811
18|TOP2|0,0214371|0,6467555;-0,02484858;0,3608813;0,643955;0,3210985;-0,915678;-0,9631302;-0,6150229;0,7348976;-0,5853062;0,3511648;-0,4063557;-0,2431875;0,61166;-0,4985355;-0,3775934;0,2521116;0,06654775;0,1247958;0,1679076;-0,7451489;0,9306328;-0,3558666;-0,8420737;-0,5178218;0,8514085;-0,1446062;0,5133543;-0,4854873
19|TOP2|0,01700935|-0,1431943;-0,6661861;-0,4403082;-0,3698617;0,09738719;0,9922631;-0,03018558;0,1248893;0,0420655;0,03376424;-0,5958688;0,2414659;-0,3957042;-0,7982748;0,7206755;-0,2043606;-0,9495401;0,5197041;-0,6040847;-0,885854;0,2615778;-0,215391;0,3445053;0,9062388;-0,9751077;-0,3492094;0,9634619;0,3094895;0,07816589
20|TOP2|0,01700611|0,1391712;-0,05540025;0,313972;0,1297816;-0,8001482;0,1808678;0,3045516;-0,3251182;-0,05079401;0,6071243;-0,9986966;0,8452532;0,8822465;-0,1197661;0,3162095;0,06492579;-0,4130756;0,7779968;-0,6277428;0,09211266;0,1459562;0,8386841;0,2688191;0,391675;0,8517468;0,4819936;0,2848329;-0,4314135;0,001422286
21|TOP2|0,01695644|-0,8873768;-0,1021761;0,6962979;-0,363866;0,1942874;0,6668329;-0,4557794;-0,7255127;0,8203647;0,884973;0,07445514;-0,6850629;0,1308936;-0,4270285;0,9738636;-0,9190111;-0,5917685;0,9050264;-0,3532151;-0,5658045;0,585516;-0,6079109;0,2094678;0,5258043;-0,423308;0,5045047;0,6556702;0,3435962;0,3810842
22|TOP2|0,01690749|-0,8736112;0,1082484;0,6909144;0,04713547;-0,5434446;-0,9748881;0,7714779;0,8604388;0,817373;0,5543795;0,8193171;-0,2010897;-0,7221537;-0,2390856;-0,5341234;0,8896742;0,1845435;-0,4167975;-0,08314574;0,679424;0,4240625;-0,4814626;-0,8340828;0,1421322;0,8236144;0,4664011;0,8985906;-0,1182872;0,1338438
23|TOP2|0,01657821|-0,7758741;0,9275792;0,4519083;0,6289763;0,8106661;-0,03373444;0,9198117;0,03746092;0,7423701;-0,483493;0,8334184;-0,9293048;0,8273745;-0,5473456;-0,6528986;0,3165896;0,1570574;0,6170495;0,6402225;0,1873814;0,6168017;-0,2655669;0,5057659;0,1196193;0,436562;0,7395968;-0,6989796;-0,3564376;0,6653967
24|TOP2|0,01630287|0,34993;0,4878325;0,7772293;-0,90889;0,05155885;0,196504;-0,9530406;0,7537067;-0,5748291;0,6372402;0,1273698;0,6885872;0,7673757;-0,9952734;0,61798;-0,6590767;0,9849956;-0,3093029;-0,06240284;-0,1973442;0,4996864;0,1767825;0,3476648;-0,1627487;0,5704737;-0,8269653;0,3622114;-0,1966845;0,3217754
25|TOP2|0,01412877|-0,2984596;-0,8513629;0,9949598;-0,0268153;-0,1649019;0,05172765;0,420577;0,9465542;0,1844715;0,7928681;0,5867321;0,7732394;-0,8370049;0,8260915;-0,336018;0,3551504;0,2023443;0,840791;-0,8253143;-0,04887927;0,5514975;-0,2060546;-0,8264177;0,461899;-0,3183964;0,1832198;-0,9228888;-0,1795708;0,8817561
26|TOP2|0,01412281|-0,7067814;-0,2999393;-0,0287751;0,459435;-0,1049153;-0,1301597;0,39081;-0,5511322;-0,06534684;0,7446954;-0,6244969;0,05707681;0,3490262;-0,2694122;0,9982777;0,8477466;-0,007843137;-0,3548378;-0,3119153;-0,9472511;-0,908752;-0,475773;0,9420817;-0,3122202;-0,8985188;-0,09913433;0,2293402;0,9790595;0,4083934
27|TOP2|0,01400962|-0,9580808;-0,2268764;0,5214684;-0,3740495;0,971802;-0,4913832;0,5203202;0,07551062;-0,01167119;0,4602813;-0,8688123;-0,1708704;0,4308235;0,662075;-0,2641121;0,2272099;-0,1772851;-0,1598719;-0,7059255;-0,5300593;0,4418981;0,389935;0,2697572;0,4533364;0,7438734;0,1306378;0,04236257;-0,9968634;0,7053506
28|TOP2|0,01386632|0,6041474;-0,9911034;0,8437154;-0,122274;0,7258613;0,746639;-0,921886;-0,9789872;-0,7470906;0,128378;0,9224122;-0,03862107;-0,7890711;0,4855308;-0,3624097;0,1293386;-0,6503844;0,6198282;0,952086;0,3106031;-0,0345546;0,1163069;-0,08371842;0,6028714;-0,4482781;0,05314934;-0,7172382;0,7636857;0,2018915
29|TotallyRandom|0,01356624|-0,4263309;-0,8406339;0,2398292;0,1003777;0,3944897;-0,7624245;-0,5911255;0,7198405;0,8808706;-0,2193521;-0,6814346;0,1342815;0,05765021;-0,8485932;-0,869838;-0,1485175;0,3677213;0,4607436;0,140195;0,1617404;-0,09481561;-0,71912;-0,8741779;-0,1588506;0,4192125;0,7085955;-0,6234565;0,8592148;0,7302418
30|TOP2|0,01346136|0,8172741;-0,6900957;0,8113332;0,5169892;0,5070162;-0,887619;-0,8100133;-0,5181532;-0,4009508;0,8435404;-0,6650598;-0,9366608;-0,4240531;0,4114647;-0,4208418;0,4095523;0,3740358;0,9172237;0,2241436;0,2622673;0,1177799;0,3564751;0,09961307;0,3046732;-0,4449426;-0,387309;0,1053663;0,6561706;-0,3848416
31|TOP2|0,01336252|0,5196552;0,9214418;-0,9281423;-0,6173768;0,7098007;0,3904216;-0,3923882;-0,7887464;0,3311505;-0,9268813;-0,8258972;-0,965122;-0,883708;-0,2466537;0,2130409;0,354985;-0,7514584;0,8824718;-0,5246649;-0,5177588;-0,8663859;-0,264516;0,4853522;0,7000721;-0,7896714;0,7866731;0,2547316;0,6500945;0,1903163
32|TOP2|0,01301017|0,6310475;-0,8461995;-0,2164272;0,6263833;-0,7624121;0,06973326;0,2323908;-0,292986;0,6694353;0,05247319;0,2624361;0,6217687;0,1876773;-0,2028323;0,3245129;0,1004308;-0,6909392;-0,4214908;0,9440079;-0,991236;-0,5726099;-0,3872386;0,4106211;-0,6908967;-0,2898337;-0,6345253;0,094437;-0,441486;0,8253219
33|TOP2|0,0124657|0,6274736;-0,4905659;0,7060552;-0,2808095;-0,3102885;0,5654669;0,4108753;-0,2306973;-0,1553687;0,5559661;0,4587583;0,6189847;0,2055036;-0,1258827;-0,3076802;0,6681051;-0,6494827;-0,3094684;-0,6046891;0,9170198;0,1897467;0,9502513;-0,7046478;-0,2993656;0,1074132;0,9855413;0,985023;-0,7611015;0,08254182
34|TOP2|0,01227457|-0,1922656;0,5516942;-0,6285548;-0,7505097;-0,9494472;0,4649336;-0,4601568;-0,6020622;0,5593729;-0,5457494;0,2671685;-0,7263072;0,8629627;-0,6296835;-0,8677652;0,563457;-0,4758106;-0,02969468;0,1869763;-0,1164323;0,6370935;-0,3155099;-0,6636536;0,8548043;0,3827893;-0,3790373;0,07542455;0,6650584;0,2969417
35|TOP2|0,01212959|0,8001683;-0,5102127;-0,9673879;0,9139631;-0,927088;-0,2743329;0,3146448;-0,4273828;0,04779851;0,3121366;-0,4123999;0,1356105;0,5985446;0,02141011;0,6841378;-0,189171;-0,5507681;-0,3212312;-0,2738811;-0,4929289;-0,1299537;0,7164264;0,2818753;-0,5561178;0,2637965;0,3823683;0,04168046;-0,9176183;0,8767617
36|RandomParents|0,01203569|0,1677142;0,4952039;0,7839773;-0,1856822;-0,4905533;-0,611171;0,6973906;-0,4415814;-0,8095183;0,5131621;0,04340136;-0,1653434;-0,9776018;0,5660381;-0,09029448;-0,4096733;-0,7741225;-0,8250594;0,3597598;0,1345268;-0,3136166;0,8788776;0,4431648;0,5741267;-0,5619586;0,5701404;0,580492;-0,7519014;0,882395
37|TotallyRandom|0,01186273|-0,009961009;-0,5434694;0,8455341;-0,6765351;-0,2921554;0,1311933;-0,5403519;0,3753054;0,962743;0,841042;0,3384492;0,9852719;0,7294803;0,3282392;-0,9434137;-0,1494464;-0,9858565;0,7636569;-0,1409746;0,7034006;-0,3106431;0,8856723;0,7338073;0,3135407;-0,9163496;0,9437194;-0,263909;0,4745855;0,4921283
38|TOP2|0,01181865|-0,6069164;0,08496249;0,9492488;-0,1715025;-0,4038554;-0,2710868;-0,6125667;-0,6607156;-0,1307396;0,8683269;-0,1685091;0,157775;-0,8405631;-0,2611111;-0,1359452;-0,8513274;-0,8911943;0,5099964;-0,6457748;0,2884209;-0,507534;0,8697164;0,7846885;0,1590141;0,2107664;0,3032005;0,1724654;0,5000069;0,8263419
39|TOP2|0,01127799|-0,05142796;0,1101333;-0,7057562;0,6232204;0,8276727;-0,2143272;0,5656953;-0,9697559;-0,3015381;-0,3647944;-0,009661794;-0,1260048;-0,9084082;0,1445347;0,008532166;-0,2259449;0,3248632;0,2425081;0,3664076;0,3500256;0,7281034;-0,5282786;0,2196051;0,7177801;0,5933945;-0,102029;0,05784953;0,8578782;0,5469959
40|TOP2|0,01094945|0,1299518;0,1574703;-0,2564079;0,2742774;0,2980976;-0,5070775;0,9197247;0,3986036;-0,8759971;-0,07352769;0,7260201;-0,2526132;0,352313;-0,9753876;-0,4792069;0,9622798;0,8468928;-0,7590585;0,7979009;-0,04346287;-0,573952;-0,519789;0,3855083;0,9526095;-0,5620489;0,5259743;-0,7073717;-0,6002898;8,785725E-05
41|TOP2|0,01081211|-0,706861;0,9265463;-0,7821808;0,4088397;0,2531228;-0,6558595;0,627049;-0,8153064;0,5279176;-0,5960357;-0,1604062;-0,268499;-0,5804639;0,6709754;0,1875983;-0,5103972;0,9842107;0,8971286;-0,7178812;0,3491144;0,8398745;-0,043064;0,6023374;-0,4267112;0,9203713;0,8568003;0,3264861;-0,4087621;0,9543829
42|TotallyRandom|0,01075499|-0,9367924;-0,3194188;0,7249334;-0,3716012;-0,6145711;-0,1046067;0,6843519;0,714186;-0,2178522;0,1014704;0,5974574;0,5939326;-0,3806931;0,3447475;0,1461915;-0,3211533;0,2129468;-0,1437262;-0,6378479;-0,01244581;-0,2849647;0,9185717;0,9293399;-0,7441573;0,336328;0,4470224;-0,8317013;0,7362015;-0,5193348
43|TOP2|0,01033913|0,8419409;0,6733484;-0,2918979;-0,3059937;-0,3175215;-0,4467512;0,1617759;-0,2537638;-0,9630837;0,7521279;-0,9628067;0,06835401;0,1422602;-0,01342809;-0,2214204;-0,5499074;-0,06296766;0,3144917;0,4637317;0,07919228;-0,8613977;0,2969885;-0,5916448;-0,5561562;-0,8795919;-0,3326825;0,1166967;0,9247792;-0,5903203
44|RandomParents|0,01028417|0,7837694;0,09064162;-0,897681;0,01289093;0,826791;0,6637831;0,6023369;0,6371779;-0,3743125;0,1811584;0,237826;-0,9543006;0,3600776;0,03315628;-0,8214746;-0,938976;-0,1276597;0,339633;0,6548185;-0,6385958;-0,2072743;0,1330343;0,3264191;-0,8979967;-0,2533726;-0,1283194;-0,1596881;0,6495686;-0,9100325
45|TOP2|0,01027864|0,3684401;-0,4599727;0,007649064;0,5807192;0,9912765;-0,9749091;-0,9841721;0,7098839;-0,2489251;0,2573304;0,306787;-0,4286;0,6006744;0,9898834;0,9078276;0,3700025;0,9810913;0,5584397;0,516566;0,7886357;-0,698096;-0,1906902;-0,9689722;0,1833326;-0,7867756;0,9457717;-0,212423;-0,8179958;-0,8297207
46|RandomParents|0,009918666|0,4193361;-0,4855789;-0,7441192;0,4773044;0,05487716;0,1676573;-0,05222809;-0,2886757;-0,8809738;-0,6168785;-0,9477627;-0,6255319;-0,4986829;0,6441255;-0,4677068;0,8430076;-0,344848;-0,09810889;-0,9228053;0,8013144;-0,7813869;0,3683889;0,9003754;0,8764122;-0,378554;0,07261121;-0,3260976;-0,7624371;-0,1381942
47|TOP2|0,009854622|0,742841;0,6344385;0,6509933;0,7448807;-0,7156575;-0,9588599;0,5445359;0,7680998;-0,1668829;0,02617347;0,7786899;-0,7066109;-0,7560167;-0,5453842;-0,8370757;-0,2856196;0,4523234;-0,2970241;-0,3744942;0,2739858;0,9399247;0,03194416;0,6979928;-0,4127079;-0,3135556;0,03068507;0,2421514;-0,7647278;-0,9666159
48|TotallyRandom|0,00862706|-0,5344412;-0,5048804;0,07837212;0,8046482;0,4034939;-0,3978263;0,9871364;0,5783966;0,7808828;0,6097765;0,461936;0,1445452;-0,9798913;0,2955651;0,1629733;0,2912867;-0,4959801;0,8710542;0,4895112;-0,03880346;0,4364121;0,979382;0,1612855;-0,4337264;0,3162036;-0,8948171;0,8047469;-0,5223505;-0,8764322
49|TOP2|0,008322366|-0,8031085;-0,4702154;-0,5258234;-0,8741777;-0,724468;-0,7217872;0,5061159;-0,8802924;-0,4564098;-0,6403565;0,5273755;-0,08086836;-0,9892478;-0,08047998;-0,7520452;-0,6355281;-0,6474059;-0,6392281;0,7851694;-0,843102;0,1460873;0,6037805;0,9411
