Generation: 9 | maxFitness: 0,3362008 | maxFitnessGen: 0,3279507 | maxFitnessGenBuf: 0,316058
N TotallyRandom: 1 | N RandomParents: 80 | N Top2: 0 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|RandomParents|0,316058|-0,6360083;-1,602261;4,503757;2,823075;-1,258045;-1,856515;1,589106;2,248344;3,223995;-4,751732;3,063538;-0,5182724;-4,923826;-2,400655;0,5373912;-1,539915;3,640785;-3,13887;-1,033949;3,082017;0,3700752;-2,893398;1,673137;2,866001;-2,282477;2,093424;3,254879;-1,620275;-3,870566
1|RandomParents|0,2782265|-0,5229896;-0,8566475;4,659027;3,515413;-1,258045;-0,9063914;1,634218;1,687922;4,296485;-4,232787;2,878916;0,08742312;-4,244694;-2,668328;0,9446089;-0,5358438;4,986413;-3,268347;-0,9279901;3,50327;1,025795;-1,641525;0,8785241;2,970367;-3,697085;1,988171;3,218984;-1,699571;-4,052604
2|RandomParents|0,2585091|-0,6341932;-1,602261;4,692303;2,823075;-0,8852752;-1,961086;1,72697;2,60922;3,2785;-5,101327;3,063538;-0,5182724;-4,674278;-2,400655;0,5373912;-2,038512;3,640785;-3,254478;-1,033949;2,91134;0,3700752;-2,893398;1,79749;3,217463;-2,282477;2,126703;2,975558;-1,620275;-3,985698
3|RandomParents|0,2278216|0,1750634;-1,522822;5,270184;3,522181;-1,697435;-1,15586;2,349364;1,14112;3,764614;-4,117162;3,969763;-0,09229544;-4,420043;-1,637843;0,9130691;-0,9039778;4,568934;-3,521544;-0,6807304;3,535653;-0,04184538;-2,036944;1,306111;4,003611;-2,620393;2,028371;3,092871;-2,083159;-4,236605
4|RandomParents|0,2252612|-1,627136;-1,597392;4,71198;3,814156;-1,350875;-0,9624351;1,857239;1,80742;3,996537;-4,28673;3,422693;-0,7445418;-4,369902;-2,317699;0,6551103;-2,63849;3,823225;-2,197637;-1,091826;2,974082;0,7531527;-1,812402;0,4766179;4,126497;-2,949161;2,49624;2,549282;-1,870783;-3,335185
5|RandomParents|0,1851994|-0,3505791;-1,522822;4,739516;3,672457;-1,852327;-1,54531;1,702291;1,471694;4,155459;-4,107742;4,455321;0,02882126;-4,831689;-2,099095;0,5939957;-1,333631;3,983036;-3,866351;-0,5627187;3,471036;0,6474463;-2,150581;1,52811;3,796826;-3,095666;2,568755;3,056916;-2,695703;-4,163572
6|RandomParents|0,1801753|-0,3505791;-1,522822;4,739516;3,450072;-2,142914;-1,789572;1,702291;1,675047;4,155459;-3,909367;4,025806;0,02882126;-4,747994;-1,887668;0,4899113;-1,656694;4,067408;-3,824284;-0,2474136;3,736219;0,8664614;-1,880197;1,024225;4,191498;-2,874002;2,658486;2,772737;-2,542372;-4,296156
7|RandomParents|0,1573047|-1,04894;-1,845499;5,340582;2,769777;0,1094066;-1,097877;1,356517;2,069334;2,099055;-5,121315;3,977765;-0,6468056;-4,926446;-3,657894;0,9325408;-1,501272;2,83442;-4,267604;-1,187503;2,781308;1,00798;-3,008419;1,197899;2,121813;-2,445941;2,241694;3,329755;-1,458577;-3,068443
8|RandomParents|0,1506841|-0,6715016;1,540589;3,900955;-3,227718;3,686398;1,069288;0,001428224;-5,945639;4,552246;-2,738759;2,52455;-2,915537;-0,01174015;-3,778082;3,476448;1,15116;1,839401;-1,795152;-0,4459893;-1,25141;2,271025;4,151118;-1,380076;-0,6068835;-2,951201;2,367995;-4,071851;-5,226484;-0,8865846
9|RandomParents|0,1113463|-1,943506;4,741659;-3,40419;1,513841;-2,590052;2,641512;1,391037;-3,47819;2,447816;-0,7687807;1,112675;-2,38085;-5,097256;2,465695;-0,01267478;-3,277493;-3,17127;-0,2208341;0,2196477;-0,2554876;3,273069;-1,282435;0,7205782;2,608044;-2,009291;-2,592255;4,130731;4,211308;-4,481761
10|RandomParents|0,1110002|-3,525653;2,302026;-2,13789;-3,920706;-0,9350141;3,727621;1,417523;1,070992;-1,121218;-2,87811;2,413701;2,060412;1,706856;4,912721;1,758135;-1,394578;2,405987;-1,966099;1,587404;-2,918759;-2,793302;-4,046082;0,5573432;-0,6422706;0,765239;3,790725;-2,372582;2,510422;-4,793131
11|RandomParents|0,09347057|-3,716096;-2,71742;4,550452;3,172786;4,474966;-0,08636427;-1,44768;-1,044865;-3,57862;-4,316001;1,231272;2,354711;0,05268764;-0,4475446;1,04474;-4,101653;3,21505;-2,384517;-0,377223;-2,880897;-3,529824;-0,4971771;-2,287802;-0,1995463;3,216882;-3,452487;-2,986221;2,132246;-0,2611117
12|RandomParents|0,0925989|-1,04894;-1,673963;5,877894;3,146758;-0,03096798;-1,727325;1,913356;1,835369;2,63118;-5,014568;3,269657;-0,6468056;-4,434836;-3,25058;0,9325408;-1,501272;3,537429;-3,703739;-0,6416374;2,663086;0,8902904;-2,731524;0,8179965;2,393313;-2,317433;1,877072;2,466485;-2,056556;-3,06794
13|RandomParents|0,08946241|-0,7887613;-0,6279421;5,55406;3,266327;-1,557301;-1,612394;1,597911;1,9812;2,967063;-4,489553;2,46165;0,2014571;-4,540149;-1,754059;0,3757826;-1,98556;4,614139;-3,734067;-0,8634297;3,955484;0,5138562;-2,707706;1,682366;3,847311;-3,251669;2,029357;2,470088;-1,683781;-4,120549
14|RandomParents|0,08637002|-0,8732809;-1,087233;4,794711;3,079709;-1,557301;-1,759254;1,970064;1,959287;2,654269;-4,363605;2,067414;0,2014571;-4,540149;-2,055169;0,5548694;-1,977221;4,885125;-3,009087;-0,5306752;3,27768;0,06902835;-2,707706;1,684361;4,118191;-3,305455;2,483666;2,903306;-2,265813;-4,661616
15|RandomParents|0,08350045|-1,459402;4,433585;-3,837641;0,5107213;-1,336317;2,727385;1,657308;-3,900076;3,398556;-1,37753;1,651445;-2,64147;-4,144941;2,984585;0,365877;-3,300141;-2,920131;0,1484412;-0,06917584;0,3092849;4,126966;-0,5871301;-0,1877708;2,92821;-2,003901;-2,47222;3,889012;4,023093;-4,525425
16|RandomParents|0,08131908|-0,6715016;1,157995;3,900955;-3,227718;3,686398;1,309281;0,001428224;-5,424678;4,131152;-2,738759;2,344548;-2,915537;-0,3598924;-3,886801;3,602351;0,4523428;1,567495;-1,916311;-0,6746922;-1,25141;1,890385;3,794204;-1,380076;-0,4750465;-3,14574;2,332256;-4,071851;-4,837214;-1,313035
17|RandomParents|0,08124468|-1,313671;2,245373;2,683433;-2,874011;3,778503;0,1856415;-0,666353;-5,067486;3,297656;-1,763611;3,24037;-2,171051;-1,004149;-3,814405;3,652763;-0,4929119;2,407464;-2,175159;-0,196;-0,622211;2,863594;4,314874;-1,021091;-0,1586285;-2,523117;2,203852;-4,331884;-3,684221;-1,475719
18|RandomParents|0,07823666|-0,1363493;1,274374;4,336851;-2,521049;2,909245;1,015397;-0,0835577;-5,862227;4,15488;-2,123883;2,930511;-3,697451;-0,1720474;-4,146744;3,33312;1,020608;1,43351;-1,462137;-0,2914478;-1,08398;2,669943;4,866792;-1,205182;-1,041655;-2,815063;2,477861;-3,793493;-4,926145;-1,05533
19|RandomParents|0,0432043|-4,368234;3,914347;2,309378;4,792107;-1,564366;5,473477;-3,349078;-0,6599092;0,9864832;-3,218049;-1,337578;3,426753;2,337147;-3,895289;-2,212035;-2,708358;-2,935458;-2,671526;-1,6818;-4,580089;0,9327892;0,65738;-1,401241;3,23961;5,454151;-3,983176;0,4418221;-4,532005;0,2397361
20|RandomParents|0,04289518|-4,975878;4,232244;2,908548;4,872226;-2,122417;5,115647;-3,236639;-0,9797494;1,013271;-3,584027;-1,989221;3,502834;2,686842;-2,598653;-1,100917;-2,366091;-3,68592;-2,023304;-1,971048;-4,346545;1,181468;0,5799158;-1,521018;3,093729;4,76577;-3,904059;0,9518026;-4,932948;-0,3627592
21|RandomParents|0,03501865|-0,9024369;-1,200013;4,562033;3,201954;-1,577507;-0,4915586;2,500446;1,996083;3,715908;-3,578083;3,637421;-0,3719667;-5,325978;-2,231888;0,7841437;-1,091059;5,186552;-3,268347;-0,4020669;3,570953;0,2887435;-1,639215;0,9400976;3,44558;-3,578994;2,065027;3,465112;-2,173166;-3,870566
22|RandomParents|0,02702656|-2,545918;-0,2626139;-5,037915;0,03718588;0,1427672;3,418015;-3,415187;2,894327;0,8672373;-0,1074216;-3,037805;2,470473;-3,65549;-0,03503636;2,024446;-3,007735;-0,008759722;-3,365205;-4,046567;2,884857;-1,707417;1,144629;1,452719;3,309828;3,793819;3,548513;-2,847822;-4,200294;-1,841051
23|RandomParents|0,02629918|-1,092989;-1,045913;4,601685;3,124509;-1,858649;-1,069466;1,211853;2,265768;4,653826;-4,505731;4,100094;0,03518018;-4,650988;-1,939539;1,392896;-1,723695;4,400013;-2,121372;-0,2804879;3,368151;0,3243296;-1,729079;0,6693202;2,995594;-2,401137;2,955935;3,104437;-1,972758;-4,220246
24|RandomParents|0,02572885|-2,060846;-0,2626139;-4,600204;0,3231673;0,1427672;3,702162;-2,931191;2,859068;0,6692628;0,09136536;-3,037805;2,470473;-4,038232;-0,03503636;2,024446;-3,007735;-0,008759722;-3,159138;-4,074841;2,878522;-1,535013;1,525206;1,434536;3,309828;3,963669;3,940192;-2,586252;-4,4014;-1,841051
25|RandomParents|0,02304774|-4,677467;3,730037;2,604513;4,399867;-1,564366;5,06255;-3,440347;-0,4886203;1,777268;-3,218049;-1,803396;3,416156;2,784326;-3,895289;-2,128712;-2,708358;-2,783244;-3,134838;-2,14437;-4,276481;0,9327892;0,8462964;-1,401241;2,948661;5,454151;-3,983176;0,6680701;-4,46287;0,2397361
