Generation: 13 | maxFitness: 0,3658777 | maxFitnessGen: 0,3658777 | maxFitnessGenBuf: 0,3372563
N TotallyRandom: 1 | N RandomParents: 80 | N Top2: 0 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|RandomParents|0,3372563|-0,5715111;-1,601036;4,765531;3,081791;-1,258045;-2,085351;1,589106;1,827046;2,94544;-4,476135;3,063538;-0,04289064;-5,067111;-2,400655;0,9159769;-0,9886745;4,107222;-2,945274;-1,337028;2,676026;0,01574203;-2,963108;1,673137;2,739265;-2,016036;2,337663;2,904597;-1,949001;-3,694579
1|RandomParents|0,3273609|-0,5715111;-1,867161;4,504252;3,081791;-1,258045;-2,291615;1,589106;1,448358;3,211277;-4,33683;3,063538;-0,3558899;-5,067111;-2,400655;0,9159769;-0,9886745;3,631916;-2,945274;-1,406708;2,582763;0,01574203;-2,963108;1,673137;2,866001;-2,016036;2,337663;3,033915;-1,949001;-3,50925
2|RandomParents|0,296309|-0,2998424;-2,038136;5,287425;2,323064;-0,7201352;-1,535909;1,570074;2,100593;2,459616;-4,51625;2,840284;-0,2715758;-4,778082;-2,264912;0,1324021;-1,699595;4,44004;-2,953346;-0,966031;3,082017;0,3700752;-2,796086;1,958957;1,93668;-2,282477;1,690709;3,711412;-1,620275;-4,17495
3|RandomParents|0,2944078|-1,65586;-0,5882846;4,912896;3,419771;-1,193289;-1,139028;1,403634;1,925347;4,045256;-4,79544;3,267583;0,02288058;-4,683413;-2,295356;0,4649767;-0,7746739;4,003438;-4,267147;-0,9279901;3,826392;0,4826328;-1,718308;0,6081128;3,067689;-4,069901;2,192389;2,78042;-1,276377;-4,181061
4|RandomParents|0,2856758|-1,677749;-1,460192;6,159176;3,233429;0,6551461;-1,026901;1,072881;2,208882;1,429536;-5,050934;3,541061;-0,7823179;-4,493513;-2,846638;0,9325408;-1,63049;2,267841;-4,395059;-1,170765;2,436843;0,8261318;-2,388375;0,910045;1,995302;-2,848894;2,909241;3,145315;-1,182125;-2,857146
5|RandomParents|0,280428|-0,3732041;-2,266355;4,842201;1,414811;-0,35854;-2,025618;1,08763;2,294628;3,190373;-4,51625;2,631408;-0,702879;-5,021222;-1,957405;0,1324021;-1,699595;3,239647;-3,839008;-0,8642057;2,839971;0,3700752;-3,352487;1,698171;2,368063;-2,282477;2,174426;3,407508;-1,620275;-5,028712
6|RandomParents|0,2753749|0,1589029;-1,997382;5,187201;3,810938;-2,05347;-1,547819;1,954491;1,243224;2,973748;-3,909367;3,312407;-0,09192738;-4,177837;-2,145092;0,88634;-2,719038;4,380204;-3,181375;0,1694448;3,317989;0,8664614;-1,290546;0,318742;3,762743;-3,399283;2,459365;3,065068;-2,337988;-4,259471
7|RandomParents|0,2667223|-1,611979;-1,531564;5,789624;2,771081;0,6042424;-1,564544;1,018322;1,713668;2,291721;-5,213138;3,419899;-0,6412078;-4,926446;-2,857218;0,8493505;-1,430613;2,560207;-4,395059;-1,343704;2,436843;0,4023008;-2,845627;0,6029806;1,851192;-2,359757;2,417248;3,215188;-1,538375;-2,667793
8|RandomParents|0,2637685|-0,201957;-1,662264;4,782792;1,886952;-0,5829977;-1,887544;1,231155;2,293676;3,223995;-4,51625;2,454049;-0,8005062;-5,09552;-1,957405;0,1324021;-2,171718;3,713092;-3,507284;-1,052289;3,082017;0,2352928;-3,178906;1,60689;2,358764;-2,282477;1,875806;3,254879;-1,620275;-4,463851
9|RandomParents|0,2580606|-1,131294;-1,859293;4,209833;2,842942;-1,258045;-1,536534;2,072703;2,167125;3,142319;-4,865725;2,569386;-0,4861358;-4,771555;-2,794933;0,14169;-1,057075;4,112698;-3,317433;-1,033949;2,409304;0,6143824;-3,288679;1,755171;2,470624;-2,683806;1,85151;3,980958;-2,00209;-3,870566
10|RandomParents|0,251431|-0,8535962;-1,21725;5,035621;3,050286;-0,7073574;-2,33124;1,339379;1,757734;3,959291;-4,988175;2,865074;-0,5188332;-5,337564;-2,445946;0,7749843;-1,166713;4,380434;-2,79855;-1,063829;3,897712;0,3700752;-2,893398;2,06608;3,17393;-2,282477;2,093424;3,254879;-1,644913;-3,992989
11|RandomParents|0,2426878|-1,830076;-0,8566475;4,835601;3,968762;-1,860836;-1,376691;1,230514;1,687922;4,542711;-4,807429;3,182731;-0,2110299;-4,683413;-2,83164;0,4649767;-0,5348381;4,442104;-4,068169;-0,9279901;3,826392;0,4826328;-1,423151;0,396394;3,113605;-4,069901;1,92001;2,78042;-1,467791;-4,575783
12|RandomParents|0,2401859|-0,4807839;-1,657672;4,169153;3,081791;-0,9755652;-2,291615;1,589106;1,448358;3,53303;-3,849285;3,063538;-0,5425884;-5,545808;-2,400655;1,31971;-1,388696;3,631916;-2,945274;-1,470966;2,582763;0,01574203;-3,081851;1,853311;2,866001;-2,051732;2,337663;3,255883;-1,92415;-3,485069
13|RandomParents|0,2380498|-0,3674501;-1,514621;4,084105;3,317331;-0,766876;-1,848051;1,93038;1,911172;3,223995;-5,134357;3,071012;-0,6632543;-4,705275;-2,400655;0,5702415;-1,688406;3,640785;-3,61185;-0,635062;3,479243;0,2458517;-2,319901;1,673137;2,866001;-2,282477;2,152964;3,168751;-1,620275;-3,879247
14|RandomParents|0,233863|-0,5235544;-1,602261;4,503757;2,917195;-1,258045;-2,087691;1,846928;2,442871;2,817581;-4,751732;3,063538;-0,5182724;-4,615335;-2,375869;1,003272;-1,351658;3,805125;-2,67609;-1,130042;3,193969;0,09709999;-2,685334;1,673137;2,866001;-2,162253;2,197331;3,195868;-1,620275;-3,870566
15|RandomParents|0,2322385|-1,131294;-1,708578;4,503757;2,939958;-1,258045;-1,084524;2,072703;2,369209;3,142319;-4,552685;2,937445;-0,5048753;-4,771555;-2,794933;0,14169;-1,180502;4,112698;-3,317433;-1,033949;2,749517;0,1290686;-2,844189;2,171011;2,470624;-2,683806;1,884405;3,852504;-1,844603;-4,213527
16|RandomParents|0,2311323|-0,2363495;-1,867161;4,516023;2,905334;-1,258045;-2,291615;1,589106;1,448358;3,415444;-4,11508;3,063538;-0,3558899;-5,054158;-2,400655;0,9159769;-1,216975;3,577584;-2,945274;-1,406708;2,994694;-0,03820667;-2,963108;1,735644;2,866001;-1,592372;2,250742;3,034481;-1,914318;-3,080911
17|RandomParents|0,2307637|-0,4054506;-1,415057;4,987232;3,050286;-0,7711565;-2,159412;1,339379;1,751558;3,959291;-5,080523;3,069997;-0,1891717;-5,774503;-2,290125;1,040068;-1,246851;3,955996;-2,443407;-1,326302;3,400771;0,03710124;-2,893398;1,58241;3,17393;-2,282477;2,093424;3,254879;-0,8569356;-3,710859
18|RandomParents|0,2243215|0,7097216;-1,185132;-1,89077;2,836769;-0,7618957;-2,376632;2,436775;0,2476123;-0,4940314;2,120243;-0,04041448;1,567726;-3,873425;-3,915579;4,80537;-1,921119;-4,103436;4,119446;0,4041224;-2,093699;-2,635077;-2,322743;2,681192;3,430396;3,175488;-1,171121;-1,445453;0,641303;-2,225174
19|RandomParents|0,2226622|-0,1646801;-1,829687;4,782792;2,137702;-0,8507338;-1,535909;1,464039;2,695254;3,223995;-4,113786;2,441902;-0,03021795;-5,09552;-1,827121;0,2253107;-2,040593;3,713092;-3,235064;-0,9923159;3,082017;0,5024459;-3,178906;1,963938;2,394084;-2,378644;2,017179;3,254879;-1,620275;-4,803572
20|RandomParents|0,2185683|-1,656081;-1,282549;4,226731;4,050867;-2,198494;-0,9644499;1,961155;1,968731;3,922038;-4,416072;3,37262;-0,3866043;-4,221535;-2,598699;0,3414943;-3,133768;3,325924;-2,581777;-1,187602;2,726104;1,034097;-1,374014;0,496757;4,086808;-2,882052;2,49624;2,094096;-1,78843;-3,935661
21|RandomParents|0,1715959|-1,945712;-0,4411989;5,170743;4,335217;-0,7350162;-1,183902;1,643919;1,435348;3,706436;-3,810022;3,773806;-0,2729;-4,686182;-3,196772;0,9679313;-2,603864;4,372568;-2,497363;-0,6294816;2,974082;0,0838711;-1,868976;0,09770915;3,289061;-3,861815;2,369228;2,549282;-1,937987;-3,619458
22|RandomParents|0,1655328|-1,04894;-1,845499;5,697538;3,297355;0,4155481;-1,750134;1,329431;2,225932;2,099055;-4,833887;3,869844;-0,6566377;-4,566422;-3,840561;1,396656;-0,9693516;3,390726;-5,150556;-1,194543;2,667951;0,7857434;-3,172221;2,117933;2,926637;-2,073161;2,030741;3,274467;-2,000074;-2,859905
23|RandomParents|0,1504225|-1,943019;-0,67862;5,170743;4,254261;-1,094332;-0,9502511;1,824856;1,283678;3,661802;-3,810022;3,767604;-0,2463838;-4,628707;-2,932364;0,9030693;-2,332058;4,372568;-2,580837;-0,9819676;2,825356;0,255226;-2,194351;0,09770915;3,786062;-3,810343;2,369228;2,549282;-1,937987;-3,619458
24|RandomParents|0,1398859|-1,065873;-1,602261;4,503757;3,139804;-1,258045;-2,127007;1,244167;2,158187;2,84669;-4,148334;2,759394;-0,5085432;-4,771555;-3,264657;0,14169;-1,069429;4,48776;-3,17747;-0,848539;3,048151;0,7505537;-3,090807;1,819551;2,548103;-2,282477;1,732636;3,833852;-1,492893;-4,193734
25|RandomParents|0,1331128|-0,985796;1,455763;3,870488;-3,676609;-0,1124557;-1,91086;-3,91539;1,005438;-3,070547;-0,4983931;3,897871;-0,2673585;2,484915;-0,3562743;-1,094579;-4,214811;-1,065581;-1,811823;1,919132;-2,799469;0,6048558;-3,25853;4,216899;3,613683;-0,4553649;-4,202488;-2,132994;-1,985388;1,184604
