Generation: 17 | maxFitness: 0,4117483 | maxFitnessGen: 0,4117483 | maxFitnessGenBuf: 0,2611576
N TotallyRandom: 1 | N RandomParents: 80 | N Top2: 0 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|RandomParents|0,2611576|-0,5715111;-2,084496;4,496639;3,081791;-0,475653;-2,668675;1,589106;1,798347;3,605126;-4,478734;3,598894;0,00146538;-4,866934;-2,542234;0,7833691;-0,5364394;3,755205;-3,414917;-1,611752;2,582763;0,4765123;-3,170974;1,475832;2,386265;-2,096766;2,390792;3,033915;-1,526773;-3,50925
1|RandomParents|0,232484|-0,003935669;-1,154509;5,16419;3,041315;-0,5454961;-2,06799;1,034258;1,285626;4,19133;-5,200218;3,069997;0,3663088;-5,774503;-2,510522;1,702971;-1,246851;4,119365;-2,364874;-0,9871496;3,400771;-0,3139006;-3,834589;1,343386;2,798766;-2,719077;2,085785;3,034491;-2,150324;-2,816818
2|RandomParents|0,2293396|-0,6497742;-1,490738;5,149764;3,066393;-0,1775459;-1,246664;1,441014;2,483131;1,520924;-5,258503;4,127249;-0,5260169;-6,578861;-2,429408;0,3717763;-1,592754;1,898057;-3,897159;-1,459186;2,005065;1,047017;-2,669348;0,7672194;2,188569;-2,414209;2,643642;2,631344;-1,106211;-2,695656
3|RandomParents|0,2115334|-0,908676;-1,541641;5,644947;2,938029;-0,3936599;-2,04355;1,423052;1,932932;4,057151;-5,080523;2,733039;-0,634809;-6,12574;-3,322837;0,7710054;-1,575488;3,314239;-2,197238;-1,00336;3,621708;-0,1370352;-2,470127;1,474479;3,841455;-2,721022;2,262539;3,360087;-1,42743;-3,756874
4|RandomParents|0,1795505|-1,692835;-1,151545;5,159062;3,230428;0,3228727;-0,6947209;1,532923;1,994289;2,13072;-5,15479;3,155362;-1,912673;-5,57139;-2,820737;1,187897;-0,6233823;2,286152;-4,182431;-1,900771;2,198108;0,458173;-3,202921;1,130428;2,189362;-2,474869;2,10383;2,53233;-1,09402;-1,982624
5|RandomParents|0,1679608|-0,962119;-1,417076;5,529445;2,713417;1,407105;-0,6064183;1,46636;1,181112;1,906897;-4,373877;3,679251;-0,4258059;-5,323737;-3,5872;0,777252;-1,047671;3,497727;-5,083574;-1,178586;3,522019;0,9143932;-2,624194;0,9137995;2,092107;-2,073161;2,476528;3,121285;-1,748369;-2,890709
6|RandomParents|0,1338967|3,483854;1,60605;-1,32948;0,5930943;-5,058872;-0,5544;3,03993;-4,501261;5,022564;4,444339;-3,718901;-1,020818;-2,058129;1,187377;-4,76683;1,926616;-0,556591;3,884089;-3,832903;1,800047;-3,53603;-2,209665;4,247917;-3,214382;0,9596901;-1,130602;2,324088;4,034506;3,312767
7|RandomParents|0,1321329|-0,6505585;-1,905323;3,796553;2,543882;-0,5505371;-2,164047;1,441877;0,5772006;3,249923;-3,728684;2,846502;-0,3247436;-5,24039;-3,049203;1,880579;-1,693728;3,409183;-3,009103;-2,11998;2,842822;-0,0008495785;-2,737185;2,417678;2,430373;-1,413964;2,652626;3,636366;-2,083539;-3,448803
8|RandomParents|0,1253675|-0,4794508;-1,704568;5,375831;2,246848;0,2759745;-1,333103;1,785506;2,228855;2,459616;-4,760573;2,866395;-0,8404962;-4,884945;-2,204421;-0,3038259;-1,588493;4,387907;-2,863498;-1,164004;2,951276;-0,04558513;-2,537555;2,11515;2,278157;-2,498713;1,637626;3,444767;-1,168632;-3,562971
9|RandomParents|0,1121472|-0,2377125;-2,363077;5,210368;4,210295;-1,326687;-0,757393;1,225938;1,351241;3,833963;-3,366937;3,858984;0,2712431;-4,562036;-2,685527;1,301014;-2,688081;4,385401;-3,886321;-0,2474136;3,836353;1,318784;-1,526595;1,340743;4,627393;-3,633541;2,641013;2,486115;-3,127146;-4,300335
10|RandomParents|0,1039|-1,290017;-0,9351975;5,637001;2,954163;0,3228727;-0,9887688;1,532923;1,575041;1,71777;-4,992249;3,924654;-1,912673;-5,257183;-2,479687;1,298929;-0,9784982;1,88183;-4,047793;-1,900771;2,526946;0,458173;-3,202921;1,039243;2,189362;-2,396693;1,828601;2,181474;-1,072556;-2,825995
11|RandomParents|0,1026022|-0,07935494;-2,27386;4,687292;3,081791;-0,4115202;-3,147057;1,589106;1,448358;3,605126;-4,739727;3,943518;-0,2113473;-4,460788;-2,999398;0,640602;-1,158842;3,654274;-3,841403;-1,446921;3,024071;0,4958135;-2,740798;1,002478;3,17313;-2,016036;1,867208;3,033915;-1,526773;-3,50925
12|RandomParents|0,0921189|-0,03924111;-2,116376;5,209929;3,722113;-1,363863;-0,8223637;1,500337;1,560402;4,213084;-3,366937;4,342023;0,05271485;-4,562036;-2,685527;1,301014;-2,376263;4,489487;-3,902524;-0,7219114;3,836353;1,318784;-1,341383;1,162639;4,253047;-3,279848;2,448168;2,549434;-3,410104;-4,300335
13|RandomParents|0,0902471|-0,7826185;2,062701;4,382341;-3,733197;0,8195087;-1,833373;-3,379145;0,8699061;-3,363165;-0,05139667;3,98853;0,7485955;1,878131;-0,8265958;-1,0952;-4,458214;-1,445299;-1,527331;2,030551;-2,653732;0,8213068;-3,006855;3,680439;3,751831;-0,7086368;-3,698191;-2,177168;-2,140982;1,587302
14|RandomParents|0,08959117|-0,908676;-1,624921;5,33965;2,737238;-0,4960412;-2,89944;1,524769;2,823087;4,273907;-4,863614;2,341891;-0,2684203;-5,780803;-3,322837;0,9449135;-1,119221;3,314239;-2,000427;-1,474161;3,394567;-0,1370352;-2,428669;1,474479;4,176824;-2,721022;1,719405;3,360087;-1,123964;-3,710859
15|RandomParents|0,08248564|-0,837326;0,6808369;3,957927;-1,704456;2,779691;1,000473;-0,09779882;-6,139565;3,417603;-2,466648;3,435023;-4,400023;0,1073108;-4,751439;3,402238;0,24173;1,16162;-0,4583468;-0,356332;-0,7806383;3,29519;5,068479;-1,53983;-0,6588338;-2,815063;2,031855;-4,660338;-4,368162;-0,590315
16|RandomParents|0,08054889|-0,7005128;-1,132357;3,933174;2,77367;-1,003453;-2,411182;1,887185;2,442871;2,943696;-4,466597;2,642359;-0,9521083;-4,210631;-2,312182;1,12513;-1,105338;3,198109;-2,212726;-0,6309042;3,384144;0,6985081;-2,685334;2,077087;3,313971;-1,808927;2,594996;2,774284;-2,099775;-3,849618
17|RandomParents|0,07987974|-1,725097;-1,531564;5,686298;3,405344;0,6042424;-1,004746;0,5518433;1,652628;1,526775;-4,826528;4,037737;-2,07316;-5,353583;-2,620899;1,003776;-1,527347;2,099497;-3,693273;-1,900771;2,509957;0,5115599;-3,61305;1,396298;2,625153;-2,749847;2,541441;2,210424;-1,14233;-1,600595
18|RandomParents|0,07896065|-0,1849318;0,3512979;4,097881;-2,04604;3,595166;0,8718773;-0,2813603;-6,518414;4,094183;-1,382763;2,792863;-3,886293;0,3975463;-4,7807;3,402238;0,4296099;0,7911697;-0,9113461;0,646848;-1,016547;3,828677;5,068479;-1,660469;-1,544417;-1,93505;1,898518;-4,737724;-4,653934;-1,666771
19|RandomParents|0,0770326|-0,7826185;2,238115;3,91987;-3,733197;0,3323455;-1,643566;-3,823461;0,576833;-2,684644;-0,05139667;3,52584;0,7485955;1,878131;-1,177117;-1,265216;-4,103484;-1,445299;-1,672094;2,229917;-3,037956;0,9326904;-3,006855;3,834197;3,751831;-0,5112721;-4,55031;-2,046963;-2,112703;1,587302
20|RandomParents|0,07628147|-0,6313692;0,432064;4,339694;-2,04604;3,131901;0,8718773;-0,1527658;-5,847586;4,094183;-1,382763;2,65754;-3,431446;0,9217752;-4,523532;3,884708;0,4296099;0,8117534;-1,192415;0,1781628;-0,9823358;3,385714;4,895139;-1,939375;-1,203503;-2,570899;2,15534;-4,95907;-4,243906;-1,399987
21|RandomParents|0,04588085|-4,807174;3,05565;1,95079;4,737342;-1,693409;5,581909;-3,512045;-0,3985716;1,111074;-3,625851;-1,51282;3,166874;3,36192;-3,756865;-2,581524;-2,205032;-2,855767;-1,893299;-1,063401;-4,644859;-0,3826009;0,1311738;-1,640058;3,414715;5,173581;-3,894688;1,57602;-3,869363;0,539909
22|RandomParents|0,04250884|-3,939912;3,05565;1,742003;4,965237;-1,398005;5,686369;-3,720374;-0,8242668;1,111074;-3,570719;-1,605429;3,443837;2,945648;-3,887293;-1,72887;-2,458005;-2,489244;-1,915151;-1,303399;-5,229283;0,2410792;-0,1107225;-1,472421;3,185476;5,193892;-4,107329;1,16228;-3,766198;0,775399
23|RandomParents|0,04160893|-4,418666;2,575805;1,300953;4,965237;-1,137815;5,355506;-3,720374;-0,5767739;1,111074;-3,207549;-1,607828;2,982994;2,682977;-3,756865;-2,499678;-2,225081;-2,197847;-2,320842;-1,785005;-4,838582;0,2236004;0,2641143;-1,518016;3,583853;5,33255;-4,052749;1,16228;-3,766198;0,539909
24|RandomParents|0,04124478|-4,275784;2,575092;1,300953;4,968541;-0,6500412;5,292087;-3,964164;-0,8242668;1,111074;-3,378434;-1,587522;2,878154;2,757062;-3,976409;-2,4386;-2,458005;-2,489244;-2,376363;-1,132095;-4,838582;-0,1597389;0,06682229;-1,178586;3,185476;5,193892;-4,052749;0,7168732;-3,766198;0,8952246
25|RandomParents|0,035565|-0,5525536;-1,151882;5,588223;3,335379;1,992961;-0,4866028;1,231668;2,733351;1,966172;-4,610848;3,669727;-1,841304;-6,07569;-4,416005;0,5614192;-0,5113147;3,987152;-4,836152;-1,159814;3,246814;1,09499;-2,349619;0,9972086;2,230085;-1,637928;1,793461;3,592898;-1,98218;-2,375139
