Generation: 31 | maxFitness: 0,4117483 | maxFitnessGen: 0,2837621 | maxFitnessGenBuf: 0,2639697
N TotallyRandom: 1 | N RandomParents: 80 | N Top2: 0 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|RandomParents|0,2639697|-1,182463;-1,660189;5,965372;2,192649;-0,8144993;-1,357537;1,620614;3,04368;1,825677;-4,800029;4,262677;-1,084608;-6,924322;-2,597266;-0,528461;-2,381882;1,166374;-2,977618;-2,432324;1,606136;2,514015;-2,766567;-0,4605634;2,432262;-1,629277;2,08977;2,417573;0,5552998;-2,637364
1|RandomParents|0,2484674|-0,003935669;-1,154509;5,16419;3,041315;-0,5454961;-2,06799;1,034258;1,285626;4,19133;-5,200218;3,069997;0,3663088;-5,774503;-2,510522;1,702971;-1,246851;4,119365;-2,364874;-0,9871496;3,400771;-0,3139006;-3,834589;1,343386;2,798766;-2,719077;2,085785;3,034491;-2,150324;-2,816818
2|RandomParents|0,2480834|-1,682223;-1,660189;5,965372;2,302863;-0,8808538;-0,9952952;1,167758;3,04368;1,80105;-4,800029;4,222431;-0,9157955;-6,936035;-2,110156;-0,6087124;-2,800646;1,166374;-2,977618;-2,589545;1,509368;2,704058;-2,472506;-0,4605634;2,432262;-1,629277;1,633325;2,572193;0,5552998;-2,699425
3|RandomParents|0,246274|-0,454355;-3,337793;5,701607;3,898319;-1,60821;-0,7291707;1,632465;1,692813;2,179188;-5,437397;4,254514;-0,7750872;-6,103708;-2,147347;-0,8384084;-2,580664;2,040317;-3,983842;0,2511224;1,266345;0,8282328;-3,091264;0,4333316;2,631214;-2,431549;2,895576;3,753168;-0,7082089;-2,149133
4|RandomParents|0,2422046|0,1898876;-1,177231;4,753443;2,952109;-0,07402647;-2,06799;1,127849;1,403125;4,19133;-4,70458;2,585514;0,8016353;-6,061382;-2,957001;1,172253;-1,103336;4,450348;-2,262502;-1,089317;2,596747;-0,524186;-3,870461;1,196841;2,798766;-2,719077;1,927866;3,375833;-2,150324;-2,556902
5|RandomParents|0,241665|-1,120942;-2,296945;5,784737;2,29932;-0,2075992;-1,130642;1,972039;3,183311;2,020411;-5,273047;3,967794;-0,1869788;-7,194963;-1,980033;-0,5236645;-2,537703;1,046572;-3,06109;-2,69695;1,377134;2,707721;-2,472506;-0,1895231;2,453214;-1,629277;2,475796;2,307298;0,5354693;-2,786107
6|RandomParents|0,2390471|-1,589264;-1,788915;5,670942;2,284387;-0,834913;-1,005526;1,297292;3,038016;2,138374;-4,602818;4,222431;-0,2404887;-6,924322;-2,306796;-0,524018;-2,528525;1,072521;-2,253378;-3,053305;1,505633;2,610632;-2,472506;-0,4001861;2,062772;-1,629277;2,08977;1,957305;0,5552998;-2,786107
7|RandomParents|0,223285|-1,120942;-1,855924;5,638233;2,518731;-0,6611456;-1,130642;1,496446;2,740149;2,442178;-5,273047;3,621552;-0,5596776;-7,037655;-2,314872;-0,04453133;-2,073128;1,046572;-3,220162;-2,818361;1,22712;2,530711;-2,444279;-0,2160072;2,730384;-1,663129;2,08977;2,762392;0,5354693;-2,780872
8|RandomParents|0,2175129|-1,593083;-2,288395;5,695365;2,518731;-0,3433285;-1,130642;1,496446;3,183311;2,542928;-5,09283;3,912907;-0,5596776;-6,967826;-1,980033;-0,2172466;-2,081097;1,046572;-2,977618;-2,458677;1,22712;2,750706;-2,499313;-0,2160072;2,922618;-1,230057;1,946984;2,762392;0,5354693;-2,786107
9|RandomParents|0,1828012|-1,120942;-1,762787;5,670942;2,518731;-0,05468395;-1,259752;1,496446;3,183311;2,617135;-5,55765;3,967794;-0,2251815;-6,506043;-1,980033;0,002512172;-2,340406;0,847094;-2,686988;-2,69695;1,328547;2,750706;-2,053577;-0,2160072;2,432262;-1,629277;2,08977;2,762392;0,3082468;-2,950613
10|RandomParents|0,1674157|-1,788934;1,230925;5,093478;-4,279019;0,6313508;-1,087049;-3,490826;1,658449;-3,783841;-0,9414839;2,229384;1,374212;0,9979508;-1,235175;-0,451667;-4,55697;-0,6875479;-2,954433;2,737498;-4,288495;1,567253;-2,586944;3,682089;3,616582;-0,4712954;-4,337133;-1,476231;-1,204924;2,689858
11|RandomParents|0,1607285|-1,126202;-1,828157;5,602599;2,297941;-0,4648113;-0,1890449;0,4775399;2,287659;1,837228;-5,672661;4,949181;-1,456432;-7,188797;-2,647845;-1,153095;-1,386068;2,360593;-5,199778;-2,060162;1,9932;0,884755;-4,146396;1,42781;2,96547;-1,684947;2,342904;1,939674;-0,2881476;-3,128514
12|RandomParents|0,1559494|-0,750401;-3,330248;5,637163;4,023879;-1,60821;-1,227267;1,447792;2,044657;2,179188;-4,823382;4,63913;-0,7750872;-5,645052;-2,145702;-1,073849;-2,19428;1,688851;-3,983842;-0,2238346;1,277687;0,8282328;-3,568947;0,342627;2,252401;-2,008962;2,895576;3,753168;-0,3375152;-2,330377
13|RandomParents|0,1473414|-1,505084;-2,053533;6,025752;2,297941;-0,4561472;0,1737155;0,4775399;2,287659;1,843856;-5,532503;4,991722;-1,089252;-7,039985;-2,343791;-1,650959;-1,386068;2,360593;-5,477532;-2,060162;2,267802;0,4770667;-4,217758;1,42781;3,40058;-1,866661;2,619037;1,939674;-0,1425279;-3,128514
14|RandomParents|0,1438934|-0,9366674;-1,796653;5,85535;3,144199;-1,333026;-1,225142;1,679857;2,758384;2,134296;-4,800029;4,643342;-0,6271622;-6,655344;-2,124226;0,469693;-1,854545;1,055739;-3,182866;-2,737973;1,582589;3,063012;-2,006617;-0,3267827;2,744181;-1,767756;2,114079;2,059831;-0,0246993;-2,439635
15|RandomParents|0,1437922|-2,779134;1,779408;5,427346;-4,028852;0,934887;-0,6249586;-3,795521;1,203906;-4,032404;-1,346204;2,815951;0,8256472;1,474691;-0,8136913;-0,0437569;-4,727386;-0,6013856;-2,182877;2,313866;-3,152127;1,597823;-2,758088;3,704198;3,683456;-0,2626658;-4,457607;-1,537782;-1,600271;1,719164
16|RandomParents|0,1403797|-0,5652267;1,472795;3,424154;-4,905207;-0,5557137;-1,420004;-3,380243;2,259237;-4,486722;0,5904402;3,958142;2,399838;2,212828;-0,0902431;-0,6001089;-3,885179;-1,708118;-1,80481;2,109401;-1,088834;1,939046;-3,271789;4,01592;3,770035;-1,633764;-5,078239;-3,05142;-2,755492;2,018557
17|RandomParents|0,1323654|-1,609948;-2,000606;6,104175;2,453854;-0,9266497;-1,396088;1,695864;2,921161;2,176142;-4,866088;4,096192;-0,2194146;-6,659661;-2,635089;-0,04453133;-2,528525;1,166374;-2,889244;-3,024503;1,345144;2,610632;-2,201362;-0,3942992;2,338601;-1,808843;2,178;2,4465;1,202623;-2,786107
18|RandomParents|0,1224396|-2,612913;1,385692;5,256606;-4,330537;1,169511;-1,173391;-3,93522;1,168941;-3,823087;-0,9309071;2,837327;1,066936;0,9979508;-0,798237;-0,446452;-4,28866;-1,114603;-2,644352;2,00441;-3,467139;1,476834;-2,283477;3,803808;3,680666;-0,4712954;-4,56012;-1,476231;-1,597512;2,707007
19|RandomParents|0,1195004|-0,1827029;1,769699;3,670716;-4,774275;-0,8534545;-1,360408;-3,620217;2,475409;-4,449641;0,4376336;3,60861;2,050643;2,489922;0,4818556;-0,3534361;-5,307912;-1,480441;-1,356128;1,633593;-1,163243;1,827847;-3,561911;4,019832;3,765306;-1,03884;-4,809262;-3,32686;-2,596034;1,370626
20|RandomParents|0,1182737|-2,612913;1,779348;5,708972;-3,932035;1,049113;-1,347328;-3,499236;1,168941;-3,823087;-0,6974776;2,837327;1,410842;0,5701123;-0,3991839;-0,7836264;-4,28866;-1,174622;-2,798558;2,307844;-3,166512;1,013848;-1,915573;3,544523;3,680666;-0,5082026;-4,462916;-1,814085;-1,467694;2,396446
21|RandomParents|0,1123499|-1,128742;-2,277845;5,966723;2,315559;-0,8174202;-0,6032092;1,496446;3,487825;1,871097;-4,980171;4,222431;-0,9472179;-6,924322;-2,6746;-0,04453133;-2,025009;1,5301;-2,977618;-2,536874;1,788157;2,610632;-2,728422;-0,654609;2,560251;-1,629277;2,449006;2,453213;0,4210471;-2,923715
22|RandomParents|0,1040759|-1,935515;1,230925;6,036041;-4,105612;0,8504385;-1,087049;-3,604634;1,346678;-3,533319;-0,9135976;2,648738;0,9819937;1,345964;-1,235175;-0,1592686;-4,601214;-0,7628293;-3,403205;2,737498;-3,884777;1,567253;-2,247185;3,544523;3,775375;-0,4712954;-4,337133;-1,845091;-1,796817;2,324835
23|RandomParents|0,09674508|-0,6583027;-1,788915;5,670942;2,704447;-0,834913;-1,130642;1,297292;3,038016;2,41495;-4,386888;4,222431;-0,2404887;-6,924322;-2,306796;-0,04453133;-2,528525;1,060601;-2,735765;-3,106737;1,737137;2,961911;-2,180435;-0,03450918;2,282654;-1,312941;2,08977;2,4465;0,5552998;-2,786107
24|RandomParents|0,09227739|-1,154348;-1,306105;5,670942;1,802215;-0,4004972;-1,130642;1,543138;2,915325;1,982399;-4,602818;4,188226;-0,3842075;-6,893804;-2,306796;0,4371403;-2,528525;0,5827096;-2,887911;-3,131136;1,281358;2,610632;-2,472506;-0,002704382;2,217258;-1,647355;2,5193;2,4465;0,5552998;-2,786107
25|RandomParents|0,09056449|-2,075496;4,849914;0,478837;0,5043917;3,16544;-1,33655;3,652326;3,442272;-2,011382;3,348689;4,260045;-1,032746;4,632469;-1,025014;4,052839;2,16549;-5,120411;1,236408;-4,471455;4,476747;2,229328;-2,721163;3,334557;-1,637561;2,058316;-0,3019907;-0,2170043;-3,673529;-0,1284773
