Generation: 15 | maxFitness: 0,3783472 | maxFitnessGen: 0,3783472 | maxFitnessGenBuf: 0,3768778
N TotallyRandom: 1 | N RandomParents: 80 | N Top2: 0 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|RandomParents|0,3768778|-0,5715111;-1,867161;4,504252;3,081791;-1,258045;-2,291615;1,589106;1,448358;3,211277;-4,33683;3,063538;-0,3558899;-5,067111;-2,400655;0,9159769;-0,9886745;3,631916;-2,945274;-1,406708;2,582763;0,01574203;-2,963108;1,673137;2,866001;-2,016036;2,337663;3,033915;-1,949001;-3,50925
1|RandomParents|0,3306512|-1,131294;-1,81989;4,28014;2,53289;-1,224427;-0,9212943;2,403713;2,623394;3,465018;-4,631664;2,937445;-0,8155406;-5,126004;-2,794933;0,14169;-1,034426;3,387717;-3,125043;-1,177989;2,33751;-0,2920879;-2,686745;2,119304;2,470624;-2,742381;1,677396;3,42476;-1,844603;-4,41726
2|RandomParents|0,3053147|-0,2998424;-1,704568;5,202444;2,323064;0,2582687;-1,116077;1,785506;2,228855;2,459616;-4,51625;2,455153;-0,7512541;-4,884945;-2,286776;-0,3038259;-1,588493;4,579144;-2,95468;-1,122273;2,951276;0,404892;-2,491591;1,788727;2,194726;-2,282477;1,715654;3,251599;-1,168632;-4,17495
3|RandomParents|0,2961644|-0,6957937;-1,602261;4,107132;2,917195;-1,347637;-2,087691;2,238296;2,442871;2,910369;-4,452482;3,063538;-0,8116033;-4,615335;-2,312182;1,260946;-1,079939;3,457974;-2,67609;-0,6309042;3,384144;0,3830682;-2,685334;1,673137;2,891382;-1,965219;2,02671;2,983759;-2,099775;-3,870566
4|RandomParents|0,2823976|-1,696502;-1,531564;5,637001;3,230428;0,6042424;-1,004746;1,372953;1,987339;1,71777;-4,826528;3,60405;-1,809401;-5,353583;-2,620899;0,7476106;-1,430613;2,286152;-4,047793;-1,900771;2,526946;0,458173;-3,202921;1,007412;2,265979;-2,474869;2,541441;2,210424;-1,538375;-2,439157
5|RandomParents|0,2757833|-0,714276;-1,307813;4,77911;2,572211;-0,7711565;-2,159412;1,046562;1,986372;3,959291;-5,080523;3,228481;0,212366;-5,557309;-1,853822;0,8270578;-0,8295324;3,955996;-2,304529;-1,357337;3,715982;0,0309929;-2,840571;1,425847;3,014591;-2,549219;2,072969;2,789677;-0,8569356;-4,191827
6|RandomParents|0,263514|-0,02302948;-1,460073;4,716635;3,041315;-0,752321;-2,159412;1,034258;1,264991;4,19133;-4,883628;3,069997;0,07810315;-5,774503;-2,117578;1,702971;-1,246851;4,119365;-2,443407;-0,9871496;3,400771;0,03710124;-3,834589;1,343386;2,798766;-2,346582;2,093424;3,034491;-1,68904;-3,25378
7|RandomParents|0,2602665|-1,21932;-0,30362;5,278294;3,01038;-0,8556933;-0,8338442;1,235919;1,951373;4,045256;-4,988667;2,830507;-0,4750721;-4,74129;-2,500228;0,2660333;-0,3644416;3,965313;-4,993375;-1,308665;3,826392;0,4826328;-1,718308;0,4095458;2,881807;-4,289842;2,203465;2,87677;-1,513462;-4,216495
8|RandomParents|0,259163|-0,3732041;-2,266355;4,912992;1,414811;-0,3587;-1,939975;0,5826738;1,817961;3,190373;-4,787211;2,862216;-0,9942873;-5,021222;-2,195037;0,8083395;-1,699595;3,239647;-4,100188;-0,8226019;3,012434;0,3421905;-3,352487;1,55918;2,580925;-2,282477;2,300573;3,169534;-1,322038;-4,533596
9|RandomParents|0,2583323|0,1426711;-1,645816;4,929218;3,904749;-1,856531;-1,185141;1,702291;1,111364;3,802059;-3,65549;3,884551;0,4120394;-4,705195;-2,041312;1,123544;-2,158439;4,489487;-3,551529;-0,7301805;4,155337;1,791314;-1,341383;1,263384;4,471323;-2,78021;2,277292;2,755474;-2,655048;-4,488344
10|RandomParents|0,2582478|-0,6499701;-2,038136;5,555363;2,408318;-0,7201352;-1,535909;1,202319;2,100593;2,459616;-4,910633;2,85774;-0,5995603;-5,263854;-2,107754;0,1324021;-1,699595;4,321557;-3,305076;-0,9911257;2,970302;0,3700752;-2,796086;1,860889;1,647838;-2,282477;1,690709;3,839535;-1,620275;-3,587063
11|RandomParents|0,2566983|-1,459383;-1,531564;5,984348;2,806702;0,7199881;-2,133395;1,02742;2,17703;2,445835;-5,430433;3,419899;-0,2367048;-4,427285;-2,857218;0,8493505;-1,537753;3,360788;-4,069012;-1,265997;2,436843;-0,05850795;-2,845627;0,6029806;1,851192;-2,359757;2,56042;2,858337;-1,538375;-2,585643
12|RandomParents|0,2546638|-1,665495;-1,33885;4,765412;3,80045;-1,42015;-1,376691;1,615269;1,503823;4,54002;-5,116197;3,426968;-0,3688471;-4,683413;-2,83164;0,4133005;-0,0545783;4,834799;-4,040631;-1,044057;3,826392;0,4826328;-1,363999;0,396394;3,454944;-4,134578;2,315582;3,045348;-1,467791;-4,909607
13|RandomParents|0,2513507|0,09194458;-2,283674;4,6757;1,73493;-0,03515154;-1,763507;1,08763;1,975145;3,190752;-4,687256;1,978147;0,1401048;-5,021222;-2,26767;-0,02660014;-1,699595;2,681831;-3,587105;-0,9371403;2,617833;0,2211316;-4,061245;1,37793;2,860222;-2,282477;1,890633;3,344417;-1,87441;-5,362725
14|RandomParents|0,2454806|-1,320091;2,062701;3,870488;-3,733197;0,5634131;-2,285572;-3,626374;0,9695384;-3,799464;-0,04558134;4,404731;0,3083417;2,159671;-0,8522781;-1,094579;-4,390739;-1,205017;-1,19357;1,919132;-3,077243;1,21824;-2,959132;4,039112;3,820141;-0,2944993;-4,283044;-1,869386;-1,350471;1,474148
15|RandomParents|0,2425629|-0,9410268;-1,531564;5,979569;3,698452;0,2285041;-1,454852;1,003604;2,203937;1,520924;-4,739064;3,288637;-1,287828;-5,724689;-2,269608;0,5635836;-1,430613;2,090227;-4,047793;-1,628869;2,114464;0,7360339;-2,730868;0,6029806;1,917907;-2,349926;2,595692;2,502883;-1,538375;-2,557179
16|RandomParents|0,2390376|-0,3921988;-1,135042;5,003684;3,050286;-0,6409116;-2,159412;1,253567;1,751558;3,959291;-5,065542;3,27044;-0,6639465;-6,145447;-2,290125;1,373736;-1,551137;3,976102;-2,443407;-1,326302;3,400771;0,4973368;-2,466018;1,58241;3,220315;-2,009053;1,754312;3,501824;-0,8569356;-3,786242
17|RandomParents|0,2244415|-0,6505585;-1,897793;4,074902;2,667318;-0,5505371;-2,164047;1,441877;0,8470113;3,354353;-3,849285;2,846502;-0,5425884;-5,155198;-2,722801;1,669962;-1,693728;3,528305;-3,125065;-1,71787;2,582763;-0,0008495785;-2,637899;2,173541;2,866001;-1,180458;2,803005;3,255883;-1,717926;-3,148458
18|RandomParents|0,2064844|0,7097216;-1,678277;-1,709364;2,58599;-0,7618957;-2,085709;2,436775;-0,2145963;-0,4940314;1,970494;-0,04041448;1,567726;-3,741178;-3,915579;4,440627;-1,921119;-4,103436;4,311432;0,3954587;-1,77647;-2,78662;-2,118812;2,199365;3,742215;2,793025;-0,8719486;-1,353582;0,641303;-2,225174
19|RandomParents|0,1567888|-1,389253;-1,192201;6,138621;3,233429;0,6551461;-0,6871312;0,569094;2,214734;1,633747;-5,050934;3,541061;-0,3188994;-4,493513;-2,359773;1,033224;-2,055954;1,8392;-3,879057;-0,6785239;1,844393;1,398811;-2,134466;1,103848;2,366878;-3,260507;2,893256;3,145315;-0,8799931;-3,255589
20|RandomParents|0,126086|-0,9477878;1,84558;4,089328;-4,150874;0,03023744;-2,285572;-3,626374;0,837532;-3,318501;-0,04558134;4,492613;0,005888313;1,923643;-0,8522781;-1,485141;-3,964504;-1,717532;-1,271887;1,919132;-3,077243;1,520508;-2,576941;3,853537;3,875747;-0,3561716;-4,024882;-2,274689;-2,20468;0,6916356
21|RandomParents|0,1248109|-0,2641774;-1,667739;4,216168;2,460651;-1,788435;-2,087691;2,238296;2,295059;2,910369;-4,372615;2,858504;-0,5182724;-4,615335;-2,74999;1,003272;-1,419075;3,851739;-2,67609;-0,9904915;2,942492;0,09709999;-2,318898;1,673137;2,570947;-2,212524;2,178687;3,051133;-2,527255;-3,442099
22|RandomParents|0,1245765|-1,102368;-2,266355;5,056024;1,277193;-0,5841533;-1,564321;1,056974;2,294628;3,548457;-4,246591;2,631408;-0,1683452;-5,298873;-2,521025;-0,2266377;-1,414115;3,705415;-3,839008;-1,16682;2,839971;0,8507645;-3,538136;1,903993;2,368063;-2,470061;1,953547;3,630958;-1,240844;-4,716658
23|RandomParents|0,1182051|-0,5964122;-1,415057;5,320514;3,420427;-0,7711565;-2,564738;1,423052;2,011884;3,959291;-5,080523;2,744854;-0,6751866;-5,774503;-2,890425;1,040068;-1,376297;3,725066;-2,000427;-1,321456;3,394567;-0,1370352;-2,893398;1,58241;3,584536;-2,721022;2,093424;3,360087;-0,7575304;-3,710859
24|RandomParents|0,1108532|-0,9711866;-1,198914;4,951766;3,505626;-1,718629;-2,623988;1,216647;2,405638;1,985782;-3,640729;2,773865;-0,05887145;-4,771555;-2,737235;0,14169;-1,578958;3,988648;-3,17747;-0,848539;3,048151;0,7505537;-3,505385;1,819551;2,459173;-2,374841;2,128644;3,662458;-1,492893;-4,383385
25|RandomParents|0,09082663|-0,6497742;-1,531564;5,149764;3,233429;0,2285041;-1,454852;1,441014;2,203937;1,520924;-4,739064;4,127249;-1,287828;-5,679734;-2,429408;0,1743339;-1,430613;1,926369;-4,141155;-1,628869;1,953036;1,034777;-2,730868;0,6423436;1,917907;-2,647496;2,643642;2,791428;-1,106211;-2,794874
