Generation: 25 | maxFitness: 0,4117483 | maxFitnessGen: 0,2678481 | maxFitnessGenBuf: 0,2705522
N TotallyRandom: 1 | N RandomParents: 80 | N Top2: 0 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|RandomParents|0,2705522|-1,015512;1,907297;3,784447;-4,173438;0,5431139;-1,564141;-2,964181;2,069404;-4,351048;0,1058945;3,633087;1,630288;1,905489;-0,4319468;-0,4085394;-4,336007;-1,729292;-1,238936;1,199889;-2,465769;2,224648;-2,977924;4,019832;4,344162;-0,9167149;-4,953104;-3,181448;-2,612818;1,646775
1|RandomParents|0,2461093|0,1945768;-1,096865;5,106834;3,110004;-0,214318;-1,06631;2,278849;2,183744;1,621994;-4,500988;3,852947;-1,76481;-6,678744;-1,984065;-1,12214;-2,757537;2,710562;-4,267925;-0,4070365;2,337214;0,6180283;-2,685739;0,2809957;2,772085;-3,063697;3,349875;3,050883;-0,9784883;-3,190479
2|RandomParents|0,2383917|-0,003935669;-1,154509;5,16419;3,041315;-0,5454961;-2,06799;1,034258;1,285626;4,19133;-5,200218;3,069997;0,3663088;-5,774503;-2,510522;1,702971;-1,246851;4,119365;-2,364874;-0,9871496;3,400771;-0,3139006;-3,834589;1,343386;2,798766;-2,719077;2,085785;3,034491;-2,150324;-2,816818
3|RandomParents|0,2334658|-0,630139;-1,096865;5,161884;3,549347;-0,0926671;-1,06631;1,903524;2,391926;1,517751;-4,954928;4,206789;-1,298943;-6,158846;-1,288345;-0,2938815;-2,560555;2,151203;-3,791593;-0,3057207;2,752999;0,9025602;-2,280097;0,6455806;2,844938;-3,307327;2,819799;2,718925;-2,316872;-3,197915
4|RandomParents|0,2211086|-0,1636025;-1,154509;5,16419;2,824601;-0,2935051;-1,870112;1,158312;1,285626;4,19133;-4,812149;3,244492;0,3663088;-5,774503;-2,510522;1,743061;-1,07385;4,189736;-2,356457;-0,9871496;2,938837;-0,3139006;-3,834589;1,341594;2,642351;-2,719077;2,085785;3,206913;-2,328242;-3,302125
5|RandomParents|0,2193391|-0,1745369;-1,996;5,208289;3,683907;-1,690232;-0,8107508;1,650841;2,407483;1,914474;-4,954928;3,648037;-0,8671281;-6,103708;-1,568717;-0,3748637;-2,390309;2,087337;-3,935489;-0,3057207;2,528184;0,3903565;-3,12307;0,3732042;2,318558;-2,484074;2,836737;2,978709;-1,150557;-2,643523
6|RandomParents|0,2151736|-0,7248778;-1,335217;5,383723;2,787457;-0,6134139;-1,130642;1,658227;2,569378;2,180008;-4,800029;4,494345;-0,555495;-7,387422;-2,15546;-0,03255199;-2,449707;0,8729326;-3,296697;-1,646217;1,894063;2,48977;-2,040355;-0,1840605;2,869162;-1,629277;2,173742;1,061011;-0,5571273;-2,299429
7|RandomParents|0,165694|-5,056644;2,102623;-0,1558633;4,298863;0,5305023;-3,594837;0,7765369;0,3391523;2,409937;-0,7586842;2,648393;-3,918195;3,934237;4,497674;0,2900977;1,836899;2,088465;2,248129;4,545814;-3,067549;-0,5102847;0,5756935;3,534847;-3,001869;-3,066517;1,430204;-1,091444;0,3159876;-4,538436
8|RandomParents|0,1595848|-0,1745369;-1,996;5,208289;3,683907;-1,198861;-0,8107508;1,650841;2,602103;1,786502;-4,954928;4,198894;-1,459711;-6,338593;-1,847374;-0,3748637;-2,758602;2,521203;-3,799461;-0,3057207;2,195991;0,4586223;-2,962456;0,8099728;2,796308;-2,533652;2,836737;2,955733;-1,961764;-3,161284
9|RandomParents|0,1455856|-1,628781;-1,734517;5,406454;3,314692;-0,3986363;-0,5829328;1,307427;1,894293;1,168871;-4,523674;4,47201;-0,7869037;-6,802015;-2,772421;0,2384689;-1,321443;1,562358;-4,330353;-1,444323;1,768878;1,044028;-2,984837;0,438842;2,466122;-2,149428;2,217904;2,147432;-0,8680078;-3,037479
10|RandomParents|0,1288644|0,0330402;-2,26071;5,208289;3,662674;-1,198861;-0,8107508;1,650841;2,402473;2,355009;-5,038439;3,879464;-1,116099;-6,103708;-1,847374;-0,1056286;-2,390309;2,026826;-3,799461;-0,3057207;2,195991;0,6616839;-3,12307;0,3732042;2,318558;-2,107696;2,651058;2,978709;-1,914011;-3,187103
11|RandomParents|0,1153246|-1,906795;-1,423399;5,351684;3,101624;-0,7239599;-0,4856585;1,084274;2,365929;1,168871;-4,523674;4,043196;-1,151911;-6,896146;-2,772421;-0,2449955;-1,654986;1,341149;-4,180803;-1,444323;2,147506;1,044028;-2,865731;0,2306073;2,466122;-2,149428;1,838183;2,459505;-1,185785;-3,037479
12|RandomParents|0,1108191|-0,9810371;-1,651217;5,210067;2,605589;-0,327967;-1,317514;1,227172;2,821357;1,684236;-4,934099;5,034557;-1,274467;-7,421194;-2,235686;-0,4114768;-1,616372;1,632958;-4,245177;-1,817322;2,529575;1,364787;-3,444107;1,164617;2,652226;-2,196918;1,937156;2,076451;-0,4659853;-2,666914
13|RandomParents|0,110059|-0,6842257;-0,9136223;5,16419;3,041315;-0,5454961;-2,06799;1,189286;1,576299;4,071376;-5,647659;2,826235;0,3663088;-6,070324;-2,510522;1,702971;-1,572069;3,678132;-2,436409;-0,9871496;3,771142;-0,3139006;-3,834589;1,59518;2,499661;-2,673954;2,277826;3,23849;-2,150324;-3,117593
14|RandomParents|0,1086742|-0,9497343;-0,4749822;4,719929;3,269976;-0,6376998;-0,5960858;0,9475198;1,810042;1,428073;-5,811711;4,504264;-0,6566916;-7,38713;-2,814305;0,559774;-1,579486;1,544454;-4,407349;-1,459186;2,307519;1,405751;-1,999892;0,6014056;1,828704;-2,530471;3,383839;1,794045;-1,437216;-3,071798
15|RandomParents|0,1062549|-0,7248778;-1,194966;5,210067;2,818373;-0,6134139;-1,130642;1,867344;2,414718;2,031991;-4,529085;4,511403;-0,6513901;-7,584173;-1,958117;-0,3405279;-1,975747;0,9626945;-2,89871;-1,365803;1,950775;2,374827;-2,471508;-0,3742119;2,78933;-1,888295;1,954765;1,342384;-0,7132348;-2,429277
16|RandomParents|0,09316414|-1,015512;1,907297;3,98883;-3,952986;0,5431139;-1,588516;-3,342001;1,197126;-3,91583;-0,365312;3,300017;1,630288;1,462408;0,09525046;-0,4085394;-4,751689;-1,767097;-1,238936;1,570965;-2,465769;2,224648;-2,875444;3,777851;4,033039;-0,906431;-4,714857;-2,994802;-2,490473;1,769203
17|RandomParents|0,08811971|-0,2251643;-1,29618;3,591665;2,6979;0,1843771;-4,64109;1,298504;1,661225;2,696126;-4,611576;4,304479;0,3274724;-5,07214;-2,900161;0,7147923;-0,8559084;4,766111;-3,065238;-1,449615;1,855279;0,580411;-3,757594;1,695255;2,600716;-1,99685;2,097838;3,400815;-2,167218;-3,453502
18|RandomParents|0,08578006|-1,978233;2,083601;4,887178;-3,92447;0,7619132;-1,425175;-3,389097;1,039054;-3,360832;0,1174454;3,513587;1,667348;1,099046;-0,3126584;-0,8438522;-4,530932;-1,026625;-2,699212;2,077651;-3,151011;1,760858;-3,23035;3,859401;4,269933;-0,909162;-4,56012;-1,772552;-1,898386;1,416465
19|RandomParents|0,0845136|-1,509685;1,907297;3,98883;-3,904237;0,2836661;-1,564141;-3,419692;1,610263;-3,774646;-0,4829218;3,646289;2,044649;1,666458;0,08876155;-0,4085394;-4,751689;-1,724449;-1,342261;1,509001;-2,465769;2,224648;-3,268384;4,154974;4,344162;-0,6841246;-5,320476;-2,994802;-2,490473;1,557722
20|RandomParents|0,08363117|-1,051548;1,657994;4,654641;-4,687979;0,5401654;-1,233323;-4,05125;1,204227;-2,577848;0,000536859;2,959241;0,9605133;1,583338;-0,02505875;-0,3531882;-4,774535;-1,391024;-1,344441;1,952906;-2,680149;1,851706;-3,654499;4,232161;4,398364;-1,051375;-4,595702;-1,450162;-1,998417;1,435836
21|RandomParents|0,08278588|-1,413993;2,42702;4,093432;-3,866796;-0,09390831;-1,465017;-2,982158;1,889526;-3,347401;-0,365312;3,646289;2,117031;1,626963;-0,424094;-0,2970823;-4,156417;-1,76614;-1,420137;1,46548;-2,734172;2,224648;-3,743671;3,536823;4,506609;-1,111897;-4,126812;-2,958478;-2,655112;1,669345
22|RandomParents|0,08069321|-0,3242264;-1,325408;3,925081;2,678985;-0,0508402;-4,385507;0,9124764;1,749635;2,894951;-4,611576;4,11349;0,1101523;-5,269229;-2,900161;0,4472094;-0,8559084;4,46673;-2,767654;-1,197601;2,075585;0,26924;-3,757594;1,226869;2,860709;-2,31317;2,097838;2,997318;-2,167218;-3,80096
23|RandomParents|0,07939992|-0,6572683;1,733532;4,801067;-4,84999;0,93588;-1,435513;-3,19681;1,654671;-2,944443;-0,398391;3,772958;0,9605133;1,19062;-0,6443915;-0,6051645;-4,774535;-1,391024;-1,036672;1,535722;-2,255045;1,842465;-3,405302;3,494869;4,441912;-1,605243;-4,384603;-1,135094;-1,337979;1,256033
24|RandomParents|0,07889502|-1,045896;1,031081;5,162646;-3,420878;0,9837582;-2,310248;-2,894341;0,8830787;-3,546348;-0,3595113;3,735741;0,4206499;1,693504;0,06163032;-1,187197;-4,782321;-1,718652;-1,454383;1,350891;-2,355267;1,600065;-3,629305;3,680439;3,787173;-2,009638;-3,979839;-2,135607;-2,670277;1,41296
25|RandomParents|0,02959528|-5,680974;2,738469;1,481709;4,88175;-1,749249;5,098712;-4,114871;-0,2655584;-0,4728309;-2,812222;-0,6706296;3,872383;3,489669;-4,502316;-2,763456;-1,096508;-3,240045;-1,643354;-0,9489753;-3,974353;-0,4862545;0,4675866;-1,158055;2,156618;5,551286;-4,193664;1,02279;-3,002394;0,463258
