Generation: 24 | maxFitness: 0,4117483 | maxFitnessGen: 0,2820781 | maxFitnessGenBuf: 0,2678481
N TotallyRandom: 1 | N RandomParents: 80 | N Top2: 0 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|RandomParents|0,2678481|-0,7248778;-1,335217;5,210067;3,127963;-0,6134139;-1,130642;1,867344;2,414718;2,180008;-4,800029;4,494345;-0,6513901;-7,387422;-2,15546;-0,03255199;-2,449707;0,9626945;-3,296697;-1,365803;1,950775;2,179373;-2,52349;-0,1840605;2,49239;-1,888295;1,954765;1,297881;-0,4762659;-2,429277
1|RandomParents|0,2612547|0,35167;-0,8058665;4,928375;3,423733;-1,030799;-1,405433;0,5738062;0,8383058;4,19133;-4,758079;2,530037;0,5506227;-5,322202;-2,510522;1,702971;-1,271293;3,939033;-2,364874;-0,6623637;2,923207;-0,3139006;-4,124958;1,365111;2,799176;-2,496032;2,389909;2,607187;-2,339412;-3,312194
2|RandomParents|0,251649|-1,578525;1,907297;4,801067;-4,687979;0,9223964;-1,233323;-3,55005;1,204227;-2,871019;-0,3964205;3,592817;0,9823003;1,19062;-0,6389162;-0,6824746;-4,479251;-1,391024;-0,8328655;1,851792;-2,360372;1,772901;-3,023238;3,293635;4,335908;-1,336891;-4,601104;-1,455024;-1,764895;1,256033
3|RandomParents|0,2419172|-1,157519;-1,531452;5,210067;2,872945;-0,5817659;-1,126883;1,644543;3,257575;1,684236;-4,934099;4,675446;-1,553551;-7,256273;-2,235686;-0,4114768;-1,616372;1,632958;-4,547703;-1,817322;2,529575;1,091121;-3,366603;1,164617;2,266506;-2,196918;1,937156;2,081624;-0,8680078;-2,666914
4|RandomParents|0,2395299|0,1989438;-1,249759;4,984568;3,182139;-0,7470992;-1,655756;0,8202799;0,6634636;4,19133;-4,901464;2,731167;0,2075944;-5,322202;-2,510522;1,381235;-1,246851;4,132642;-2,703424;-1,185621;2,615362;0,02161026;-3,834589;0,9238174;2,974711;-2,656238;2,31715;3,080974;-2,339412;-2,539089
5|RandomParents|0,2388915|-1,87325;-1,825864;5,315649;2,89106;-0,06161135;-1,039525;1,084274;2,585538;1,168871;-5,022218;4,47201;-0,7869037;-6,590011;-2,691102;0,2384689;-1,774389;1,390263;-4,641141;-1,444323;2,104162;0,550981;-2,929935;0,369852;2,66657;-1,749786;2,217904;2,147432;-0,5224013;-3,037479
6|RandomParents|0,2365534|-0,003935669;-1,154509;5,16419;3,041315;-0,5454961;-2,06799;1,034258;1,285626;4,19133;-5,200218;3,069997;0,3663088;-5,774503;-2,510522;1,702971;-1,246851;4,119365;-2,364874;-0,9871496;3,400771;-0,3139006;-3,834589;1,343386;2,798766;-2,719077;2,085785;3,034491;-2,150324;-2,816818
7|RandomParents|0,2333881|0,1945768;-1,096865;5,106834;2,942839;-0,518985;-1,06631;2,053454;2,262373;1,621994;-4,954928;3,879464;-1,76481;-6,678744;-1,984065;-1,12214;-2,799562;2,710562;-3,84989;-0,3057207;2,337214;0,6180283;-2,685739;0,2809957;2,896719;-3,063697;2,871196;3,050883;-1,428596;-3,190479
8|RandomParents|0,2287411|-0,7584327;-1,04191;5,357511;3,976854;-0,9663571;-0,8425847;1,441014;2,414718;1,632938;-4,558685;4,371651;-1,125845;-6,817004;-2,065214;0,217847;-2,449707;0,9841223;-3,296697;-1,365803;1,666046;1,798405;-2,605614;-0,1707997;1,8465;-2,107846;1,841669;1,758563;-0,4942623;-2,429277
9|RandomParents|0,2210175|-0,1745369;-1,996;5,208289;3,683907;-1,198861;-0,8107508;1,650841;2,402473;1,914474;-4,954928;3,879464;-1,037205;-6,103708;-1,847374;-0,3748637;-2,390309;2,026826;-3,799461;-0,3057207;2,195991;0,6616839;-3,12307;0,3732042;2,318558;-2,533652;2,836737;2,978709;-1,470226;-3,089219
10|RandomParents|0,1246463|-0,4145584;-1,154509;5,16419;3,041315;-0,5454961;-2,06799;1,109395;1,180216;4,444104;-5,200218;3,069997;0,3663088;-6,070324;-2,510522;1,702971;-1,246851;3,678132;-2,111682;-0,9871496;3,400771;-0,3139006;-3,834589;1,59518;2,975401;-2,673954;2,277826;3,397754;-2,150324;-3,117593
11|RandomParents|0,1245996|-0,4780341;-1,096865;5,149764;3,072906;-0,514398;-1,06631;2,053454;2,406726;1,465672;-4,954928;3,879464;-0,9245766;-6,723698;-1,847374;-0,6665908;-2,133557;2,242734;-3,791593;-0,3057207;2,762534;0,9025602;-2,394755;0,6455806;2,338573;-3,063697;2,634518;2,978709;-1,473123;-3,190479
12|RandomParents|0,1223086|-0,630139;-1,096865;5,161884;3,075348;-0,5614253;-1,06631;2,053454;2,891905;1,465672;-4,954928;3,879464;-1,298943;-6,306448;-1,633158;-0,6665908;-2,560555;2,151203;-3,791593;-0,3057207;2,752999;0,9025602;-2,261729;0,6455806;2,844938;-2,951768;2,819799;2,978709;-2,316872;-3,417105
13|RandomParents|0,1168643|-1,628781;-1,734517;5,351684;2,89106;-0,4333312;-0,5829328;1,084274;1,894573;1,168871;-4,523674;4,47201;-0,7869037;-6,896146;-2,772421;0,2384689;-1,613389;1,100789;-4,180803;-1,444323;1,859477;1,044028;-3,315533;0,304033;2,466122;-2,149428;2,217904;2,147432;-0,8680078;-3,037479
14|RandomParents|0,1162632|-0,3242264;-1,325408;3,925081;2,678985;-0,0508402;-4,385507;1,298504;1,661225;3,14733;-4,611576;4,304479;0,1101523;-5,07214;-2,900161;0,7147923;-0,8559084;4,331273;-3,065238;-1,449615;2,291579;0,26924;-3,757594;1,226869;2,600716;-2,31317;2,097838;3,425323;-2,167218;-3,521736
15|RandomParents|0,1150509|-0,9497343;-0,4749822;4,719929;3,269976;-0,6376998;-0,5960858;0,4815962;1,810042;1,709196;-6,135848;4,683887;-0,6566916;-6,985913;-2,788306;0,559774;-1,716885;1,43638;-4,49471;-1,459186;2,307519;1,405751;-2,177281;0,9985847;2,173682;-2,530471;3,383839;1,796621;-1,437216;-3,327523
16|RandomParents|0,09967981|-5,037736;2,4494;2,387647;4,490505;-1,693409;5,816669;-2,617861;-0,5886911;0,5732943;-3,807834;-0,620256;3,838417;3,755642;-3,061019;-2,204247;-1,837233;-2,855927;-2,378738;-0,9560145;-4,683506;0,06519996;0,655108;-1,116567;2,543351;5,257191;-3,154268;0,868937;-3,965433;0,02236709
17|RandomParents|0,09763971|-0,1395627;-0,9918079;5,149764;3,075348;-0,7908872;-1,06631;2,053454;1,953592;1,465672;-5,191505;3,879464;-1,239807;-6,526423;-2,253455;-0,6665908;-2,390309;2,242734;-3,791593;-0,3057207;2,762534;0,7044702;-2,348494;0,6455806;2,766485;-3,063697;2,95913;2,505263;-1,827479;-3,170644
18|RandomParents|0,09303492|0,186612;-1,804016;4,716438;2,648994;-0,5234728;-3,965226;0,8238158;1,196424;3,22655;-4,009353;4,286013;-1,34878;-5,306899;-3,334172;0,3104696;-1,931066;2,996741;-3,245235;-0,6342176;2,67683;0,3322573;-2,875006;0,4841347;2,401239;-2,057745;0,8474116;2,963516;-1,899755;-3,836187
19|RandomParents|0,09288078|-5,23189;2,738469;1,009217;4,88175;-1,526343;5,423276;-3,900458;-0,119375;-0,01375374;-3,049444;-0,6706296;3,581277;3,489669;-4,502316;-2,763456;-1,363028;-2,744625;-1,643354;-0,9489753;-4,35343;-0,4862545;0,3301663;-1,158055;2,052887;5,551286;-4,193664;1,455008;-3,002394;0,463258
20|RandomParents|0,08809684|-1,045896;1,369251;4,742742;-3,126843;0,9837582;-2,310248;-3,081209;0,8830787;-3,405512;-0,3595113;3,975701;0,4206499;1,626963;-0,2254843;-1,133142;-4,782321;-1,356463;-1,454383;1,350891;-2,355267;1,600065;-3,320336;3,680439;4,256151;-2,009638;-3,979839;-2,386446;-2,675952;1,41296
21|RandomParents|0,0865778|-0,9404407;-0,3151351;5,06225;2,25153;0,7288963;-0,549628;1,676878;1,094541;1,278486;-5,705911;3,72907;-2,33183;-4,770805;-2,457571;1,344994;0,1870994;1,582368;-4,136747;-2,500722;1,971613;0,8780455;-3,182265;0,2519356;3,237188;-1,703;1,660524;1,817356;-2,161305;-3,109629
22|RandomParents|0,08637802|-1,622356;1,907297;4,742742;-3,92447;0,7231637;-1,425175;-3,389097;1,144954;-3,363165;0,1174454;3,666766;1,458017;1,423805;-0,3126584;-0,8438522;-4,575298;-1,026625;-2,349067;2,077651;-3,187557;1,693646;-2,821922;3,859401;4,011192;-1,366866;-4,276529;-1,772552;-1,898386;1,416465
23|RandomParents|0,08342735|-1,015512;1,907297;3,98883;-3,952986;0,5431139;-1,564141;-3,342001;1,659377;-3,91583;-0,365312;3,646289;1,630288;1,626963;-0,1207862;-0,4085394;-4,751689;-1,819391;-1,238936;1,570965;-2,465769;2,224648;-3,268384;3,777851;4,344162;-0,9167149;-4,953104;-2,994802;-2,490473;1,557722
24|RandomParents|0,08137099|-1,413993;2,090195;4,467552;-3,952986;0,3687774;-1,465017;-3,342001;1,518559;-3,44305;-0,365312;3,646289;1,630288;1,626963;-0,424094;0,0276978;-4,111149;-1,76614;-1,420137;1,570965;-2,465769;2,224648;-3,583313;3,536823;4,344162;-1,111897;-4,365788;-2,958478;-2,655112;1,669345
25|RandomParents|0,07954857|-0,3242264;-1,325408;4,12494;2,204652;-0,0508402;-4,386433;1,294042;1,759502;3,14733;-4,700396;4,175184;0,4790605;-5,07214;-2,264795;0,7112577;-1,295218;4,331273;-3,065238;-1,449615;2,283966;0,1973809;-3,53246;1,598891;2,849261;-2,736774;1,981529;2,953705;-2,47503;-2,964626
