Generation: 19 | maxFitness: 0,6101888 | maxFitnessGen: 0,2333549 | maxFitnessGenBuf: 0,2248044
N TotallyRandom: 1 | N RandomParents: 0 | N Top2: 80 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,2248044|2,287737;-1,169658;-4,44776;-4,487577;-3,908649;5,745481;-3,989004;-4,354575;-0,003340755;-0,0519219;-3,058115;-0,9552261;0,5697919;0,07638323;3,951882;-1,268373;2,761153;2,416483;1,210294;-1,038329;5,529323;-2,946459;2,171083;2,281917;-1,696514;3,688713;-5,043539;-3,228931;4,317286
1|TOP2|0,2224717|2,287737;-1,065298;-4,243826;-4,297419;-3,745597;5,632845;-3,496695;-4,580514;-0,3314846;-0,0519219;-3,058115;-1,177339;0,2523581;0,1109623;3,748286;-1,270008;2,761153;3,169315;1,271951;-0,6047742;5,604263;-2,947985;2,253293;2,281917;-1,607794;3,688713;-5,043539;-3,433971;4,317286
2|TOP2|0,2212963|2,618073;-1,490328;-4,44776;-4,643305;-3,745597;5,632845;-3,496695;-4,437378;-0,4298656;0,070279;-3,013679;-0,9552261;0,5447842;0,3532455;3,748286;-1,310669;2,761153;2,617479;1,141755;-1,038329;5,604263;-2,904851;2,607048;2,171719;-2,23452;3,688713;-5,080312;-3,478187;4,317286
3|TOP2|0,2177831|1,855995;-1,490328;-4,44776;-4,247729;-3,745597;5,632845;-3,496695;-4,31568;-0,01117954;-0,0519219;-2,952663;-0,9552261;0,6457781;0,3532455;3,748286;-1,788123;2,761153;2,747636;1,141755;-0,7116569;5,604263;-3,19939;2,338831;2,281917;-2,428297;3,276412;-5,043539;-3,758102;4,317286
4|TOP2|0,2175348|2,287737;-1,490328;-4,205909;-4,792165;-3,745597;5,632845;-3,685727;-4,31568;-0,01117954;0,3506226;-3,058115;-0,9552261;0,5697919;0,3532455;3,748286;-1,722116;2,323064;2,747636;1,141755;-1,038329;5,604263;-3,000767;2,253293;2,281917;-2,395348;3,688713;-5,043539;-3,082686;4,638717
5|TOP2|0,2137709|2,287737;-1,958713;-4,44776;-4,487577;-3,745597;5,632845;-3,496695;-4,196572;-0,01117954;0,4380093;-3,409662;-0,9552261;0,9686676;0,3113332;3,748286;-1,304469;2,761153;2,747636;1,141755;-1,038329;5,604263;-2,744416;1,800544;2,281917;-1,831341;3,688713;-5,270718;-3,478187;4,317286
6|TOP2|0,2091779|2,781233;-1,757732;-4,304502;-4,487577;-4,10088;5,160323;-3,496695;-4,19301;-0,01117954;-0,3539739;-3,058115;-0,4554359;0,8088381;-0,1391423;3,820466;-1,359022;2,374905;2,334669;1,141755;-0,6115764;5,604263;-3,19939;2,253293;2,281917;-2,101584;3,76745;-4,771148;-3,478187;4,459913
7|TOP2|0,2080893|2,369699;-1,820347;-4,44776;-4,79156;-3,880628;5,632845;-3,986463;-4,173484;-0,01117954;-0,0519219;-3,058115;-0,9552261;0,9892402;0,4282807;3,979681;-1,490231;2,761153;2,747636;0,6684028;-0,8209699;5,762561;-3,19939;2,253293;2,281917;-2,101584;4,161989;-5,043539;-3,478187;4,084681
