Generation: 39 | maxFitness: 0,6101888 | maxFitnessGen: 0,2424465 | maxFitnessGenBuf: 0,2373995
N TotallyRandom: 1 | N RandomParents: 0 | N Top2: 80 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,2373995|2,203208;-1,25091;-4,906286;-4,227935;-3,88787;4,126486;-4,275732;-5,143612;-0,4214579;-0,1457096;-3,407036;-0,3654223;1,412503;0,212145;6,218894;-1,332763;3,549316;2,888456;-0,3461534;-2,266706;4,668453;-3,440147;2,719765;2,13954;-2,806186;2,501721;-6,585452;-2,288193;4,851645
1|TOP2|0,2353917|2,203208;-1,054778;-4,906286;-4,156256;-3,741537;4,295152;-4,374879;-5,360901;-0,4214579;-0,4991987;-3,407036;0,2938543;1,363758;0,07275519;6,365532;-1,250778;3,072369;2,484748;-0,3461534;-2,20624;5,111212;-3,148544;2,719765;2,13954;-2,64334;2,920442;-6,684059;-2,642525;4,494625
2|TOP2|0,2352597|2,203208;-1,25091;-4,594267;-4,218102;-3,741537;4,676976;-4,673998;-5,143612;-0,4214579;-0,1874508;-3,178948;-0,4816803;1,131741;0,1489256;6,434635;-1,332763;3,112855;2,484748;-0,6451194;-2,20624;5,021958;-2,716701;2,719765;2,13954;-2,806186;3,332606;-6,574718;-2,262495;4,186337
3|TOP2|0,2335043|2,203208;-1,25091;-5,297256;-4,580879;-3,741537;4,530983;-4,294116;-5,159346;-0,4214579;-0,1874508;-3,198616;-0,1750218;1,262518;0,3069533;6,208188;-1,752153;3,363017;2,472458;-0,8204618;-2,095448;4,668453;-3,424831;2,719765;2,51104;-2,806186;2,920442;-6,574718;-2,104971;4,52183
4|TOP2|0,2331709|2,259877;-1,25091;-4,661374;-4,089318;-3,757446;4,502977;-4,275732;-5,507806;-0,4214579;-0,1874508;-3,407036;-0,3351683;1,262518;0,6493307;6,218894;-1,420666;3,549316;2,605937;-0,3461534;-2,60823;4,668453;-3,148544;2,277839;1,6414;-2,806186;2,920442;-6,778851;-2,262495;4,52183
5|TOP2|0,2331538|2,372112;-1,157381;-4,906286;-4,089318;-3,741537;4,64881;-4,571022;-4,945818;-0,4214579;-0,02992611;-3,407036;2,866983E-05;1,748026;0,4810202;6,218894;-1,294541;3,549316;2,251084;-0,5304871;-2,20624;4,668453;-3,632895;2,719765;2,08887;-3,237552;2,956996;-6,204097;-2,504275;4,52183
6|TOP2|0,2319337|2,656176;-1,25091;-4,906286;-4,089318;-3,741537;4,414944;-4,275732;-5,081804;-0,4214579;-0,3298517;-3,871832;0,07984567;1,262518;0,212145;6,218894;-1,332763;3,083704;2,120684;-0,3461534;-2,03094;4,668453;-3,148544;2,731188;2,091086;-3,262271;2,920442;-6,460593;-2,064814;4,85033
7|TOP2|0,2312694|2,203208;-1,003217;-4,906286;-4,5815;-3,741537;4,222074;-4,275732;-4,689787;-0,4214579;-0,1874508;-3,05231;0,4309075;1,724036;-0,05021653;5,772327;-1,693137;3,549316;2,484748;-0,3461534;-2,20624;4,649315;-3,148544;2,799227;2,067101;-2,446612;3,220067;-6,141657;-2,347948;4,52183
