Generation: 3 | maxFitness: 0,2588646 | maxFitnessGen: 0,2400278 | maxFitnessGenBuf: 0,2265143
N TotallyRandom: 1 | N RandomParents: 0 | N Top2: 80 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,2265143|2,950627;-2,053093;-3,569025;-4,496482;-4,118689;5,040726;-4,15984;-4,573913;-1,061605;-0,7074718;-2,679053;-0,8863374;-0,5080233;-0,1087468;4,649328;-1,10586;2,272538;1,374687;1,718951;-0,9167087;5,085247;-3,112834;0,9743938;3,521648;-0,956304;3,203784;-3,307761;-3,498947;4,696325
1|TOP2|0,226295|3,521912;-1,833894;-4,028792;-4,872152;-4,003629;4,754051;-4,140535;-4,573913;-1,410102;-0,3960069;-2,679053;-1,570836;-0,5080233;-0,4731097;4,482641;-1,10586;1,978458;1,374687;1,718951;-0,5202787;5,190134;-3,061699;0,5078338;3,521648;-0,956304;2,979395;-3,307761;-3,054076;4,926393
2|TOP2|0,2197342|3,090361;-2,053093;-3,680699;-4,872152;-4,003629;4,605863;-3,975419;-4,573913;-1,681824;-0,7074718;-2,200872;-1,761186;-0,4928349;-0,09161758;4,942275;-1,10586;1,936676;1,796874;1,718951;-0,5202787;4,835472;-3,112834;0,5615461;3,185271;-0,7102751;3,270404;-2,864619;-3,045181;4,250033
3|TOP2|0,2186353|3,090361;-2,102435;-3,243329;-4,872152;-4,003629;4,752633;-4,463821;-4,097299;-1,685884;-0,7074718;-2,679053;-1,767371;-0,7913635;-0,09161758;5,145757;-0,6160469;1,978458;1,329067;2,073476;-0,4501769;5,057749;-2,862164;0,1837432;3,607506;-0,956304;2,979395;-2,927885;-3,054076;4,341377
4|TOP2|0,2168264|3,090361;-1,778182;-3,680699;-4,872152;-3,826861;4,691046;-3,975419;-4,496162;-1,410102;-0,8968351;-2,679053;-1,582124;-0,5080233;-0,09161758;4,649328;-1,517978;1,942673;1,655585;1,86162;-0,5202787;5,040251;-3,54278;0,1403806;3,521648;-1,339698;2,823716;-3,307761;-3,054076;4,675343
5|TOP2|0,2166816|3,090361;-2,449745;-3,915506;-4,872152;-4,003629;4,669425;-3,975419;-4,322363;-1,410102;-1,07027;-2,433628;-1,353866;-0,5080233;-0,09161758;4,649328;-1,10586;1,938061;1,374687;1,663887;-0,4969226;5,040251;-3,393772;0,5615461;3,521648;-1,26782;3,046463;-3,785967;-3,054076;4,814368
6|TOP2|0,2152621|2,810137;-1,64919;-3,680699;-4,872152;-4,003629;4,605863;-3,975419;-4,573913;-1,095207;-0,8745214;-2,330907;-1,353866;-0,5450336;-0,5065209;4,649328;-1,489056;2,202436;1,374687;1,67466;-0,6298814;5,040251;-2,949453;0,9620328;3,837636;-1,053173;2,979395;-3,307761;-3,054076;4,675343
7|TOP2|0,2148062|3,090361;-2,053093;-3,680699;-4,872152;-4,182809;4,605863;-3,975419;-4,573913;-0,9228606;-0,7074718;-2,976643;-0,9202228;-0,5080233;-0,09161758;4,938722;-0,7732412;1,978458;1,374687;1,718951;-0,5202787;5,040251;-2,803266;0,5615461;3,217427;-0,956304;2,979395;-3,393425;-3,054076;4,500962
