Generation: 44 | maxFitness: 0,6101888 | maxFitnessGen: 0,3081611 | maxFitnessGenBuf: 0,2306043
N TotallyRandom: 1 | N RandomParents: 0 | N Top2: 80 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,2306043|1,894755;-0,4855892;-4,751059;-4,378904;-3,532752;4,712283;-4,956168;-4,9373;-0,2207894;-0,08246282;-3,336831;-1,511245;1,520615;0,5532836;6,171082;-1,213679;2,922332;3,865671;-0,4881224;-3,113464;4,928376;-2,648287;2,192633;2,461128;-2,403572;2,501721;-6,64627;-3,046948;4,342554
1|TOP2|0,2296463|1,894755;-0,3914763;-5,064297;-4,256303;-3,802747;4,712283;-5,249046;-4,9373;-0,376649;-0,08246282;-3,336831;-1,063969;1,520615;0,5532836;6,321372;-1,213679;3,764078;3,549864;-0,4881224;-3,608526;5,15133;-2,228773;2,400818;2,360828;-2,832048;2,501721;-6,150613;-3,046948;4,203794
2|TOP2|0,2280006|1,900591;-0,4349774;-5,674269;-4,378904;-3,802747;4,712283;-5,166617;-4,798514;-0,7525117;-0,08246282;-3,336831;-1,441736;1,317709;0,5532836;6,652062;-0,9257587;3,611427;3,362596;-0,4881224;-3,113464;5,039611;-2,648287;2,473975;2,300986;-2,297133;2,501721;-6,64627;-3,334326;4,342554
3|TOP2|0,2205044|1,672077;-0,679597;-4,931332;-4,365026;-3,746368;4,712283;-4,84275;-4,9373;-0,4929758;-0,08246282;-3,173919;-1,30819;1,765841;0,5532836;6,428085;-1,003074;3,415707;3,549864;-0,2569012;-3,113464;4,901179;-2,648287;2,108947;2,360828;-2,277791;2,501721;-6,64627;-3,046948;4,690638
4|TOP2|0,2186051|1,894755;-0,1658698;-5,194117;-4,760962;-3,318276;4,712283;-4,952514;-4,9373;-1,047442;-0,08246282;-3,426342;-0,9259034;1,576269;0,5532836;5,947111;-1,150391;3,415707;3,640193;-0,4881224;-3,324069;5,15941;-2,864285;2,049907;2,360828;-2,641805;2,506993;-6,64627;-3,046948;4,529668
5|TOP2|0,2182764|1,686973;-0,131764;-5,194117;-4,378904;-3,802747;4,712283;-5,249046;-4,9373;-0,3976499;0,2195543;-3,455993;-1,315075;1,489615;0,5532836;6,090148;-0,9988017;3,007671;3,128329;-0,4881224;-3,113464;4,991879;-2,648287;2,849161;2,360828;-2,641805;2,776048;-6,79917;-2,968;4,342554
6|TOP2|0,2176398|1,498158;-0,05288962;-5,340421;-4,378904;-3,353779;4,883622;-5,249046;-4,9373;-0,4677294;-0,08246282;-3,0428;-1,30819;1,520615;0,8536094;6,264431;-1,142879;3,415707;3,173699;-0,4881224;-3,113464;4,901179;-2,648287;2,308963;1,943387;-2,835633;2,932753;-6,64627;-3,046948;4,380627
7|TOP2|0,217558|1,483375;-0,4265817;-5,194117;-4,021666;-3,802747;5,000503;-5,249046;-4,9373;-0,7364545;-0,08246282;-3,279311;-1,469096;1,520615;0,98394;6,428085;-1,213679;3,415707;3,81901;-0,4881224;-2,675831;4,901179;-2,587406;2,473975;2,360828;-2,641805;2,501721;-6,64627;-2,72716;4,342554
