Generation: 15 | maxFitness: 0,6101888 | maxFitnessGen: 0,2280696 | maxFitnessGenBuf: 0,2464734
N TotallyRandom: 1 | N RandomParents: 0 | N Top2: 80 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,2464734|2,636596;-1,694476;-3,972222;-5,093377;-3,943063;5,632845;-3,369789;-4,31568;-0,4129699;-0,008634806;-2,971313;-0,9086096;0,2859993;0,5744482;3,702344;-1,722635;2,589138;2,320067;1,141755;-0,712868;5,419808;-3,508988;1,610127;2,143992;-1,620623;3,688713;-4,380607;-3,553301;4,18153
1|TOP2|0,2338947|2,968565;-2,024582;-3,655702;-4,929837;-3,943063;5,71682;-3,369789;-4,31568;-0,8174202;-0,008634806;-3,623534;-1,257394;0,489918;0,5744482;4,149801;-1,413313;2,342871;2,11733;1,189142;-0,735139;5,417881;-2,588742;1,433559;2,586212;-1,620623;3,688713;-4,496495;-4,250978;4,577032
2|TOP2|0,226178|2,968565;-1,786458;-4,079352;-5,663466;-3,943063;5,62246;-3,369789;-4,31568;-0,8174202;0,2626077;-3,639261;-0,5048476;0,5651097;0,5744482;4,490645;-1,722635;2,862248;2,11733;1,725942;-0,5240729;5,167753;-3,0781;1,433559;2,66742;-1,620623;3,688713;-4,857242;-4,116101;4,371624
3|TOP2|0,2218574|2,968565;-2,077384;-3,655702;-5,238348;-3,943063;5,62246;-3,369789;-4,31568;-1,296936;-0,008634806;-3,250149;-0,7869796;0,2859993;0,5744482;4,52662;-1,722635;2,789998;2,583884;1,657627;-0,712868;5,118707;-3,149016;1,433559;2,586212;-1,620623;3,641317;-4,6066;-3,965794;4,486455
4|TOP2|0,2189524|2,968565;-2,077384;-3,655702;-5,238348;-3,943063;5,62246;-3,83118;-4,062177;-0,8174202;-0,1299716;-3,517524;-0,8319034;0,7552491;0,5744482;4,149801;-1,297426;2,589138;1,72245;1,226972;-0,712868;4,941145;-3,0781;1,433559;2,955188;-2,060912;3,688713;-4,394586;-3,523739;3,884191
5|TOP2|0,2126901|3,246928;-2,108738;-3,564812;-5,238348;-3,833102;5,257882;-2,98875;-4,31568;-0,8174202;-0,008634806;-3,362275;-0,9086096;0,2859993;0,5744482;4,149801;-1,340232;2,577853;2,547954;0,8104025;-1,184211;5,334691;-3,131628;1,057899;2,586212;-1,462168;3,688713;-4,380607;-3,965794;4,304678
6|TOP2|0,2126544|2,763574;-2,425914;-3,655702;-5,238348;-3,716774;5,630566;-3,232845;-4,31568;-0,8174202;-0,4410129;-3,362275;-0,9086096;0,2859993;0,9466379;4,20169;-1,446434;3,068107;2,146377;1,255511;-0,8630237;4,941145;-3,0781;1,433559;2,586212;-1,620623;3,688713;-4,844883;-3,976953;4,304678
7|TOP2|0,2118316|3,264233;-2,414877;-3,655702;-5,735615;-3,711228;5,62246;-3,232838;-4,789606;-0,8174202;-0,008634806;-3,362275;-0,4383394;0,2859993;0,5744482;4,149801;-1,799917;2,589138;2,11733;1,255511;-0,4448093;5,051004;-3,0781;1,433559;2,749825;-1,620623;3,688713;-4,808585;-3,666526;4,261243
