Generation: 48 | maxFitness: 1,889639 | maxFitnessGen: 1,790402 | maxFitnessGenBuf: 1,724083
N TotallyRandom: 5 | N RandomParents: 10 | N Top2: 25 | Min Mutation: 0,2

Index: 0 | Name: car 8 | Brain Type: RandomParents | Fitness: 1,724083 | BrainData : -0,5254248;5,526881;3,561084;4,934345;-9,922267;3,881928;-0,04227877;-5,738214;-0,2631617;1,447672;5,098554;-8,136962;1,609393;2,781243;-5,350402;4,042681;-0,2672247;11,98814;8,110848;5,31761;4,029921;-3,462609;4,771316;-2,65536;-0,5548706;4,877691
Index: 11 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,724083 | BrainData : -0,5254248;5,021242;3,526949;4,934345;-6,612741;1,578216;-0,7023195;-3,858868;-0,3563228;1,447672;4,752879;-8,136962;1,609393;2,781243;-8,784511;0,743314;-2,404488;12,195;11,03769;5,312491;4,029921;-3,00007;4,771316;-1,606416;-0,5548706;4,877691
Index: 12 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,724083 | BrainData : 1,824421;3,727107;3,526949;4,934345;-5,289894;0,277465;-0,7023195;-3,858868;-0,3563228;1,447672;5,903387;-8,136962;1,609393;2,781243;-8,784511;2,705199;-0,2672247;12,74377;11,03769;5,312491;4,029921;-3,00007;4,771316;-1,606416;-0,5548706;4,877691
Index: 13 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,724083 | BrainData : -0,5254248;3,235904;2,060815;4,934345;-8,856657;0,4005579;0,2872248;-3,703556;-0,3563228;0,7127262;5,903387;-8,136962;1,609393;2,781243;-8,784511;2,705199;-0,4477848;12,74377;13,09906;3,372976;4,029921;-3,00007;4,771316;-1,606416;-0,5548706;4,877691
Index: 14 | Name: car 25 | Brain Type: TOP2 | Fitness: 0,7841956 | BrainData : -0,5254248;3,235904;3,526949;4,934345;-6,612741;1,578216;-0,7023195;-3,858868;-0,3563228;1,447672;4,73059;-8,136962;1,609393;4,444974;-8,784511;2,705199;-0,2672247;12,74377;11,03769;6,915844;4,301907;-3,00007;4,771316;-1,606416;-0,5548706;4,877691
Index: 15 | Name: car 7 | Brain Type: RandomParents | Fitness: 0,7572203 | BrainData : 1,689376;-3,292725;-2,101803;1,372396;0,4149585;-3,165915;0,7134943;3,493052;3,874083;3,595826;4,46505;3,533702;-3,358521;-1,179655;-2,788085;2,648816;6,162249;0,2643509;-0,9409828;-4,584694;-1,384062;-0,02173328;-2,934857;-4,99192;-2,49918;-0,1710372
Index: 16 | Name: car 24 | Brain Type: TOP2 | Fitness: 0,6317222 | BrainData : -0,5254248;1,288137;3,526949;4,934345;-6,612741;0,752705;-0,7023195;-3,858868;-0,3563228;1,447672;3,970963;-8,136962;1,609393;2,480137;-8,784511;2,705199;-1,890496;12,74377;11,03769;7,63781;4,468023;-3,00007;4,771316;-1,606416;-0,5548706;4,877691
Index: 17 | Name: car 21 | Brain Type: TOP2 | Fitness: 0,6166015 | BrainData : -0,5254248;1,550733;3,526949;4,934345;-6,612741;1,578216;-0,7023195;-3,858868;-0,3563228;1,447672;6,907353;-8,136962;1,146411;2,781243;-8,784511;0,3841937;-0,2672247;10,35784;11,71477;5,312491;4,029921;-3,00007;4,771316;-1,606416;-0,5548706;5,193932
Index: 18 | Name: car 20 | Brain Type: TOP2 | Fitness: 0,582603 | BrainData : -0,5254248;3,235904;3,526949;4,934345;-6,612741;1,578216;-0,7023195;-3,858868;-0,3563228;1,447672;7,351682;-8,136962;1,609393;2,781243;-8,784511;2,705199;-0,2672247;12,74377;8,763306;5,312491;3,962966;-1,536189;4,13856;-1,606416;-0,5548706;4,877691
Index: 19 | Name: car 32 | Brain Type: TOP2 | Fitness: 0,5114986 | BrainData : -0,5254248;3,235904;3,526949;4,934345;-4,557028;1,578216;-0,7023195;-5,457145;-0,3563228;0,6492847;3,918309;-8,136962;1,609393;2,714403;-8,784511;2,705199;-0,2672247;12,74377;11,03769;5,312491;4,029921;-4,116662;4,771316;-1,104468;-0,7426715;6,129281
Index: 20 | Name: car 1 | Brain Type: RandomParents | Fitness: 0,4458218 | BrainData : -0,8397239;3,644834;3,395257;4,934345;-6,656286;1,578216;-0,786149;-4,5705;-0,2631617;1,447672;5,098554;-8,136962;0,6439489;2,781243;-6,720572;4,211991;2,174472;11,25865;11,08937;5,31761;2,616752;-2,923733;4,771316;-0,29935;-0,5548706;4,877691
Index: 21 | Name: car 19 | Brain Type: TOP2 | Fitness: 0,4392247 | BrainData : -0,5254248;4,680602;3,526949;4,934345;-6,612741;1,578216;-0,7023195;-3,858868;-0,3563228;1,447672;5,903387;-8,136962;1,609393;2,781243;-8,784511;2,705199;-0,2672247;12,74377;11,03769;5,312491;4,029921;-3,00007;3,203852;-1,606416;-0,5548706;4,877691
Index: 22 | Name: car 38 | Brain Type: TOP2 | Fitness: 0,4363011 | BrainData : -0,7493413;3,235904;3,526949;4,824847;-6,612741;2,618035;-0,7023195;-3,858868;-0,7869689;1,447672;5,903387;-8,136962;1,609393;2,781243;-8,784511;2,705199;-0,2672247;12,74377;11,03769;5,312491;4,029921;-3,00007;5,883762;-1,606416;-0,5548706;4,877691
Index: 23 | Name: car 29 | Brain Type: TOP2 | Fitness: 0,4104233 | BrainData : -0,5254248;1,541932;3,526949;4,934345;-6,612741;1,578216;-0,7023195;-5,650986;-0,3563228;-1,034133;5,903387;-7,586914;1,609393;2,781243;-8,784511;2,705199;-0,2672247;12,85474;11,03769;6,738347;2,067775;-4,452128;4,771316;-3,655555;-0,5548706;4,877691
Index: 24 | Name: car 39 | Brain Type: TOP2 | Fitness: 0,4103676 | BrainData : -0,5254248;3,235904;3,526949;4,934345;-6,612741;1,578216;-0,7023195;-3,858868;1,488803;1,447672;7,116492;-8,136962;1,609393;2,781243;-8,784511;2,705199;-0,2672247;12,74377;11,03769;5,312491;4,029921;-5,086344;2,788589;-1,606416;-0,5548706;4,877691
Index: 25 | Name: car 2 | Brain Type: RandomParents | Fitness: 0,4102566 | BrainData : -0,5254248;5,526881;2,963161;4,934345;-9,922267;3,989447;-1,109475;-7,596725;0,5876164;1,447672;5,098554;-10,58386;1,609393;2,781243;-6,325477;4,211991;-0,2672247;11,98814;9,084734;5,31761;4,029921;-4,290052;3,488528;-4,512639;-0,5548706;5,289088
Index: 26 | Name: car 4 | Brain Type: RandomParents | Fitness: 0,4098265 | BrainData : -0,5254248;5,526881;3,561084;5,882394;-9,922267;1,578216;-2,10539;-5,43758;-0,2631617;1,383025;6,202237;-8,136962;1,609393;1,098495;-6,913507;4,211991;-0,2672247;11,98814;9,084734;4,127375;1,933519;-2,896767;4,771316;-4,66668;-0,5548706;4,877691
Index: 27 | Name: car 17 | Brain Type: TOP2 | Fitness: 0,4098184 | BrainData : -0,5254248;3,235904;3,526949;3,714048;-6,612741;0,738763;-0,7023195;-3,858868;-0,3563228;1,447672;5,903387;-7,87268;1,609393;2,781243;-8,784511;2,705199;-0,2672247;12,74377;11,03769;5,312491;1,905945;-3,00007;4,771316;-0,9402621;-0,5548706;4,877691
Index: 28 | Name: car 16 | Brain Type: TOP2 | Fitness: 0,380454 | BrainData : -0,5254248;3,235904;3,526949;4,934345;-6,612741;1,578216;-0,7023195;-3,858868;-0,3563228;1,447672;5,903387;-8,136962;1,609393;2,781243;-8,784511;2,705199;-0,2672247;12,74377;11,03769;5,312491;4,029921;-3,00007;5,58718;-1,606416;-0,5548706;6,959405
Index: 29 | Name: car 5 | Brain Type: RandomParents | Fitness: 0,3804379 | BrainData : -0,5254248;5,526881;3,13759;4,934345;-7,096891;0,4483517;-1,109475;-5,738214;-0,2631617;1,447672;5,903387;-7,135523;3,291106;2,781243;-6,913507;5,433779;0,8969822;12,74377;11,03769;5,312491;3,218955;-3,777104;2,6066;-3,857245;-0,5548706;4,877691
Index: 30 | Name: car 6 | Brain Type: RandomParents | Fitness: 0,3756155 | BrainData : -0,5254248;5,526881;3,996953;4,934345;-9,904375;1,578216;-1,565863;-3,562927;-0,2631617;1,447672;5,098554;-8,136962;1,609393;2,781243;-6,913507;4,390358;-0,2672247;11,98814;9,084734;5,31761;4,029921;-4,290052;4,771316;-2,65536;-0,5548706;6,882001
Index: 31 | Name: car 0 | Brain Type: RandomParents | Fitness: 0,3486309 | BrainData : 1,817914;-1,870234;-3,180939;-4,654254;3,966259;-1,802242;0,8930378;-1,295769;4,100206;-3,669401;0,3608184;4,823654;-1,824295;3,737179;2,679344;2,168812;-3,3875;4,033935;-0,05251837;0,8040528;-3,316751;-0,5946417;-4,162943;-3,964744;1,257833;3,817486
Index: 32 | Name: car 36 | Brain Type: TOP2 | Fitness: 0,340376 | BrainData : -0,5254248;3,235904;4,695164;4,934345;-6,612741;1,578216;-0,7023195;-3,858868;-1,4805;1,447672;5,903387;-8,136962;1,609393;2,781243;-7,707438;2,705199;-0,2672247;12,74377;11,03769;5,312491;4,029921;-3,00007;7,153903;-1,606416;-0,5548706;4,877691
Index: 33 | Name: car 14 | Brain Type: TotallyRandom | Fitness: 0,3244165 | BrainData : -1,584575;0,6658525;-4,635085;-4,968076;2,429379;-3,44275;-2,640156;4,885511;4,220122;4,99234;-4,804672;3,259908;-0,302599;1,014166;0,5139394;3,832124;3,565026;2,019088;2,460152;-3,031894;3,435822;-2,726028;-3,821473;-3,743927;3,237242;-2,319348
Index: 34 | Name: car 13 | Brain Type: TotallyRandom | Fitness: 0,2824351 | BrainData : 4,1849;0,4176373;1,364378;-3,835616;-0,1775079;0,406477;1,194703;0,9117012;3,482647;-4,376641;0,2202291;1,58636;-4,37361;0,2544694;3,003917;-4,831636;-1,21592;4,033391;4,275844;-0,4585724;3,453484;3,819376;0,3025527;4,448796;-0,4877572;2,785959
Index: 35 | Name: car 40 | Brain Type: RandomParents | Fitness: 0,2596734 | BrainData : -2,338874;-0,3871961;-3,545032;1,657034;-4,04614;4,131607;4,179987;2,809652;1,474317;-1,224165;-3,669261;-3,109225;-0,05836678;-0,4583044;1,481261;2,874515;0,7100182;0,6846218;-4,447363;4,946542;2,982256;-2,519936;-0,7104154;-4,932065;-0,6828504;-3,046512
Index: 36 | Name: car 12 | Brain Type: TotallyRandom | Fitness: 0,2519771 | BrainData : -3,46218;1,85726;-2,543066;3,157356;-3,032922;-1,713932;0,06976652;4,335518;2,081882;-3,271187;-3,879752;2,054672;-3,226327;2,000436;-4,941034;-4,051311;-2,377508;-1,322122;4,620628;-4,340695;2,071762;0,07082748;3,737154;2,442022;-1,514258;1,82711
Index: 37 | Name: car 11 | Brain Type: TotallyRandom | Fitness: 0,2503431 | BrainData : 4,790635;-4,416533;-1,138951;-0,1417403;1,409705;3,290938;2,982074;2,478106;-1,724569;-2,378181;4,605731;3,101088;-1,204904;0,6026154;-0,9007983;0,4748816;0,8116632;4,177787;-4,981169;-4,149407;1,63041;-2,575489;-1,692012;1,095628;-4,694706;0,4411988
Index: 38 | Name: car 33 | Brain Type: TOP2 | Fitness: 0,2468395 | BrainData : 0,2395638;3,235904;5,269221;4,934345;-6,612741;1,578216;-2,701802;-3,209474;-0,3563228;1,447672;5,903387;-8,136962;1,609393;2,781243;-8,784511;2,705199;-0,2672247;12,74377;11,03769;4,244416;4,029921;-4,900422;6,555354;-1,606416;-2,088996;4,877691
Index: 39 | Name: car 3 | Brain Type: RandomParents | Fitness: 0,2463309 | BrainData : -1,811402;5,526881;3,561084;4,672924;-9,455005;2,569944;-2,874638;-1,233246;-0,2631617;2,555821;3,454467;-6,251532;1,609393;2,781243;-5,423783;5,014577;-1,704772
