Generation: 9 | maxFitness: 1,852206 | maxFitnessGen: 1,759348 | maxFitnessGenBuf: 1,61606
N TotallyRandom: 5 | N RandomParents: 10 | N Top2: 25 | Min Mutation: 0,2

Index: 0 | Name: car 24 | Brain Type: TOP2 | Fitness: 1,61606 | BrainData : -3,480273;-1,610379;-0,2198238;6,216644;-2,818977;0,4611666;-0,0499239;-3,777153;-0,2063126;3,453057;3,174554;-1,495925;-0,781278;1,139259;-3,172409;0,9716331;0,5371878;6,548037;4,290979;0,1609888;4,066053;-2,265114;4,771316;-6,15384;-0,5548706;4,877691
Index: 26 | Name: car 14 | Brain Type: TotallyRandom | Fitness: 0,2927269 | BrainData : -3,531236;-3,717823;2,694595;2,371262;-2,955619;-2,359736;-3,460443;4,997678;-4,776689;2,620972;-2,121864;2,986046;4,806821;-2,067965;0,4907017;3,361249;-4,451324;3,423397;-1,575033;0,7813663;0,9913926;-4,526833;2,819591;-3,700899;3,550327;-4,389237
Index: 27 | Name: car 8 | Brain Type: RandomParents | Fitness: 0,2925137 | BrainData : -3,427809;-4,449645;-0,4076095;2,731543;-5,133222;-1,983811;4,694987;1,820528;3,947363;0,6427444;-3,664561;-4,719973;2,249635;3,961731;1,235271;2,04922;2,906374;2,201046;1,45841;0,1209121;3,741024;-1,133781;3,162701;0,0500102;2,130955;-4,036688
Index: 28 | Name: car 13 | Brain Type: TotallyRandom | Fitness: 0,2912577 | BrainData : -1,959715;-1,008347;-3,087777;-0,211441;1,830277;-2,083377;2,841014;-1,013408;-4,39788;2,030818;-3,845992;1,202975;-1,517957;-3,233174;-3,335842;-4,410791;-3,927151;-0,594676;1,179977;-3,584175;4,239161;-0,4109473;-1,775825;-1,207097;3,234111;1,61667
Index: 29 | Name: car 1 | Brain Type: RandomParents | Fitness: 0,2910159 | BrainData : -3,427809;-4,449645;-0,4076095;2,731543;-3,825625;-3,539655;4,694987;1,820528;4,13383;0,2162551;-3,664561;-4,719973;2,249635;4,910809;1,007092;2,04922;2,906374;2,201046;1,45841;0,1209121;5,805874;-1,133781;3,162701;0,0500102;2,130955;-1,77766
Index: 30 | Name: car 11 | Brain Type: TotallyRandom | Fitness: 0,2892052 | BrainData : 3,263459;1,459306;0,3964276;1,238038;-3,254131;-3,9967;4,095391;-4,648245;0,7081242;4,265115;4,565469;4,506647;-4,175592;-2,957855;-2,877532;2,123483;2,312964;2,718782;2,716908;-3,124509;1,354983;3,560543;3,124916;-0,9367685;4,748769;4,899284
Index: 31 | Name: car 19 | Brain Type: TOP2 | Fitness: 0,2869046 | BrainData : -2,744206;-1,610379;-0,2198238;6,216644;-2,818977;0,4611666;-0,0499239;-3,777153;-0,2063126;3,453057;2,193221;-1,448712;-0,781278;3,17325;-2,847414;0,9716331;0,2511749;6,548037;4,290979;0,1609888;4,066053;-4,894478;4,728599;-4,099075;-0,5548706;3,003406
Index: 32 | Name: car 31 | Brain Type: TOP2 | Fitness: 0,280458 | BrainData : -2,744206;-1,610379;-0,2198238;6,216644;-2,818977;0,4611666;-0,0499239;-3,189105;-0,2063126;3,453057;2,193221;-2,233249;-0,781278;3,214184;-3,172409;0,9716331;0,2363844;6,548037;4,290979;0,1609888;5,598004;-3,167006;4,395076;-4,099075;-0,5548706;2,986478
Index: 33 | Name: car 22 | Brain Type: TOP2 | Fitness: 0,2778657 | BrainData : -2,744206;0,6584842;-0,2198238;6,216644;-2,818977;0,4611666;-0,0499239;-3,777153;-0,2063126;3,453057;2,193221;-2,233249;-0,781278;1,139259;-3,172409;0,9716331;0,2363844;4,164447;6,268391;-0,863992;4,066053;-2,511761;4,728599;-4,099075;-0,5548706;2,527946
Index: 34 | Name: car 10 | Brain Type: TotallyRandom | Fitness: 0,2633339 | BrainData : -0,8815689;0,0348835;-4,78468;-2,228381;-0,3943534;3,010987;1,118695;3,310348;-1,615534;4,79459;-3,855919;-0,7082291;3,552409;-1,140589;4,226881;-2,647304;-3,101817;3,542326;4,887218;-3,599432;4,091393;-2,606997;0,05722713;-3,428378;-0,7078152;0,2351718
Index: 35 | Name: car 4 | Brain Type: RandomParents | Fitness: 0,2297114 | BrainData : -1,312249;-2,37699;3,223679;-3,017606;-3,288572;4,281421;-3,643515;-0,3194408;-0,214632;-0,466996;-2,607973;2,515808;2,325373;0,9726601;0,7907348;0,2683849;2,341361;4,877125;-2,552347;3,875688;1,578572;2,456094;1,016059;-3,650885;-2,516861;0,7222099
Index: 36 | Name: car 0 | Brain Type: RandomParents | Fitness: 0,2287219 | BrainData : 3,648693;0,4163532;-1,155405;-3,939305;-4,20855;0,0416069;4,798734;-2,058553;-1,88385;-2,900642;-4,161064;4,405408;-4,986342;-2,135484;0,142415;-2,884197;-0,9555669;-3,435816;1,370085;-2,63839;-2,427478;3,118611;4,513074;4,398134;-0,9470873;-1,789054
Index: 37 | Name: car 32 | Brain Type: TOP2 | Fitness: 0,2282596 | BrainData : -2,744206;-1,610379;1,8056;6,216644;-2,818977;0,4611666;-0,0499239;-3,777153;-0,2063126;3,453057;2,193221;-2,233249;-0,781278;1,139259;-3,172409;0,5657698;0,2363844;6,548037;4,290979;0,1609888;4,066053;-3,167006;4,728599;-4,099075;-2,126156;4,877691
Index: 38 | Name: car 39 | Brain Type: TOP2 | Fitness: 0,2280785 | BrainData : -2,744206;0,7466705;-0,2198238;6,216644;-2,818977;-0,5803242;-0,0499239;-3,777153;-0,2063126;3,453057;2,193221;-2,233249;-0,1082856;1,139259;-3,172409;0,9716331;0,2363844;4,634742;4,290979;0,1609888;4,066053;-3,167006;4,728599;-4,099075;-2,156496;4,877691
Index: 39 | Name: car 6 | Brain Type: RandomParents | Fitness: 0,2250047 | B
