Generation: 9 | maxFitness: 1,852206 | maxFitnessGen: 1,759348 | maxFitnessGenBuf: 1,61606
N TotallyRandom: 5 | N RandomParents: 10 | N Top2: 25 | Min Mutation: 0,2

Index: 0 | Name: car 24 | Brain Type: TOP2 | Fitness: 1,61606 | BrainData : -3,480273;-1,610379;-0,2198238;6,216644;-2,818977;0,4611666;-0,0499239;-3,777153;-0,2063126;3,453057;3,174554;-1,495925;-0,781278;1,139259;-3,172409;0,9716331;0,5371878;6,548037;4,290979;0,1609888;4,066053;-2,265114;4,771316;-6,15384;-0,5548706;4,877691
Index: 1 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,600659 | BrainData : -2,744206;-1,610379;-0,2198238;6,216644;-2,818977;0,4455237;1,858644;-3,568769;-0,2063126;3,453057;2,193221;-2,233249;-0,781278;1,139259;-3,172409;0,9716331;0,8009872;6,548037;4,290979;0,1609888;4,066053;-3,167006;4,728599;-4,099075;-0,5548706;4,877691
Index: 2 | Name: car 16 | Brain Type: TOP2 | Fitness: 1,600659 | BrainData : -2,744206;-1,610379;-0,2198238;6,216644;-2,818977;0,4611666;2,077867;-3,777153;-0,2063126;3,453057;1,061939;-2,233249;-0,781278;1,139259;-3,172409;0,9716331;0,2363844;6,548037;4,290979;0,1609888;4,066053;-2,576141;4,728599;-5,499681;-0,5548706;4,877691
Index: 3 | Name: car 21 | Brain Type: TOP2 | Fitness: 1,600659 | BrainData : -2,744206;-1,610379;-0,2198238;4,227572;-3,02613;0,4611666;-0,0499239;-3,777153;-0,2063126;3,453057;2,193221;-2,233249;-0,781278;1,139259;-3,172409;-1,187051;0,2363844;6,548037;4,290979;0,1609888;4,066053;-1,597543;4,728599;-4,099075;-0,5548706;4,877691
Index: 4 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,600659 | BrainData : -2,744206;-1,610379;-0,2198238;6,216644;-2,818977;0,4611666;-0,0499239;-3,777153;-0,2063126;3,453057;2,193221;-2,233249;-0,781278;2,903559;-3,172409;0,9716331;0,6121986;6,548037;4,290979;0,1609888;4,066053;-3,167006;4,728599;-3,416218;-0,5548706;4,877691
Index: 5 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,600659 | BrainData : -2,744206;-1,610379;-0,2198238;6,216644;-2,818977;2,778661;-0,0499239;-3,777153;-0,2063126;3,972045;2,193221;-2,233249;-0,781278;1,139259;-3,172409;0,9716331;0,2363844;6,548037;2,658499;0,1609888;4,066053;-3,167006;4,728599;-4,099075;-0,5548706;4,877691
Index: 6 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,600659 | BrainData : -2,744206;-1,610379;-0,2198238;6,216644;-2,818977;0,4611666;-0,0499239;-3,777153;-0,2063126;3,453057;2,193221;-2,233249;0,3878736;1,139259;-3,172409;0,9716331;0,2363844;6,548037;4,290979;0,1609888;4,066053;-3,167006;4,728599;-4,099075;-0,5548706;4,877691
Index: 7 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,600659 | BrainData : -2,744206;-1,610379;-0,2198238;6,216644;-2,818977;0,4611666;-0,0499239;-3,777153;-0,2063126;3,453057;2,193221;-2,233249;-0,781278;1,139259;-3,172409;0,9716331;0,2363844;7,662181;4,290979;0,1609888;4,066053;-3,167006;4,728599;-4,099075;-0,5548706;4,877691
Index: 8 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,600659 | BrainData : -2,744206;-1,610379;-0,2198238;6,216644;-2,818977;0,4611666;-0,0499239;-3,777153;1,637313;3,453057;2,193221;-2,233249;-2,174721;0,5728577;-3,172409;0,9716331;0,2363844;5,016556;4,290979;-2,152547;4,066053;-3,167006;4,728599;-3,246899;-0,5548706;4,877691
Index: 9 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,600659 | BrainData : -2,744206;-1,610379;-0,2198238;6,216644;-2,818977;1,745089;-0,0499239;-3,777153;-0,2063126;3,453057;2,193221;-2,233249;-0,781278;1,139259;-3,172409;0,9716331;2,491984;6,548037;4,290979;-0,006840959;4,066053;-3,167006;4,728599;-4,099075;-0,5548706;4,877691
Index: 10 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,600659 | BrainData : -2,744206;-1,610379;-0,2198238;6,216644;-2,818977;0,4611666;-0,0499239;-3,777153;-1,38938;3,453057;2,193221;-2,16622;-2,247143;1,139259;-4,511539;0,9716331;0,2851586;4,62639;4,290979;0,1609888;4,066053;-3,167006;4,728599;-4,099075;-0,5548706;4,877691
Index: 11 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,600659 | BrainData : -2,744206;-1,610379;0,6034016;6,216644;-2,818977;0,4611666;-0,0499239;-3,777153;0,4270558;3,453057;1,34739;-2,233249;-0,781278;1,139259;-3,172409;0,9716331;0,2363844;6,548037;4,290979;0,1609888;4,066053;-1,485278;4,728599;-4,099075;-0,5548706;4,877691
Index: 12 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,600659 | BrainData : -2,744206;-1,610379;-0,2198238;6,216644;-2,818977;0,4611666;-0,0499239;-4,873289;-0,2063126;3,453057;1,724725;-2,233249;-0,781278;1,139259;-3,172409;0,9716331;0,2363844;6,548037;4,290979;0,1609888;4,066053;-3,167006;4,728599;-4,099075;-0,5548706;4,877691
Index: 13 | Name: car 40 | Brain Type: RandomParents | Fitness: 1,556442 | BrainData : -0,425313;-0,6794138;-0,7192616;-4,295793;2,887833;-0,6091003;4,707173;-0,84832;-3,6614;-2,790371;-1,9375;-2,808732;-4,842188;-0,03202963;0,9837193;-1,330681;-0,4181557;-4,114603;2,770828;-3,557843;-4,602283;4,603937;-4,625396;-2,606926;-0,09534788;0,4065042
Index: 14 | Name: car 7 | Brain Type: RandomParents | Fitness: 0,8622446 | BrainData : -2,736517;-1,712919;-0,3424487;4,131188;-1,075495;-1,048782;-0,0499239;-3,777153;-0,2063126;5,660332;2,193221;-2,233249;-0,2229015;2,864682;-3,172409;1,465883;1,383434;6,548037;4,290979;0,1609888;4,066053;-3,167006;3,959585;-4,099075;-0,623558;4,877691
Index: 15 | Name: car 20 | Brain Type: TOP2 | Fitness: 0,8349811 | BrainData : -2,744206;-1,610379;-0,2198238;6,216762;-2,818977;0,4611666;-0,2573824;-3,777153;-0,2063126;3,453057;2,193221;-2,233249;-0,781278;1,139259;-3,172409;0,9716331;0,2363844;4,922632;4,290979;-0,9741449;4,066053;-3,167006;4,388546;-4,099075;-0,5548706;4,877691
Index: 16 | Name: car 35 | Brain Type: TOP2 | Fitness: 0,7388635 | BrainData : -2,744206;-1,610379;-0,2198238;6,216644;-2,818977;0,4611666;-0,0499239;-3,777153;-2,627455;3,453057;2,193221;-0,6900985;-0,781278;1,139259;-3,172409;0,9716331;-1,487406;6,548037;4,290979;0,1609888;3,67134;-3,167006;4,728599;-4,099075;-0,5548706;4,877691
Index: 17 | Name: car 23 | Brain Type: TOP2 | Fitness: 0,6063766 | BrainData : -2,744206;-0,35969;-0,2198238;6,216644;-1,243641;1,901311;-0,2697361;-3,777153;-0,2063126;3,453057;2,193221;-1,291239;-0,781278;1,688294;-3,172409;3,02769;0,2363844;4,865489;4,290979;0,1609888;3,483101;-3,167006;4,728599;-2,826037;-0,5548706;4,877691
Index: 18 | Name: car 17 | Brain Type: TOP2 | Fitness: 0,4230004 | BrainData : -2,744206;-1,610379;-0,2198238;6,216644;-4,120852;0,4611666;-0,0499239;-3,777153;-0,2063126;3,453057;3,933982;-2,233249;-0,781278;1,139259;-3,172409;0,9716331;0,2363844;6,548037;4,290979;0,1609888;3,597341;-3,167006;4,728599;-4,099075;-0,5548706;5,455336
Index: 19 | Name: car 12 | Brain Type: TotallyRandom | Fitness: 0,3450355 | BrainData : 1,827495;-0,4173713;-0,8189015;-4,111309;0,528049;2,161149;-3,339832;1,339124;-4,777735;-2,823875;1,005072;-0,8742719;-4,607279;-1,535456;4,997562;3,771433;-1,751454;1,115682;1,922397;1,076812;-3,822996;1,232523;-0,9901376;-0,1518602;4,528348;-3,66626
Index: 20 | Name: car 3 | Brain Type: RandomParents | Fitness: 0,3134473 | BrainData : -2,744206;-0,4463372;-0,2198238;2,193798;0,6092978;0,7223523;-0,0499239;-4,212127;-2,544476;1,467038;2,248409;-0,3922181;0,4915903;1,131917;-4,596056;0,4079419;-2,265559;6,928911;3,897191;-2,51393;4,066053;-3,167006;4,728599;-4,552934;0,4154625;3,716448
Index: 21 | Name: car 9 | Brain Type: RandomParents | Fitness: 0,3134473 | BrainData : -2,744206;-0,4463372;-0,2198238;2,31649;-1,178955;2,035422;-0,0499239;-4,212127;-2,246361;1,467038;2,248409;-0,3922181;0,4915903;1,131917;-4,596056;1,24567;-1,662583;6,928911;1,905728;-2,51393;4,066053;-3,167006;4,728599;-6,490366;0,4154625;3,716448
Index: 22 | Name: car 18 | Brain Type: TOP2 | Fitness: 0,3132727 | BrainData : -2,744206;-1,610379;-0,2198238;6,216644;-2,818977;0,4611666;-0,0499239;-3,777153;-0,2063126;3,453057;3,30671;-2,233249;-0,781278;1,139259;-3,384331;2,169667;0,2363844;6,548037;4,637143;-1,255299;4,066053;-3,45617;4,728599;-6,082769;-0,5548706;3,534571
Index: 23 | Name: car 15 | Brain Type: TOP2 | Fitness: 0,3091748 | BrainData : -2,744206;0,8102524;2,068107;6,216644;-2,818977;0,4611666;-0,0499239;-3,777153;-0,2063126;3,453057;2,193221;-3,80936;0,8381271;1,139259;-3,172409;0,9716331;-1,514194;6,548037;4,290979;-0,0406654;5,137356;-3,167006;6,257105;-4,099075;-0,5548706;4,877691
Index: 24 | Name: car 2 | Brain Type: RandomParents | Fitness: 0,3061129 | BrainData : -2,744206;-1,908566;-0,2198238;4,131188;-1,075495;0,4611666;2,389444;-3,777153;-0,2063126;3,453057;2,193221;-2,233249;-2,992806;-0,1201614;-3,172409;0,8778268;1,518166;6,548037;4,290979;0,1609888;4,066053;-3,167006;4,728599;-4,099075;-0,5548706;3,354351
Index: 25 | Name: car 5 | Brain Type: RandomParents | Fitness: 0,3056408 | BrainData : -2,942423;-1,908566;-0,2198238;4,131188;-3,29139;0,4611666;-1,121949;-3,777153;1,904188;3,453057;3,522124;-2,233249;1,621535;1,139259;-3,915561;1,24567;0,2363844;8,675574;5,770734;0,1609888;4,066053;-6,405002;4,728599;-4,099075;-0,5548706;3,123037
