Generation: 15 | maxFitness: 1,852206 | maxFitnessGen: 1,729231 | maxFitnessGenBuf: 1,719578
N TotallyRandom: 5 | N RandomParents: 10 | N Top2: 25 | Min Mutation: 0,2

Index: 0 | Name: car 3 | Brain Type: RandomParents | Fitness: 1,719578 | BrainData : -3,473496;-0,3248618;-0,2198238;4,22409;-4,832415;-0,7948309;-2,39786;-2,002831;0,9627662;2,808372;5,084185;-4,972491;1,733646;2,813231;-6,763108;0,9716331;2,30932;10,7964;6,201122;-1,071779;4,066053;-3,193269;4,771316;-3,981693;-0,5548706;4,877691
Index: 1 | Name: car 15 | Brain Type: TOP2 | Fitness: 1,719578 | BrainData : -1,057512;-2,0226;0,5281233;6,216644;-2,818977;-0,1814409;-1,512806;-3,777153;-0,2063126;3,724933;1,713465;-1,054511;-0,781278;0,192474;-4,514263;0,9716331;2,295543;4,810095;6,114176;-0,2246885;4,066053;-3,022032;4,771316;-7,841322;-0,5548706;4,877691
Index: 2 | Name: car 16 | Brain Type: TOP2 | Fitness: 1,719578 | BrainData : -1,219061;-2,0226;-0,2198238;6,216644;-2,818977;-0,1814409;-0,0499239;-3,777153;-2,383574;3,724933;1,713465;-1,495925;-0,781278;0,3907188;-3,122315;0,9716331;1,477771;4,810095;6,114176;-0,8316717;4,066053;-3,161274;4,771316;-7,841322;-0,5548706;4,877691
Index: 3 | Name: car 18 | Brain Type: TOP2 | Fitness: 1,719578 | BrainData : -1,057512;-2,712475;-0,2198238;6,216644;-2,818977;1,637963;-0,8370268;-3,777153;-0,2063126;3,724933;1,713465;-1,495925;-0,781278;0,192474;-4,514263;0,9716331;-0,05320573;4,810095;6,114176;1,462368;4,066053;-3,161274;4,771316;-7,841322;-0,5548706;4,877691
Index: 4 | Name: car 24 | Brain Type: TOP2 | Fitness: 1,719578 | BrainData : -1,057512;-2,0226;-0,2198238;4,77304;-2,818977;-0,1814409;-0,0499239;-3,777153;-2,703323;3,724933;1,713465;-2,634415;-0,781278;0,192474;-4,514263;0,9716331;1,477771;4,810095;4,572084;1,462368;4,066053;-3,161274;4,771316;-7,841322;-0,5548706;4,877691
Index: 5 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,719578 | BrainData : -1,057512;-2,0226;-0,2198238;6,216644;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;3,724933;1,713465;-1,495925;-0,781278;0,192474;-2,90886;0,9716331;1,477771;6,048568;5,484593;1,462368;4,066053;-3,161274;4,771316;-10,24095;-0,5548706;4,877691
Index: 6 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,719578 | BrainData : -1,057512;-2,0226;-0,2198238;6,216644;-2,818977;-0,1814409;-0,0499239;-4,060038;-0,2063126;2,48528;1,713465;-1,495925;-0,781278;0,192474;-4,514263;0,9716331;1,477771;4,683382;6,114176;1,462368;4,066053;-3,161274;4,771316;-6,67771;-0,5548706;4,877691
Index: 7 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,719578 | BrainData : -1,057512;-2,0226;-0,2198238;6,216644;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;3,724933;1,713465;-1,495925;-0,781278;0,192474;-3,851794;0,9716331;1,650848;4,383647;6,114176;1,462368;4,066053;-3,767468;4,771316;-7,841322;-0,5548706;4,877691
Index: 8 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,719578 | BrainData : 0,4375334;-2,0226;-0,2198238;7,523788;-2,818977;-0,1814409;2,211427;-3,777153;-0,2063126;3,724933;1,713465;-1,495925;-0,781278;-1,736939;-4,514263;0,9716331;1,477771;4,810095;6,104713;1,462368;4,066053;-3,279616;4,771316;-7,841322;-0,5548706;4,877691
Index: 9 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,451887 | BrainData : -1,057512;-2,0226;-0,2198238;6,216644;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;4,453907;1,713465;-1,495925;-0,781278;0,192474;-4,514263;0,9716331;1,477771;4,810095;6,114176;1,462368;3,873502;-3,161274;4,771316;-6,798023;-0,5548706;4,877691
Index: 10 | Name: car 6 | Brain Type: RandomParents | Fitness: 0,9244817 | BrainData : -1,416708;-2,0226;-0,2198238;6,025533;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;3,724933;1,713465;-1,495925;-0,781278;0,192474;-4,514263;0,9716331;1,477771;7,205515;6,114176;0,8421385;4,066053;-3,161274;4,458329;-7,841322;-0,5548706;4,877691
Index: 11 | Name: car 26 | Brain Type: TOP2 | Fitness: 0,6945785 | BrainData : -1,057512;-2,06303;-0,2198238;6,216644;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;3,724933;1,713465;-0,06082582;-0,781278;0,192474;-4,514263;0,9716331;1,477771;5,473754;6,114176;1,462368;4,066053;-3,161274;4,771316;-7,841322;-0,5739403;4,877691
Index: 12 | Name: car 25 | Brain Type: TOP2 | Fitness: 0,5942879 | BrainData : -1,057512;-2,0226;1,835508;6,216644;-3,280299;1,542015;0,02755952;-1,754841;-0,2063126;3,438929;1,713465;-1,495925;-0,781278;0,192474;-4,514263;-0,7684621;1,477771;4,810095;6,114176;3,730963;3,420122;-3,161274;4,771316;-7,841322;-0,5548706;4,877691
Index: 13 | Name: car 8 | Brain Type: RandomParents | Fitness: 0,5743883 | BrainData : -1,057512;-2,138744;-2,570677;5,075916;-3,63895;-0,1814409;-0,0499239;-2,165124;-0,2063126;3,724933;1,713465;-1,495925;0,3279024;-1,841676;-3,201952;0,9716331;1,336548;4,810095;6,114176;2,847485;4,564852;-2,265114;4,771316;-7,841322;-0,5548706;4,877691
Index: 14 | Name: car 7 | Brain Type: RandomParents | Fitness: 0,5711482 | BrainData : -1,057512;-2,0226;-0,2198238;4,535468;-2,818977;-0,1814409;-0,0499239;-4,065032;-0,2063126;1,629793;1,350768;-1,495925;-0,781278;0,192474;-5,13043;0,9716331;1,477771;4,810095;4,138006;1,462368;5,484467;-1,619438;2,654212;-7,841322;-0,5548706;4,877691
Index: 15 | Name: car 32 | Brain Type: TOP2 | Fitness: 0,547546 | BrainData : -2,963162;-2,0226;-0,2198238;6,216644;-2,818977;-2,396829;-0,0499239;-3,777153;-0,2063126;5,791055;1,713465;-1,495925;-0,781278;0,192474;-4,514263;0,9716331;1,477771;4,810095;6,035748;1,462368;4,066053;-3,161274;5,329283;-7,841322;-0,5548706;4,877691
Index: 16 | Name: car 22 | Brain Type: TOP2 | Fitness: 0,5022109 | BrainData : -1,057512;-2,0226;-1,637899;6,216644;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;3,724933;1,713465;-1,495925;-0,781278;0,192474;-4,514263;0,9716331;1,477771;4,810095;6,114176;1,462368;3,104964;-3,161274;4,771316;-7,841322;-0,5548706;4,877691
Index: 17 | Name: car 20 | Brain Type: TOP2 | Fitness: 0,4367858 | BrainData : -1,057512;-2,0226;-0,2198238;6,216644;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;3,724933;1,713465;-1,495925;-0,781278;0,192474;-4,514263;1,58073;0,9961736;6,301591;6,114176;3,82408;6,170245;-3,161274;4,771316;-7,841322;-0,5548706;6,851167
Index: 18 | Name: car 39 | Brain Type: TOP2 | Fitness: 0,4309079 | BrainData : -1,057512;-2,38204;1,579735;6,216644;-4,785794;-0,1814409;-0,0499239;-3,777153;-1,247121;3,724933;1,713465;-1,495925;-0,781278;0,192474;-4,514263;0,9716331;1,477771;4,810095;6,114176;1,462368;4,066053;-3,161274;4,771316;-7,841322;-0,5548706;5,735122
Index: 19 | Name: car 19 | Brain Type: TOP2 | Fitness: 0,4301972 | BrainData : -1,057512;-2,0226;-0,2198238;4,494417;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;1,401117;1,713465;-1,495925;-0,781278;0,192474;-4,298717;0,9716331;3,793593;4,810095;6,114176;1,462368;2,435042;-3,161274;4,771316;-9,165279;-0,5548706;4,877691
Index: 20 | Name: car 9 | Brain Type: RandomParents | Fitness: 0,4299762 | BrainData : -5,208024;4,059273;-0,2198238;6,216644;-1,974925;1,206173;-0,0499239;-3,777153;0,5590165;3,453057;5,084185;-0,8348689;2,383198;1,139259;-3,937785;0,9716331;1,264283;8,092752;8,447802;-1,071779;2,384361;-5,613031;4,771316;-6,15384;-0,5548706;4,877691
Index: 21 | Name: car 29 | Brain Type: TOP2 | Fitness: 0,4252088 | BrainData : 1,103454;-2,0226;-0,2198238;6,216644;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;3,724933;1,713465;-1,495925;-2,353287;0,192474;-4,514263;1,401643;1,477771;4,810095;6,114176;1,462368;4,066053;-3,161274;2,886032;-9,853389;-0,5548706;4,877691
Index: 22 | Name: car 28 | Brain Type: TOP2 | Fitness: 0,3758154 | BrainData : -1,057512;-2,0226;-0,2198238;4,643266;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;3,362555;1,593215;-1,495925;-0,781278;0,192474;-4,514263;0,9716331;1,477771;4,810095;6,114176;1,462368;5,563615;-3,161274;4,771316;-7,841322;-0,5548706;4,877691
Index: 23 | Name: car 4 | Brain Type: RandomParents | Fitness: 0,3753564 | BrainData : -1,768987;-0,4461365;3,389675;0,2516416;-2,100224;-3,578371;-3,725752;-0,5506687;-0,02265739;0,7206326;-3,87131;-2,335169;3,759501;0,1122551;-4,324961;-2,487697;-3,52597;2,709108;4,798265;3,568711;-3,265547;-2,15692;-0,02052021;0,4094048;-3,61268;2,915691
Index: 24 | Name: car 12 | Brain Type: TotallyRandom | Fitness: 0,3195599 | BrainData : 1,38864;-2,891679;0,07520962;-0,7211466;-2,095177;-3,293701;1,214772;-0,4478569;-0,6842632;-4,542213;-0,2322669;-4,335238;-4,355877;3,865794;1,422799;1,711525;-0,3265448;-1,260837;-3,033772;-1,929953;4,391967;-1,385148;-1,764249;-2,391847;0,1741605;4,641585
Index: 25 | Name: car 30 | Brain Type: TOP2 | Fitness: 0,31852 | BrainData : -1,057512;-2,0226;-0,2198238;6,216644;-2,072485;-0,1814409;-0,0499239;-3,777153;-0,2063126;3,724933;1,713465;-1,495925;-0,781278;0,192474;-3,78558;0,9716331;1,477771;4,810095;6,114176;1,462368;4,066053;-1,008413;4,771316;-7,841322;0,5451145;4,783965
Index: 26 | Name: car 11 | Brain Type: TotallyRandom | Fitness: 0,3184769 | BrainData : 2,028074;-1,188445;-1,795372;4,60939;2,435588;-1,963108;2,83553;-3,342362;2,115664;-4,07462;2,382669;-4,901719;2,700523;2,24726;-0,3348761;4,100649;-3,287943;0,4835563;-0,8598928;-0,07706594;2,553642;1,071243;-3,317163;-0,7331614;1,604394;3,942257
Index: 27 | Name: car 17 | Brain Type: TOP2 | Fitness: 0,3155049 | BrainData : -1,057512;-2,0226;-0,2198238;6,216644;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;3,724933;1,713465;-2,880817;-0,781278;0,192474;-4,514263;0,9716331;1,804516;6,021675;6,114176;1,462368;2,449083;-3,161274;4,771316;-7,841322;-0,5548706;2,634945
Index: 28 | Name: car 5 | Brain Type: RandomParents | Fitness: 0,3129095 | BrainData : -2,392471;-2,0226;0,02362972;8,200728;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;3,724933;1,713465;-1,495925;-1,007179;0,192474;-4,514263;0,9716331;1,477771;4,810095;8,045977;1,462368;4,066053;-0,8836758;4,771316;-9,293024;3,136024;4,877691
Index: 29 | Name: car 33 | Brain Type: TOP2 | Fitness: 0,2543581 | BrainData : -1,057512;-2,0226;-0,2198238;5,561621;-2,818977;-0,1814409;-0,0499239;-3,777153;1,298883;3,724933;1,713465;-1,495925;-3,03688;0,192474;-4,514263;0,9716331;-0,5120026;4,810095;6,114176;1,462368;1,782857;-3,161274;6,062839;-7,841322;-1,171878;4,054739
Index: 30 | Name: car 21 | Brain Type: TOP2 | Fitness: 0,2501315 | BrainData : -1,057512;-2,0226;-0,2198238;6,216644;-3,947345;-0,1814409;-0,0499239;-3,777153;-0,2063126;1,7374;1,713465;-1,495925;-0,781278;0,8899264;-4,514263;0,9716331;0,8901596;3,369894;6,114176;1,462368;5,054352;-3,161274;4,771316;-7,841322;-1,142666;4,877691
Index: 31 | Name: car 40 | Brain Type: RandomParents | Fitness: 0,2489227 | BrainData : -2,56096;2,483583;-1,638453;3,323431;3,403629;2,392285;2,469827;1,358604;2,276077;-3,260845;4,152481;-3,027376;-3,784706;2,112571;-3,813854;-0,6621556;3,38245;3,789659;1,437991;1,29833;-3,623219;1,287659;4,996917;-0,1305299;-0,8437772;-3,965164
Index: 32 | Name: car 34 | Brain Type: TOP2 | Fitness: 0,2476711 | BrainData : -1,057512;-2,0226;-0,2198238;6,216644;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;3,724933;1,713465;0,1768775;-0,781278;0,192474;-4,514263;0,9716331;1,477771;3,816457;6,114176;3,119898;4,066053;-3,161274;4,771316;-5,400471;-1,700963;4,877691
Index: 33 | Name: car 10 | Brain Type: TotallyRandom | Fitness: 0,2471275 | BrainData : 0,4319959;-4,578226;2,337328;-0,06978321;-1,331689;2,609942;-1,197457;3,691421;-4,64924;4,387942;3,304498;0,5973868;-3,56244;-1,963934;3,469599;3,833838;-3,738774;-4,798571;-1,492915;0,3336482;4,860444;2,630373;0,949841;3,282993;-0,8654099;-0,470367
Index: 34 | Name: car 36 | Brain Type: TOP2 | Fitness: 0,2464635 | BrainData : -2,802462;-2,0226;-0,2198238;6,216644;-2,818977;-0,1814409;-0,0499239;-3,777153;1,214463;3,724933;1,713465;-1,495925;-0,781278;-2,207768;-4,514263;0,9716331;1,477771;4,810095;6,114176;1,462368;4,066053;-3,161274;4,771316;-7,841322;-1,819653;4,877691
Index: 35 | Name: car 23 | Brain Type: TOP2 | Fitness: 0,2463755 | BrainData : -1,057512;-2,0226;2,13045;6,216644;-1,749136;-0,1814409;-0,0499239;-3,777153;-0,2063126;3,724933;1,713465;-1,495925;-0,781278;0,192474;-4,514263;0,9716331;2,041005;4,810095;6,114176;1,462368;4,066053;-3,161274;4,771316;-5,514152;-1,829003;4,877691
Index: 36 | Name: car 1 | Brain Type: RandomParents | Fitness: 0,2425698 | BrainData : -1,057512;-2,0226;-0,2198238;6,216644;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;4,022158;1,713465;0,4644681;-0,781278;0,192474;-3,136535;0,9716331;0,9796112;3,499763;6,114176;3,689885;4,066053;-2,265114;5,518513;-7,841322;-2,170346;4,877691
Index: 37 | Name: car 0 | Brain Type: RandomParents | Fitness: 0,2392911 | BrainData : 2,61115;-1,955904;4,791218;-3,518643;2,827382;2,358489;4,539106;2,372588;-4,083506;-4,249804;4,360538;-3,641594;-1,028581;-3,598657;-3,822658;4,977085;3,965267;-4,133205;0,2283211;-4,933601;-4,454188;0,9286623;0,6111388;3,408897;-4,568244;-2,721433
Index: 38 | Name: car 14 | Brain Type: TotallyRandom | Fitness: 0,2374099 | BrainData : 1,287873;-0,6993608;-4,177393;-2,803731;2,971885;2,419341;-3,324398;-4,222775;4,132804;-2,234505;3,862573;-1,625727;-1,010008;2,645441;2,488174;-4,387552;1,694243;-1,561639;2,091137;-3,646727;0,8316164;-2,934361;4,445512;4,127954;-4,206925;1,35116
Index: 39 | Name: car 13 | Brain Type: TotallyRandom | Fitness: 0,2249743 | BrainData : 2,831193;-0,5988402;-3,658605;3,191648;1,481213;0
