Generation: 98 | maxFitness: 1,889639 | maxFitnessGen: 1,757941 | maxFitnessGenBuf: 1,632322
N TotallyRandom: 5 | N RandomParents: 10 | N Top2: 25 | Min Mutation: 0,2

Index: 0 | Name: car 16 | Brain Type: TOP2 | Fitness: 1,632322 | BrainData : -4,40296;8,300343;2,309514;4,565056;-12,53878;6,11248;-3,311497;-10,25251;5,316885;7,90728;3,853312;-6,84376;7,657053;2,991125;-2,075315;7,390294;7,502554;10,95021;12,94004;1,314379;4,029921;-3,191565;4,771316;-1,677096;-0,5548706;4,86351
Index: 1 | Name: car 18 | Brain Type: TOP2 | Fitness: 1,632322 | BrainData : -4,162686;6,550863;1,802455;4,565056;-12,53878;6,69137;-3,311497;-10,25251;5,316885;9,171999;3,853312;-6,84376;7,657053;2,991125;0,4120928;7,390294;6,537801;10,78663;12,94004;1,314379;4,029921;-3,191565;4,771316;-1,259928;-0,5548706;4,86351
Index: 2 | Name: car 21 | Brain Type: TOP2 | Fitness: 1,632322 | BrainData : -6,231454;8,300343;1,802455;4,565056;-12,53878;6,69137;-3,311497;-10,25251;3,080151;7,90728;3,853312;-6,84376;7,657053;2,991125;0,7572047;9,50656;6,537801;10,78663;12,94004;1,314379;4,029921;-2,5239;4,771316;-1,259928;-0,5548706;4,86351
Index: 3 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,632322 | BrainData : -1,933346;8,300343;1,802455;4,565056;-12,53878;6,69137;-1,078543;-10,25251;5,316885;7,90728;3,853312;-6,84376;7,657053;2,991125;0,4120928;9,001677;6,537801;10,1509;12,94004;1,314379;4,029921;-3,214527;4,771316;-1,259928;-0,5548706;4,86351
Index: 4 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,632322 | BrainData : -4,162686;10,77805;1,802455;4,565056;-12,53878;6,69137;-3,311497;-10,25251;5,316885;7,90728;3,853312;-6,84376;7,657053;2,991125;0,2415935;7,390294;6,537801;10,93854;12,94004;1,314379;4,029921;-3,191565;4,771316;-1,259928;-0,5548706;4,86351
Index: 5 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,632322 | BrainData : -2,309351;7,833756;0,2901158;4,565056;-12,53878;6,69137;-3,311497;-10,25251;5,316885;7,90728;3,853312;-6,84376;7,657053;2,991125;0,4120928;7,390294;6,537801;10,78663;12,94004;1,314379;4,029921;-3,191565;4,771316;-1,259928;-0,5548706;4,86351
Index: 6 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,632322 | BrainData : -4,162686;8,300343;1,802455;6,818488;-10,89332;6,69137;-3,311497;-10,25251;5,316885;8,952821;4,484816;-6,84376;7,657053;2,456984;0,4120928;7,390294;6,537801;10,78663;12,94004;0,05914569;4,029921;-0,8773646;4,771316;-1,259928;-0,5548706;4,86351
Index: 7 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,632322 | BrainData : -4,162686;9,912439;1,802455;4,565056;-12,53878;6,69137;-3,311497;-12,41926;5,316885;7,90728;3,853312;-6,84376;7,657053;2,991125;0,4090527;6,265801;6,537801;10,78663;12,94004;1,314379;4,029921;-3,191565;4,771316;-1,259928;-0,5548706;4,86351
Index: 8 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,632322 | BrainData : -4,162686;8,300343;1,802455;4,814352;-12,53878;6,69137;-3,311497;-10,25251;5,316885;7,90728;3,853312;-6,84376;7,657053;2,991125;0,4120928;7,390294;6,537801;10,78663;12,94004;1,314379;4,029921;-1,814489;4,771316;-1,259928;-0,5548706;4,86351
Index: 9 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,632322 | BrainData : -4,162686;8,300343;1,802455;4,565056;-12,1467;6,69137;-3,311497;-8,610757;5,316885;7,90728;3,853312;-6,84376;6,284783;1,1241;0,4120928;7,390294;6,537801;10,78663;12,94004;-0,5397308;4,029921;-3,191565;4,771316;-1,259928;-0,5548706;4,86351
Index: 10 | Name: car 17 | Brain Type: TOP2 | Fitness: 1,45356 | BrainData : -4,162686;8,300343;1,802455;4,565056;-12,53878;6,69137;-3,311497;-10,25251;5,316885;7,90728;3,853312;-6,84376;7,657053;2,991125;0,4120928;7,390294;6,537801;10,78663;12,94004;1,314379;4,029921;-2,237985;4,874432;-1,259928;-0,5548706;4,86351
Index: 11 | Name: car 1 | Brain Type: RandomParents | Fitness: 1,433192 | BrainData : -5,405848;3,582805;2,498661;4,461476;-14,44569;8,535707;-5,157453;-11,09363;5,798368;5,531434;0,1283718;-8,626433;6,790607;1,577432;-0,9366338;6,251418;8,218495;9,683234;9,173749;1,560225;4,029921;-3,191565;4,771316;-4,330273;-0,5548706;4,97634
Index: 12 | Name: car 6 | Brain Type: RandomParents | Fitness: 0,8727571 | BrainData : -4,162686;1,609457;3,194359;4,79252;-10,28845;7,310262;-4,488894;-12,93951;5,798368;5,531434;1,440071;-6,9735;7,752328;2,991125;-0,9366338;7,697288;6,715077;11,6495;9,173749;1,314379;4,029921;-3,191565;5,531716;-4,607258;-0,5548706;5,494476
Index: 13 | Name: car 5 | Brain Type: RandomParents | Fitness: 0,8214865 | BrainData : -4,162686;3,582805;3,242408;4,461476;-13,07104;8,535707;-2,888215;-12,93951;4,494857;5,531434;1,440071;-7,303127;6,790607;2,991125;-0,9366338;6,347511;6,715077;9,683234;8,64901;1,314379;4,290867;-3,191565;4,771316;-5,764677;-0,5548706;4,86351
Index: 14 | Name: car 26 | Brain Type: TOP2 | Fitness: 0,7652749 | BrainData : -5,964133;6,446281;1,802455;4,641368;-12,37577;6,69137;-3,311497;-10,25251;5,316885;7,90728;3,853312;-6,84376;7,657053;2,991125;0,4120928;7,390294;6,537801;10,78663;12,94004;1,314379;3,56426;-3,191565;4,771316;-1,259928;-0,5548706;4,86351
Index: 15 | Name: car 27 | Brain Type: TOP2 | Fitness: 0,6382208 | BrainData : -4,162686;8,300343;1,802455;3,257034;-12,53878;6,69137;-3,311497;-10,25251;5,316885;7,90728;3,853312;-6,84376;7,657053;2,991125;0,4120928;7,390294;6,553727;10,78663;12,94004;-0,3225429;4,029921;-3,191565;4,771316;-1,259928;-0,5548706;4,582108
Index: 16 | Name: car 29 | Brain Type: TOP2 | Fitness: 0,5999247 | BrainData : -4,162686;8,300343;1,433159;4,565056;-12,53878;7,09857;-3,311497;-12,46578;5,316885;7,90728;3,853312;-6,84376;7,657053;2,991125;2,198627;7,390294;6,537801;11,56984;12,94004;-0,07780957;4,385278;-3,191565;3,644527;-1,259928;-0,5548706;4,86351
Index: 17 | Name: car 11 | Brain Type: TotallyRandom | Fitness: 0,4960515 | BrainData : 2,142546;3,67627;2,213136;2,069241;0,0973959;-2,364194;0,2799435;2,47459;0,7190542;-2,435527;-0,7529454;0,7517343;-4,066355;-1,907725;4,838997;-0,8976216;1,574762;-3,645921;-4,327893;-1,028704;-2,084644;-2,812269;-2,21167;-1,40184;-4,688076;0,6579976
Index: 18 | Name: car 7 | Brain Type: RandomParents | Fitness: 0,4564531 | BrainData : 4,372458;-2,957952;-2,644699;-0,9580307;-3,919935;-0,6817799;6,042593;2,301257;-3,684271;-4,921728;2,013969;-4,623843;1,720185;2,10593;-1,98875;4,042179;3,446171;1,085082;2,787134;-0,07414627;1,499803;-3,511911;-4,474144;1,624198;0,894074;-1,738052
Index: 19 | Name: car 19 | Brain Type: TOP2 | Fitness: 0,4517428 | BrainData : -4,162686;8,300343;1,802455;4,565056;-12,53878;6,69137;-3,311497;-10,25251;5,316885;7,90728;3,853312;-6,84376;7,657053;2,991125;0,4120928;7,390294;6,537801;10,78663;12,94004;1,314379;1,895867;-3,191565;4,771316;-1,259928;-0,5548706;4,86351
Index: 20 | Name: car 8 | Brain Type: RandomParents | Fitness: 0,4309766 | BrainData : -6,17156;4,929296;3,242408;4,461476;-13,07104;9,809436;-3,634234;-14,76493;5,798368;5,531434;1,440071;-7,037474;6,790607;2,991125;0,9513277;6,251418;3,832195;9,683234;9,173749;1,314379;4,029921;-3,191565;4,771316;-4,330273;-0,5548706;4,209257
