Generation: 74 | maxFitness: 1,889639 | maxFitnessGen: 1,704043 | maxFitnessGenBuf: 1,746479
N TotallyRandom: 5 | N RandomParents: 10 | N Top2: 25 | Min Mutation: 0,2

Index: 0 | Name: car 15 | Brain Type: TOP2 | Fitness: 1,746479 | BrainData : -1,915844;6,091462;2,979947;2,754436;-9,734247;10,05569;-2,515308;-10,78063;1,633858;2,908215;4,94215;-12,00594;5,981895;4,789668;-2,980091;6,624892;3,958016;12,7133;8,322672;-0,3858535;4,029921;-0,07267213;4,771316;-2,132051;-0,5548706;4,86351
Index: 1 | Name: car 17 | Brain Type: TOP2 | Fitness: 1,746479 | BrainData : -1,915844;6,091462;2,979947;4,14246;-9,734247;7,501379;-2,515308;-8,224372;1,633858;2,908215;4,94215;-12,00594;5,981895;2,377512;-2,980091;6,624892;3,487794;14,83209;8,322672;1,314379;4,029921;-0,05076838;4,771316;-3,410669;-0,5548706;4,86351
Index: 2 | Name: car 20 | Brain Type: TOP2 | Fitness: 1,746479 | BrainData : -1,915844;6,091462;2,979947;5,447332;-9,734247;7,89683;-2,515308;-9,460418;1,633858;2,908215;4,94215;-11,51244;5,981895;0,7367415;-2,980091;6,624892;4,520788;14,83209;10,39454;1,314379;4,029921;-0,05076838;4,771316;-4,219743;-0,5548706;4,86351
Index: 3 | Name: car 21 | Brain Type: TOP2 | Fitness: 1,746479 | BrainData : -1,915844;6,091462;2,979947;4,14246;-9,734247;6,709402;-3,263319;-9,460418;2,578761;2,908215;4,94215;-12,00594;8,372456;2,550355;-2,980091;4,422034;3,487794;14,83209;8,322672;1,314379;4,029921;-0,05076838;4,771316;-3,410669;-0,5548706;4,86351
Index: 4 | Name: car 22 | Brain Type: TOP2 | Fitness: 1,746479 | BrainData : -2,80108;6,091462;2,979947;4,14246;-9,734247;7,89683;-2,515308;-9,460418;1,633858;2,908215;4,94215;-12,00594;5,981895;2,377512;-2,980091;6,624892;3,487794;14,83209;8,322672;-0,06509376;4,029921;-0,05076838;4,771316;-3,410669;-0,5548706;4,86351
Index: 5 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,746479 | BrainData : -1,915844;6,091462;2,979947;4,14246;-9,734247;7,89683;-2,515308;-9,460418;1,633858;2,908215;4,94215;-12,00594;5,981895;2,377512;-2,980091;7,1125;5,196768;14,83209;8,322672;3,789567;4,029921;-0,05076838;4,771316;-3,410669;-0,5548706;4,86351
Index: 6 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,746479 | BrainData : -1,915844;4,615996;2,979947;4,14246;-9,734247;7,89683;-2,515308;-9,460418;1,633858;2,908215;5,203856;-11,49095;5,981895;2,377512;-2,980091;6,624892;0,9911032;14,83209;8,322672;1,314379;4,029921;-0,05076838;4,771316;-4,284912;-0,5548706;4,86351
Index: 7 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,746479 | BrainData : -1,915844;6,091462;0,5684199;4,14246;-9,734247;7,89683;-2,515308;-9,460418;1,735333;2,908215;4,94215;-12,00594;5,981895;2,377512;-2,980091;6,624892;3,487794;14,83209;8,322672;1,314379;4,029921;-0,05076838;4,771316;-3,410669;-0,5548706;4,86351
Index: 8 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,746479 | BrainData : -1,915844;5,580733;0,9246168;4,14246;-11,89562;7,89683;-2,515308;-10,97449;1,633858;2,908215;4,94215;-12,00594;5,981895;2,377512;-4,761612;6,624892;3,487794;12,91215;8,322672;1,730011;4,029921;-0,05076838;4,771316;-3,410669;-0,5548706;4,86351
Index: 9 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,746479 | BrainData : -1,915844;5,282349;4,244505;3,992895;-9,734247;7,89683;-2,515308;-9,460418;1,633858;2,908215;4,94215;-12,00594;5,981895;4,615338;-2,980091;6,624892;4,668131;14,83209;8,434374;1,314379;4,029921;-0,05076838;4,771316;-3,410669;-0,5548706;4,86351
Index: 10 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,746479 | BrainData : -1,915844;6,091462;3,039975;4,14246;-9,734247;7,89683;-2,515308;-9,460418;1,633858;1,81739;4,94215;-12,00594;5,981895;2,377512;-2,980091;6,624892;3,737826;14,83209;8,322672;1,314379;4,029921;-2,274782;4,771316;-3,410669;-0,5548706;4,86351
Index: 11 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,714917 | BrainData : -1,915844;6,091462;4,067799;5,914536;-9,734247;7,89683;-2,515308;-9,460418;-0,1699436;2,908215;5,924839;-13,03681;5,981895;2,377512;-2,980091;6,624892;3,487794;14,83209;8,322672;1,314379;4,029921;0,8986292;3,814066;-3,410669;-0,5548706;4,86351
Index: 12 | Name: car 34 | Brain Type: TOP2 | Fitness: 0,7672365 | BrainData : -1,915844;6,091462;2,979947;4,14246;-9,734247;7,89683;-2,515308;-7,287293;1,633858;2,908215;4,94215;-9,699539;4,496431;2,377512;-2,980091;6,624892;4,653248;14,83209;8,322672;1,314379;4,337183;-0,05076838;4,771316;-1,059761;-0,5548706;4,86351
Index: 13 | Name: car 19 | Brain Type: TOP2 | Fitness: 0,698869 | BrainData : -1,915844;6,091462;4,585962;4,14246;-9,258131;7,89683;-2,515308;-9,460418;1,633858;2,908215;4,633034;-12,00594;5,981895;2,377512;-2,980091;6,634992;3,487794;14,83209;8,322672;1,314379;4,029921;-0,6237338;5,130708;-3,410669;-0,5548706;4,86351
Index: 14 | Name: car 39 | Brain Type: TOP2 | Fitness: 0,4922517 | BrainData : -1,915844;6,091462;1,903741;4,14246;-9,734247;7,89683;-2,515308;-9,32282;1,633858;2,908215;4,94215;-12,31717;5,981895;2,377512;-0,5541832;6,624892;3,487794;15,36078;7,131694;1,314379;4,829489;-0,05076838;4,771316;-3,410669;-0,5548706;4,86351
Index: 15 | Name: car 23 | Brain Type: TOP2 | Fitness: 0,4734807 | BrainData : -1,915844;6,091462;2,979947;4,14246;-9,734247;7,89683;-2,515308;-9,460418;1,633858;2,908215;4,94215;-12,00594;7,034959;2,377512;-2,980091;6,624892;2,545125;14,83209;8,322672;1,314379;2,553637;-1,936791;4,771316;-3,410669;-0,5548706;4,86351
Index: 16 | Name: car 32 | Brain Type: TOP2 | Fitness: 0,4494947 | BrainData : -1,915844;6,091462;4,169541;4,14246;-9,734247;7,89683;-0,8442864;-9,460418;1,633858;2,908215;3,917943;-12,00594;7,688008;4,648664;-2,980091;6,624892;1,944324;14,83209;8,322672;1,314379;2,442041;-0,05076838;4,771316;-3,410669;-0,5548706;4,86351
Index: 17 | Name: car 10 | Brain Type: TotallyRandom | Fitness: 0,3300287 | BrainData : 0,3256149;4,6539;0,208797;-2,159104;4,351431;-3,15619;1,247797;2,898293;-1,4675;-4,253774;-1,207216;2,217527;-2,502984;3,473223;0,8397694;-3,418097;-4,030636;-2,034175;-4,808908;-0,273066;-2,345009;-3,835067;-1,701133;3,648674;0,8766408;-4,748371
