Generation: 14 | maxFitness: 1,852206 | maxFitnessGen: 1,735852 | maxFitnessGenBuf: 1,729231
N TotallyRandom: 5 | N RandomParents: 10 | N Top2: 25 | Min Mutation: 0,2

Index: 0 | Name: car 23 | Brain Type: TOP2 | Fitness: 1,729231 | BrainData : -1,057512;-2,0226;-0,2198238;6,216644;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;3,724933;1,713465;-1,495925;-0,781278;0,192474;-4,514263;0,9716331;1,477771;4,810095;6,114176;1,462368;4,066053;-3,161274;4,771316;-7,841322;-0,5548706;4,877691
Index: 1 | Name: car 1 | Brain Type: RandomParents | Fitness: 1,729231 | BrainData : -3,473496;2,054671;-0,2198238;4,22409;-4,832415;-0,7948309;-2,39786;-2,002831;0,9627662;2,808372;5,084185;-4,972491;1,733646;0,4194413;-6,763108;0,9716331;1,264283;10,7964;6,201122;-1,071779;4,066053;-3,193269;4,771316;-5,745888;-0,5548706;4,877691
Index: 2 | Name: car 3 | Brain Type: RandomParents | Fitness: 1,729231 | BrainData : -3,473496;1,926752;0,5855732;6,216644;-2,818977;-0,1814409;-2,547046;-1,554843;0,9627662;3,453057;5,084185;-2,765212;3,459779;1,139259;-5,095345;0,9716331;-0,785979;9,228335;2,551687;-0,6551964;4,066053;-3,193269;4,771316;-6,15384;-0,5548706;4,877691
Index: 3 | Name: car 15 | Brain Type: TOP2 | Fitness: 1,729231 | BrainData : -1,057512;-2,0226;-0,2198238;6,216644;-4,064792;-0,1814409;0,5478346;-3,777153;-1,056056;3,724933;1,713465;-1,495925;-0,781278;0,192474;-4,514263;0,9716331;3,218602;4,810095;6,114176;1,462368;4,066053;-2,265114;4,771316;-7,841322;-0,5548706;4,877691
Index: 4 | Name: car 18 | Brain Type: TOP2 | Fitness: 1,729231 | BrainData : 1,275645;-2,0226;-0,2198238;4,617455;-2,818977;-0,1814409;-0,0499239;-3,69878;-0,2063126;2,823639;1,713465;-1,495925;-0,781278;0,192474;-4,514263;0,9716331;1,477771;4,810095;6,114176;1,462368;4,066053;-3,99891;4,771316;-7,841322;-0,5548706;4,877691
Index: 5 | Name: car 20 | Brain Type: TOP2 | Fitness: 1,729231 | BrainData : -1,057512;-2,0226;-0,2198238;6,216644;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;3,724933;1,713465;-0,5139254;0,4893738;2,526113;-4,514263;3,090557;1,477771;4,810095;4,20172;1,462368;4,066053;-0,565964;4,771316;-7,841322;-0,5548706;4,877691
Index: 6 | Name: car 21 | Brain Type: TOP2 | Fitness: 1,729231 | BrainData : -1,057512;-3,47208;-0,2198238;6,216644;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;3,724933;2,355594;-2,574952;-0,781278;0,192474;-4,514263;-1,222078;1,477771;4,810095;6,114176;1,462368;4,066053;-2,265114;4,771316;-7,841322;-0,5548706;4,877691
Index: 7 | Name: car 22 | Brain Type: TOP2 | Fitness: 1,729231 | BrainData : -1,057512;-2,0226;-0,2198238;7,04033;-2,818977;-0,1814409;-0,0499239;-3,777153;1,243015;4,581225;1,713465;-3,852606;-0,781278;0,192474;-4,514263;0,9716331;1,477771;4,810095;6,114176;1,462368;4,066053;-2,265114;4,771316;-7,841322;-0,5548706;4,877691
Index: 8 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,729231 | BrainData : -1,057512;-2,0226;0,7103102;6,216644;-2,818977;-0,1814409;-0,0499239;-4,464876;-0,2063126;3,724933;1,713465;-1,495925;-0,781278;0,192474;-4,514263;0,9716331;0,7069533;5,591404;6,114176;1,462368;4,066053;-2,265114;4,771316;-7,02948;-0,5548706;4,877691
Index: 9 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,729231 | BrainData : -1,057512;-2,0226;-0,2198238;6,216644;-2,818977;-0,1814409;-0,0499239;-3,777153;-1,406476;3,724933;3,79445;-1,495925;-0,781278;0,192474;-4,514263;1,33519;-0,8975365;4,810095;3,871513;1,462368;4,066053;-2,265114;4,771316;-7,841322;-0,5548706;4,877691
Index: 10 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,729231 | BrainData : -1,057512;-2,0226;-0,2198238;5,674204;-2,818977;-0,1814409;-0,0499239;-5,225644;-0,2063126;5,803508;3,235362;-0,9601374;-0,781278;0,192474;-4,514263;0,9716331;1,477771;7,251551;6,114176;2,622777;4,066053;-2,265114;4,771316;-6,154904;-0,5548706;4,877691
Index: 11 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,729231 | BrainData : -1,057512;-2,0226;1,202266;6,216644;-2,818977;-0,1814409;-1,441531;-3,500752;-0,2063126;3,724933;1,713465;-1,495925;-0,781278;0,192474;-4,514263;0,9716331;1,477771;2,712283;6,114176;1,462368;4,066053;-2,265114;4,771316;-7,841322;-0,5548706;4,877691
Index: 12 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,729231 | BrainData : -1,057512;-0,6560156;-2,570677;5,484562;-1,908916;-0,1814409;-0,0499239;-2,165124;-0,2063126;3,724933;1,713465;-1,495925;-0,781278;-1,841676;-4,148825;0,9716331;1,336548;4,810095;6,114176;2,847485;4,066053;-2,265114;4,771316;-7,841322;-0,5548706;4,877691
Index: 13 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,729231 | BrainData : -1,057512;-2,0226;-0,2198238;6,216644;-4,187186;-0,3407333;-0,0499239;-3,777153;-0,2063126;3,724933;1,713465;-1,495925;-2,894088;0,192474;-6,167977;0,9716331;1,477771;4,810095;6,114176;1,462368;4,066053;-2,265114;4,771316;-7,516532;-0,5548706;4,877691
Index: 14 | Name: car 13 | Brain Type: TotallyRandom | Fitness: 1,691549 | BrainData : 2,455246;3,730839;1,621142;-0,209053;-0,08973408;1,254977;-3,777275;-2,402932;-2,607332;-0,6233006;4,407258;3,598948;-1,131174;1,23539;-3,041768;1,509564;-4,545226;1,617184;4,51634;-3,273908;2,224576;0,184185;4,844046;-2,051008;-0,4283471;3,074718
Index: 15 | Name: car 34 | Brain Type: TOP2 | Fitness: 0,6058764 | BrainData : -1,057512;-2,0226;-0,2198238;6,216644;-4,324142;-0,1814409;-0,0499239;-3,777153;-0,2063126;3,724933;1,713465;-1,495925;-0,781278;0,192474;-4,377196;0,9716331;3,761754;2,754202;6,114176;0,1654091;4,066053;-3,690917;4,774347;-7,841322;-0,5548706;5,21517
Index: 16 | Name: car 35 | Brain Type: TOP2 | Fitness: 0,6046082 | BrainData : -1,057512;-2,0226;-0,2198238;5,161302;-2,818977;-0,1814409;-0,0499239;-4,065032;-0,2063126;1,629793;0,9962199;-1,495925;-0,781278;0,192474;-4,514263;0,9716331;1,477771;4,810095;4,138006;1,462368;5,484467;-2,265114;2,738378;-7,841322;-0,5548706;4,877691
Index: 17 | Name: car 17 | Brain Type: TOP2 | Fitness: 0,5818516 | BrainData : -1,057512;-0,6898038;-0,2198238;6,216644;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;3,724933;1,713465;-1,495925;-0,781278;0,192474;-4,514263;0,9716331;-0,9235075;4,810095;7,209393;1,462368;4,066053;-2,265114;4,771316;-7,841322;-0,5846763;4,877691
Index: 18 | Name: car 32 | Brain Type: TOP2 | Fitness: 0,5421167 | BrainData : -1,057512;-1,926487;-0,2198238;5,55663;-4,990719;-0,1814409;-0,0499239;-3,777153;-1,701393;1,229155;1,713465;-2,201445;-0,781278;0,192474;-6,151459;0,9716331;1,477771;4,810095;6,114176;1,462368;3,294593;-2,265114;4,771316;-7,841322;-0,5548706;4,877691
Index: 19 | Name: car 7 | Brain Type: RandomParents | Fitness: 0,4972535 | BrainData : -1,057512;-2,0226;-0,2198238;6,216644;-4,292417;-0,1814409;-0,0499239;-3,777153;1,732483;3,724933;1,713465;-1,495925;-0,781278;0,192474;-4,514263;0,9716331;0,9540288;4,810095;6,968329;1,462368;3,008962;-0,4380167;4,771316;-7,720534;-0,5548706;4,877691
Index: 20 | Name: car 5 | Brain Type: RandomParents | Fitness: 0,4599507 | BrainData : -3,473496;1,650966;1,201808;6,216644;-2,846748;-0,1814409;-0,0499239;-4,003743;0,9627662;3,453057;4,98111;-2,72255;1,515498;1,747162;-3,574615;1,735677;1,264283;9,228335;5,990607;-1,071779;3,822514;-3,193269;3,628882;-6,15384;-0,5548706;4,877691
Index: 21 | Name: car 8 | Brain Type: RandomParents | Fitness: 0,431548 | BrainData : -3,473496;4,059273;-0,2198238;6,216644;-1,974925;-0,1814409;-0,0499239;-3,777153;2,019167;3,453057;5,084185;-0,8348689;1,195139;1,139259;-3,937785;0,9716331;1,264283;9,228335;6,180299;-1,071779;2,369297;-5,613031;4,771316;-6,15384;-0,5548706;4,877691
Index: 22 | Name: car 4 | Brain Type: RandomParents | Fitness: 0,3998504 | BrainData : -3,473496;1,650966;-0,2198238;4,683211;-2,852239;-0,1814409;-0,0499239;-3,777153;2,386451;3,453057;5,084185;-2,72255;1,195139;1,139259;-4,514263;2,916429;1,264283;9,228335;2,879889;-1,071779;5,339093;-3,193269;4,771316;-6,15384;-0,5548706;4,877691
Index: 23 | Name: car 10 | Brain Type: TotallyRandom | Fitness: 0,3746544 | BrainData : -1,768987;-0,4461365;3,389675;-1,74491;-2,100224;-3,578371;-3,725752;-0,5506687;-0,02265739;0,7206326;-2,389669;-1,071768;3,759501;0,1122551;-4,324961;-2,487697;-3,687065;2,709108;4,798265;3,568711;-1,305947;-2,15692;-0,02052021;0,4094048;-3,61268;2,915691
Index: 24 | Name: car 9 | Brain Type: RandomParents | Fitness: 0,3692151 | BrainData : -3,473496;1,271544;-0,2198238;6,216644;-2,846748;-0,1814409;-0,0499239;-3,777153;0,9627662;3,453057;4,98111;-2,72255;1,515498;1,139259;-3,662185;3,206081;1,264283;9,228335;5,039895;-1,071779;3,278803;-3,193269;1,948374;-8,187014;-0,5548706;4,877691
Index: 25 | Name: car 11 | Brain Type: TotallyRandom | Fitness: 0,3406115 | BrainData : -1,43159;0,4283924;0,9733586;-0,7276564;1,169128;1,8822;2,111247;-2,859921;2,200314;2,143966;-0,8812852;-2,897129;-1,321624;3,560513;-0,5520434;-0,5324955;3,278022;-4,388754;-2,175545;-3,853647;-2,529654;-0,9327464;-4,757524;-3,09573;4,238737;3,890283
Index: 26 | Name: car 40 | Brain Type: RandomParents | Fitness: 0,3179493 | BrainData : -3,608274;-2,274433;0,1743264;0,7598395;-4,598398;-2,302079;-1,365459;-4,534264;1,044598;-2,4775;4,792791;-2,170369;0,763381;-4,061157;-0,3228025;1,538479;3,564938;-4,153987;-1,783491;3,835709;-3,077669;-2,033625;0,2391405;4,103174;2,174838;-2,155557
Index: 27 | Name: car 2 | Brain Type: RandomParents | Fitness: 0,316662 | BrainData : -1,880932;1,650966;-0,2198238;7,273064;-1,431219;-0,1814409;-2,058818;-3,777153;0,9627662;3,453057;5,992781;-3,394412;1,195139;1,139259;-4,514263;1,862588;1,264283;9,228335;4,290979;-1,3572;4,630936;-3,226888;4,771316;-6,15384;0,4773144;4,877691
Index: 28 | Name: car 39 | Brain Type: TOP2 | Fitness: 0,3160534 | BrainData : -1,057512;-2,504608;-0,2198238;4,669241;-2,818977;-0,1814409;-0,0499239;-4,364264;-0,2063126;3,724933;1,713465;-1,495925;-0,781278;0,192474;-4,514263;0,9716331;1,477771;3,214649;6,114176;1,462368;4,066053;-2,265114;4,771316;-7,841322;0,7783774;4,877691
Index: 29 | Name: car 0 | Brain Type: RandomParents | Fitness: 0,3122931 | BrainData : -3,471796;-3,824109;3,878305;-3,368497;3,236209;1,34849;0,5303688;-2,38754;-1,501336;0,6287651;-0,9178967;3,519261;4,304134;-2,200124;-3,374466;-3,772459;-1,682136;0,2900167;-3,018613;-3,163388;-2,266429;-3,182413;1,138344;1,929554;4,897933;1,321689
Index: 30 | Name: car 27 | Brain Type: TOP2 | Fitness: 0,312149 | BrainData : -1,057512;-2,0226;-0,349091;6,216644;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;3,724933;1,713465;-1,495925;-0,781278;0,192474;-4,514263;0,9716331;1,477771;4,810095;6,114176;1,462368;4,066053;-2,265114;4,771316;-7,841322;1,466262;4,877691
Index: 31 | Name: car 33 | Brain Type: TOP2 | Fitness: 0,3114701 | BrainData : -2,986126;-2,0226;-0,2198238;6,216644;-2,818977;-0,3280376;-0,0499239;-3,777153;-0,2063126;3,724933;1,713465;-1,495925;-0,781278;1,273034;-4,514263;0,9716331;1,477771;4,810095;6,114176;3,365909;4,066053;-2,265114;4,771316;-7,841322;1,898282;4,877691
Index: 32 | Name: car 16 | Brain Type: TOP2 | Fitness: 0,3113402 | BrainData : -1,057512;-2,0226;-0,2198238;6,216644;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;3,724933;1,713465;-1,495925;-0,781278;0,192474;-2,839561;-0,6664159;1,477771;4,810095;3,635016;-0,1653024;4,066053;-2,265114;6,969538;-7,841322;1,747598;4,877691
Index: 33 | Name: car 6 | Brain Type: RandomParents | Fitness: 0,2910709 | BrainData : -3,691942;2,443374;-4,784492;1,147065;4,336145;1,804863;1,415754;-3,781056;0,3259249;4,904715;2,519856;-1,155556;4,380374;-6,425753;-1,854766;-4,52564;-3,743285;3,154734;-2,689579;4,927062;4,168073;3,690874;6,090699;2,904429;1,946277;4,888612
Index: 34 | Name: car 26 | Brain Type: TOP2 | Fitness: 0,2746752 | BrainData : -1,057512;-2,0226;-0,2198238;3,74644;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;4,744648;1,713465;-1,086902;-0,781278;0,192474;-4,514263;0,9716331;1,60938;4,810095;6,114176;1,462368;4,066053;-2,265114;4,771316;-7,841322;-0,9035676;4,877691
Index: 35 | Name: car 24 | Brain Type: TOP2 | Fitness: 0,2744167 | BrainData : -1,057512;-2,0226;-0,2198238;6,216644;-2,818977;-1,249858;2,040689;-2,126233;-0,2063126;3,724933;1,713465;0,760025;-2,315614;0,192474;-4,514263;-1,169026;1,477771;4,810095;6,114176;1,475992;2,127229;-2,265114;5,386316;-7,841322;-1,152244;4,877691
Index: 36 | Name: car 25 | Brain Type: TOP2 | Fitness: 0,2438624 | BrainData : 1,097872;-2,0226;-0,2198238;6,216644;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;5,163887;-0,06338573;-1,495925;-1,030491;0,3028008;-2,874296;0,9716331;0,1414154;4,810095;6,114176;1,462368;4,066053;-2,265114;4,771316;-7,841322;-1,99361;4,877691
Index: 37 | Name: car 19 | Brain Type: TOP2 | Fitness: 0,242694 | BrainData : -1,057512;-2,0226;-0,2198238;6,216644;-2,818977;-0,1814409;-0,0499239;-3,777153;-0,2063126;4,022158;1,713465;0,4644681;-0,781278;0,192474;-3,136535;0,9716331;1,477771;3,499763;6,114176;3,689885;4,066053;-2,265114;4,771316;-7,841322;-2,170346;4,877691
Index: 38 | Name: car 31 | Brain Type: TOP2 | Fitness: 0,2281113 | BrainData : -1,057512;-2,0226;-0,2198238;6,216644;-2,818977;-0,1814409;-0,0499239;-3,777153;1,170685;3,724933;1,713465;-1,495925;-0,781278;0,192474;-4,514263;0,9716331;3,494974;4,810095;6,114176;1,462368;4,066053;-0,2368693;4,771316;-7,841322;-2,475902;3,475877
Index: 39 | Name: car 14 | Brain Type: TotallyRandom | Fitness: 0,224505 | BrainData : -4,239845;-4,199472;4,29562;-3,381471;-1,689693;-2,341419;-4,34726;1,12
