Generation: 83 | maxFitness: 1,889639 | maxFitnessGen: 1,749254 | maxFitnessGenBuf: 1,745014
N TotallyRandom: 5 | N RandomParents: 10 | N Top2: 25 | Min Mutation: 0,2

Index: 0 | Name: car 5 | Brain Type: RandomParents | Fitness: 1,745014 | BrainData : -4,682064;3,962183;2,12899;5,638791;-9,734247;7,89683;-3,198414;-11,03312;5,879154;3,976835;2,247205;-7,281204;4,378078;1,507697;-2,980091;7,605934;6,150752;12,61944;9,938728;1,314379;4,029921;-0,05076838;4,771316;-1,183412;-0,5548706;4,86351
Index: 1 | Name: car 16 | Brain Type: TOP2 | Fitness: 1,745014 | BrainData : -3,837018;5,282349;3,652836;3,272279;-9,734247;7,8061;-3,198414;-8,832426;2,457328;4,374428;2,847342;-8,523226;8,470661;1,507697;-2,980091;8,038589;4,460889;14,457;4,789629;0,8502634;4,029921;-0,08131266;4,771316;-1,183412;-0,5548706;4,86351
Index: 2 | Name: car 17 | Brain Type: TOP2 | Fitness: 1,745014 | BrainData : -3,837018;5,282349;3,652836;3,272279;-9,986369;7,8061;-3,198414;-8,832426;2,457328;3,976835;2,847342;-8,523226;8,470661;1,507697;-2,980091;5,640801;4,460889;12,37434;4,789629;0,8502634;4,029921;-2,125084;4,771316;-1,183412;-0,5548706;4,86351
Index: 3 | Name: car 20 | Brain Type: TOP2 | Fitness: 1,745014 | BrainData : -3,837018;5,282349;3,652836;3,272279;-9,734247;7,8061;-3,198414;-8,832426;2,457328;3,976835;4,356781;-8,523226;8,470661;0,4616536;-2,980091;8,038589;4,460889;14,457;4,789629;0,8502634;4,029921;-2,125084;4,771316;-1,183412;-0,5548706;4,86351
Index: 4 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,745014 | BrainData : -3,837018;5,282349;3,652836;3,272279;-9,734247;7,8061;-3,198414;-8,832426;2,457328;3,976835;2,847342;-8,523226;8,470661;1,507697;-2,980091;8,038589;3,140082;14,457;4,789629;0,8502634;4,029921;-2,125084;4,771316;-1,183412;-0,5548706;4,86351
Index: 5 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,745014 | BrainData : -3,837018;5,282349;3,652836;3,272279;-9,734247;7,8061;-3,198414;-8,832426;2,457328;3,976835;2,847342;-7,46629;8,470661;1,507697;-2,980091;8,038589;4,460889;14,457;4,789629;0,8502634;4,029921;-2,125084;4,771316;-1,643958;-0,5548706;4,86351
Index: 6 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,745014 | BrainData : -3,837018;5,432145;3,652836;4,6906;-10,85333;7,8061;-3,198414;-8,832426;2,457328;3,976835;2,847342;-8,523226;8,470661;1,507697;-2,980091;8,038589;4,584414;14,457;3,674008;-1,154035;4,029921;-2,125084;4,771316;-1,183412;-0,5548706;4,86351
Index: 7 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,745014 | BrainData : -4,210626;5,282349;3,652836;3,971779;-9,734247;7,8061;-5,484338;-8,832426;1,907481;3,976835;5,155019;-8,523226;8,470661;3,124241;-0,6140561;8,038589;4,460889;14,17215;4,789629;0,8502634;4,029921;-2,125084;4,771316;-1,183412;-0,5548706;4,86351
Index: 8 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,745014 | BrainData : -3,837018;5,282349;3,652836;3,272279;-9,734247;7,8061;-3,198414;-8,832426;2,457328;3,257125;2,847342;-9,533677;8,470661;1,507697;-2,980091;8,038589;4,460889;14,457;4,789629;0,8502634;4,029921;-2,125084;4,771316;-1,183412;-0,5548706;4,86351
Index: 9 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,692396 | BrainData : -3,837018;5,282349;3,652836;3,272279;-9,734247;7,8061;-3,198414;-9,613495;2,457328;3,976835;2,615402;-8,523226;8,470661;1,507697;-2,980091;7,384743;6,397696;14,457;4,789629;-0,8784774;4,029921;0,02735901;4,771316;-1,183412;-0,5548706;4,86351
Index: 10 | Name: car 19 | Brain Type: TOP2 | Fitness: 1,454242 | BrainData : -3,837018;5,282349;3,652836;3,272279;-9,734247;7,8061;-3,366485;-8,832426;2,457328;3,976835;2,847342;-8,523226;8,470661;1,507697;-2,980091;5,770243;4,460889;14,457;4,789629;-0,6282477;5,343343;-2,125084;3,569066;-2,913538;-0,5548706;4,86351
