Generation: 30 | maxFitness: 1,852206 | maxFitnessGen: 1,676756 | maxFitnessGenBuf: 1,733629
N TotallyRandom: 5 | N RandomParents: 10 | N Top2: 25 | Min Mutation: 0,2

Index: 0 | Name: car 20 | Brain Type: TOP2 | Fitness: 1,733629 | BrainData : 1,307612;3,41852;-0,6700667;6,86887;-6,034088;-2,559028;-3,770787;-1,574059;2,075962;-0,5831614;7,157243;-4,142684;4,421748;5,214293;-1,849267;0,9529189;1,70249;10,63745;13,0174;-0,472451;4,029921;-4,353898;4,771316;-4,206326;-0,5548706;4,877691
Index: 11 | Name: car 19 | Brain Type: TOP2 | Fitness: 1,525884 | BrainData : 1,307612;3,41852;-0,553177;6,177341;-6,034088;-1,865871;-3,770787;-1,574059;2,075962;-0,5831614;6,930293;-5,589465;3,042623;5,214293;-1,849267;0,9529189;1,70249;10,63745;13,0174;-0,472451;4,029921;-4,353898;4,771316;-4,206326;-0,5548706;4,97843
Index: 12 | Name: car 16 | Brain Type: TOP2 | Fitness: 0,4693033 | BrainData : 1,307612;3,41852;-2,704941;6,86887;-6,034088;-4,27985;-3,770787;-1,574059;2,075962;-1,947801;8,401477;-5,589465;3,042623;5,214293;-1,849267;0,9529189;1,70249;10,63745;13,0174;-0,472451;4,029921;-4,353898;3,445735;-4,206326;-0,5548706;4,877691
Index: 13 | Name: car 36 | Brain Type: TOP2 | Fitness: 0,4088148 | BrainData : 1,307612;3,41852;-0,6700667;6,86887;-6,034088;-2,559028;-3,770787;-1,574059;2,075962;-0,5831614;8,894396;-5,044438;3,042623;5,214293;-2,762028;3,336721;1,70249;10,12647;13,0174;-0,472451;1,837359;-4,353898;4,771316;-4,206326;-0,5548706;4,877691
Index: 14 | Name: car 35 | Brain Type: TOP2 | Fitness: 0,402667 | BrainData : 1,307612;3,41852;-0,6700667;6,86887;-6,034088;-2,559028;-3,770787;-1,574059;2,075962;-0,5831614;6,930293;-5,589465;3,042623;5,214293;-1,849267;0,9529189;1,70249;10,63745;13,0174;-2,086219;5,378047;-4,353898;4,771316;-4,206326;-0,5548706;4,877691
Index: 15 | Name: car 22 | Brain Type: TOP2 | Fitness: 0,3876477 | BrainData : 1,307612;3,41852;-0,6700667;6,86887;-6,034088;-2,559028;-3,770787;-1,574059;2,075962;0,2123836;6,930293;-5,589465;3,042623;5,214293;-1,849267;0,9529189;1,819837;10,63745;13,0174;-0,472451;4,029921;-4,353898;6,191747;-4,206326;-0,5548706;4,877691
Index: 16 | Name: car 17 | Brain Type: TOP2 | Fitness: 0,3832572 | BrainData : 1,307612;3,41852;-0,6700667;6,64005;-6,034088;-2,559028;-5,532225;-1,574059;2,075962;-0,5831614;6,930293;-5,589465;3,042623;5,214293;-1,849267;0,9529189;1,70249;10,63745;13,0174;-0,472451;4,966222;-4,353898;4,771316;-4,206326;-0,5548706;7,004953
Index: 17 | Name: car 6 | Brain Type: RandomParents | Fitness: 0,3832294 | BrainData : 1,307612;4,321336;-0,6700667;6,86887;-8,074105;-2,559028;-4,107331;-0,9588755;2,075962;1,112957;8,364601;-4,112939;4,41855;6,628207;-1,849267;0,9529189;1,70249;10,63745;13,0174;-0,472451;2,268582;-4,188476;5,742289;-4,417443;-0,5548706;6,157427
Index: 18 | Name: car 25 | Brain Type: TOP2 | Fitness: 0,3584343 | BrainData : -0,7500257;3,41852;-0,6700667;6,86887;-4,466314;-2,914515;-3,770787;-1,574059;3,854145;-0,5831614;6,930293;-5,589465;3,042623;6,885194;-1,849267;0,9529189;1,70249;8,476851;13,0174;-0,472451;1,960087;-4,353898;4,771316;-4,206326;-0,5548706;6,486936
Index: 19 | Name: car 26 | Brain Type: TOP2 | Fitness: 0,3579347 | BrainData : 1,307612;2,854963;-0,6700667;6,86887;-6,034088;-2,559028;-3,770787;-1,574059;-0,1912699;-0,5831614;6,930293;-5,589465;3,042623;5,564087;-3,855062;0,9529189;1,70249;10,53276;13,0174;-0,472451;4,029921;-4,353898;4,771316;-4,206326;-0,5548706;7,270342
Index: 20 | Name: car 3 | Brain Type: RandomParents | Fitness: 0,3301107 | BrainData : -0,7595284;-1,409134;2,173487;-0,4817133;0,5003138;3,810261;2,126799;-3,605756;-1,365256;-3,499159;-0,8631415;3,888144;-2,508667;2,016009;3,77371;-3,841973;-0,1411958;0,1158504;4,136056;1,800343;-0,7593794;3,131881;-4,402458;1,571549;1,985532;-3,171811
Index: 21 | Name: car 23 | Brain Type: TOP2 | Fitness: 0,329197 | BrainData : 1,307612;3,41852;-0,6700667;6,86887;-6,034088;-2,559028;-3,770787;-1,574059;2,075962;-0,5831614;6,930293;-5,589465;3,042623;5,214293;-1,849267;0,9529189;0,7995728;10,63745;13,0174;-0,472451;4,029921;-4,353898;5,327103;-4,206326;0,1742801;6,26875
Index: 22 | Name: car 12 | Brain Type: TotallyRandom | Fitness: 0,304997 | BrainData : -0,9838791;-0,4747753;-4,66432;3,639851;2,39553;-0,3773613;4,258946;-0,2772074;-0,5019231;0,7370396;-3,920427;-2,610643;-4,272346;4,365558;4,602916;2,193681;0,1891179;3,366847;4,97189;-1,693402;-1,574595;-1,397855;0,3229456;3,269323;4,773378;-4,685629
Index: 23 | Name: car 4 | Brain Type: RandomParents | Fitness: 0,3049903 | BrainData : 1,307612;4,321336;-3,287215;6,86887;-7,181702;-1,189903;-4,107331;0,01973522;2,075962;0,3261521;6,092411;-4,112939;3,042623;5,214293;-3,721637;0,9529189;0,7834581;10,63745;13,0174;0,1154775;3,133523;-4,353898;4,771316;-4,206326;0,9239445;4,877691
Index: 24 | Name: car 11 | Brain Type: TotallyRandom | Fitness: 0,3049664 | BrainData : -2,244671;4,415939;1,019328;3,415147;-0,3364758;3,978896;2,072493;0,7331829;3,297928;-1,476666;-1,832486;-0,2445908;3,451498;2,982258;-0,9964495;0,7246275;-2,070382;-4,404215;1,646101;-1,594592;4,701561;-0,8785386;-0,2105289;-0,8156056;3,0952;-3,86981
Index: 25 | Name: car 1 | Brain Type: RandomParents | Fitness: 0,3049605 | BrainData : -0,8570008;-1,409134;4,598082;-0,4817133;0,5003138;4,1159;2,126799;-3,605756;-1,365256;-3,499159;-0,8631415;3,888144;-1,206828;2,016009;4,713795;-4,364889;-0,1411958;3,189204;4,136056;0,840755;-0,7593794;4,721957;-4,402458;1,571549;1,985532;-3,155792
Index: 26 | Name: car 2 | Brain Type: RandomParents | Fitness: 0,3043503 | BrainData : 1,307612;1,838472;-0,6700667;7,112078;-5,6431;-2,559028;-4,297913;-3,55719;1,036993;0,4158873;6,779221;-4,758518;4,883774;6,778226;-1,606963;1,64629;2,817712;7,523497;11,63169;-0,5985433;4,029921;-4,104952;4,771316;-4,466615;1,300873;4,61426
Index: 27 | Name: car 28 | Brain Type: TOP2 | Fitness: 0,3042281 | BrainData : 1,307612;3,41852;-0,6700667;6,86887;-6,034088;-2,559028;-3,770787;-1,574059;2,075962;-0,5831614;6,930293;-5,589465;3,042623;5,214293;-1,849267;0,9529189;1,70249;10,63745;13,0174;-0,472451;4,029921;-4,353898;4,771316;-4,206326;1,36245;4,877691
Index: 28 | Name: car 9 | Brain Type: RandomParents | Fitness: 0,3042147 | BrainData : 1,307612;1,838472;-0,6700667;7,112078;-5,6431;-2,559028;-4,297913;-3,55719;1,340972;-0,2763622;6,779221;-4,112939;3,254468;6,778226;-1,606963;1,64629;2,817712;7,523497;11,63169;-0,5985433;5,624868;-4,104952;4,771316;-4,466615;1,300873;3,438854
Index: 29 | Name: car 40 | Brain Type: RandomParents | Fitness: 0,3041153 | BrainData : -2,134933;-4,720488;0,7697268;-0,6166835;-4,185529;0,9054427;0,2261181;-2,338087;-2,591681;-2,14214;4,708581;-1,943154;3,377373;-0,06735849;3,377125;1,920961;0,1311617;3,083209;4,28676;-0,7500653;-2,649235;3,647463;-1,911587;0,925426;3,407942;2,109627
Index: 30 | Name: car 0 | Brain Type: RandomParents | Fitness: 0,302139 | BrainData : 1,858349;4,151567;-0,4437165;0,7134395;-2,178177;-2,823258;0,1005058;-3,401037;0,7816153;-1,110354;-0,492415;4,680109;2,220471;0,7941217;1,649024;0,7902484;-3,884377;-3,367504;4,741391;1,285114;4,693785;-2,77036;4,27541;-0,7376285;4,241987;-1,255884
Index: 31 | Name: car 8 | Brain Type: RandomParents | Fitness: 0,3005221 | BrainData : 0,5846217;3,41852;-0,6700667;7,710197;-7,181702;-2,559028;-2,704397;-1,574059;2,075962;2,57985;6,930293;-7,62866;3,042623;2,546213;-1,616221;-1,462359;-0,388976;9,278625;15,33998;-0,08333257;5,721107;-2,409225;4,308513;-3,066496;-0,5548706;3,666837
Index: 32 | Name: car 10 | Brain Type: TotallyRandom | Fitness: 0,2859715 | BrainData : 0,2662807;-3,548833;-4,542789;-0,9647303;1,846887;-4,939986;-3,957468;-3,855688;-3,609643;0,9379416;4,314185;3,265275;3,130207;-2,154394;2,322131;0,1472573;-2,68609;-3,125023;-2,007568;0,5627065;1,815082;1,505711;-2,748538;-4,575166;0,1020651;-3,005509
Index: 33 | Name: car 7 | Brain Type: RandomParents | Fitness: 0,2582701 | BrainData : 0,6789901;2,058895;-0,6700667;3,674888;-3,57846;-2,559028;-4,297913;-1,574059;1,036993;-0,2763622;5,138406;-4,587805;-0,7848229;6,191464;1,023771;2,780543;2,797114;10,17835;13,01066;-4,358805;4,654778;-4,104952;4,771316;-3,644958;-1,001545;2,854953
Index: 34 | Name: car 30 | Brain Type: TOP2 | Fitness: 0,2437894 | BrainData : 3,717005;3,246827;-0,6700667;6,86887;-6,034088;-1,653133;-3,770787;-1,574059;2,075962;0,7591333;6,930293;-5,589465;3,042623;5,214293;-1,849267;0,9529189;1,70249;12,97248;11,56612;-0,472451;4,029921;-4,353898;4,771316;-4,206326;-1,341615;4,877691
Index: 35 | Name: car 14 | Brain Type: TotallyRandom | Fitness: 0,2408605 | BrainData : 4,626359;3,141705;4,406311;0,1294847;-2,857794;4,806528;-2,42351;4,055826;4,154619;3,463739;-0,6474619;-2,983147;3,794108;-0,4159875;0,5592914;1,00482;3,867339;-4,510794;1,950725;-0,4412527;-2,725632;2,573562;4,45177;3,119712;-1,157205;3,345336
Index: 36 | Name: car 21 | Brain Type: TOP2 | Fitness: 0,236923 | BrainData : 1,307612;3,14184;-3,115283;4,504968;-6,034088;-2,559028;-3,770787;0,8225818;2,075962;-0,5831614;6,930293;-5,589465;0,903338;5,214293;-2,864122;0,9529189;3,446507;10,63745;13,0174;-0,472451;4,029921;-4,353898;4,771316;-4,206326;-1,834043;4,877691
Index: 37 | Name: car 24 | Brain Type: TOP2 | Fitness: 0,2367772 | BrainData : 1,307612;3,41852;1,249274;5,356547;-6,034088;-2,559028;-3,770787;-1,574059;1,922407;-0,5831614;6,441775;-5,589465;3,042623;5,214293;-0,0273962;0,9529189;1,70249;10,63745;13,0174;-0,472451;4,029921;-4,353898;4,771316;-4,206326;-2,939366;4,877691
Index: 38 | Name: car 29 | Brain Type: TOP2 | Fitness: 0,2354503 | BrainData : -0,2462788;3,41852;-0,6700667;6,86887;-4,899837;-2,559028;-3,770787;-1,574059;2,075962;-1,781986;6,930293;-5,589465;3,990821;5,214293;-1,849267;2,741698;1,70249;10,63745;13,0174;-0,472451;4,029921;-4,353898;4,771316;-4,206326;-1,816815;2,944742
Index: 39 | Name: car 13 | Brain Type: TotallyRandom | Fitness: 0,2332963 | BrainData : -4,56551;3,425732;1,31047;-2,206087;-4,740047;4,088242;3,275924;-3,887163;-4,727093;-2,4098;-4,836535;-1,243411;-4,31798;-3,925543;0,8473067;3,15204;-3,996305;-1,704347;-2,706282;3,358184;2,152584;3,73231;-
