Generation: 91 | maxFitness: 1,889639 | maxFitnessGen: 1,806486 | maxFitnessGenBuf: 1,747317
N TotallyRandom: 5 | N RandomParents: 10 | N Top2: 25 | Min Mutation: 0,2

Index: 0 | Name: car 9 | Brain Type: RandomParents | Fitness: 1,747317 | BrainData : -5,461311;4,324756;2,12899;5,78938;-14,80739;9,977171;-3,198414;-11,03312;8,913961;8,504644;3,763292;-5,109091;4,378078;0,9230038;1,401248;5,603164;6,150752;12,61944;11,10443;2,170318;4,029921;-1,413926;4,771316;-3,174082;-0,5548706;4,86351
Index: 1 | Name: car 19 | Brain Type: TOP2 | Fitness: 1,747317 | BrainData : -5,461311;4,495475;2,12899;6,842477;-12,73055;7,89683;-4,5146;-9,339881;8,154072;8,17978;2,234882;-6,9735;4,962039;2,991125;-0,9366338;7,118047;6,150752;13,54341;11,10443;1,314379;4,029921;-1,290372;4,771316;-3,174082;-0,5548706;4,86351
Index: 2 | Name: car 22 | Brain Type: TOP2 | Fitness: 1,747317 | BrainData : -5,461311;5,714954;2,12899;5,78938;-12,53878;7,89683;-3,311497;-11,03312;5,798368;8,504644;0,3190405;-6,9735;6,790607;2,991125;-0,9366338;5,154117;6,150752;12,61944;11,10443;1,314379;4,029921;-1,290372;4,771316;-3,174082;-0,5548706;4,86351
Index: 3 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,747317 | BrainData : -5,461311;5,714954;1,057792;5,78938;-12,53878;7,89683;-3,311497;-11,03312;6,670702;8,504644;2,234882;-6,9735;5,8412;2,991125;-0,9366338;7,118047;6,150752;12,61944;11,10443;2,643075;4,029921;-1,290372;4,771316;-3,174082;-0,5548706;4,86351
Index: 4 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,747317 | BrainData : -5,461311;5,714954;2,12899;5,78938;-12,53878;9,752858;-3,311497;-11,03312;8,154072;8,504644;2,234882;-6,9735;6,790607;2,991125;-0,5141487;7,118047;6,150752;12,61944;11,10443;1,314379;4,029921;-1,290372;4,771316;-3,174082;-0,5548706;4,86351
Index: 5 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,747317 | BrainData : -5,461311;5,714954;2,12899;3,917576;-12,53878;7,89683;-4,991591;-11,03312;8,154072;9,092388;2,234882;-8,843012;6,790607;2,991125;-1,76695;7,118047;6,150752;12,61944;11,10443;-0,8810155;4,029921;-1,290372;4,771316;-3,174082;-0,5548706;4,86351
Index: 6 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,747317 | BrainData : -4,077432;5,714954;2,12899;5,78938;-12,53878;7,89683;-3,311497;-11,03312;8,154072;8,504644;2,234882;-6,9735;6,790607;5,107671;-0,9799333;7,118047;6,150752;12,61944;11,10443;1,314379;4,029921;-1,290372;4,771316;-3,174082;-0,5548706;4,86351
Index: 7 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,747317 | BrainData : -5,461311;5,714954;2,12899;5,78938;-14,6759;7,89683;-3,311497;-11,03312;7,352598;8,504644;2,234882;-7,183328;6,790607;2,991125;-0,9366338;7,118047;6,232611;12,61944;11,10443;1,314379;4,029921;-3,641203;4,771316;-3,174082;-0,5548706;4,86351
Index: 8 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,747317 | BrainData : -6,750707;5,714954;2,12899;5,78938;-12,53878;7,89683;-3,311497;-11,03312;7,635093;8,504644;-0,1775267;-6,9735;6,790607;2,991125;-0,9366338;7,118047;6,150752;12,61944;11,10443;1,314379;4,029921;-1,290372;4,771316;-3,174082;-0,5548706;4,86351
Index: 9 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,747317 | BrainData : -5,461311;5,714954;2,12899;5,78938;-12,53878;7,89683;-3,311497;-11,03312;8,154072;8,504644;2,234882;-6,054458;6,0903;2,991125;-0,9366338;7,118047;6,150752;12,63156;11,10443;1,314379;4,029921;-1,290372;4,771316;-3,174082;-0,5548706;4,86351
Index: 10 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,49 | BrainData : -5,461311;5,714954;3,252937;5,78938;-12,53878;7,89683;-3,311497;-11,03312;8,154072;8,504644;2,918815;-6,9735;6,790607;2,991125;-0,9366338;7,118047;6,150752;12,61944;11,10443;1,314379;4,029921;-1,290372;4,541542;-3,174082;-0,5548706;4,86351
Index: 11 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,470608 | BrainData : -5,461311;5,714954;2,12899;5,78938;-12,53878;7,89683;-3,311497;-11,03312;6,301617;8,504644;2,234882;-6,9735;6,790607;2,991125;-1,187597;7,118047;6,150752;14,1121;10,15856;1,314379;4,029921;-1,290372;2,888196;-3,174082;-0,5548706;3,756374
Index: 12 | Name: car 34 | Brain Type: TOP2 | Fitness: 0,7967468 | BrainData : -5,461311;5,714954;2,12899;5,78938;-12,53878;7,89683;-3,311497;-11,03312;6,696409;8,504644;2,234882;-6,9735;7,956793;2,991125;-0,9366338;7,118047;6,150752;12,61944;11,48485;1,314379;4,029921;-1,290372;2,784705;-3,174082;-0,5548706;3,597083
Index: 13 | Name: car 23 | Brain Type: TOP2 | Fitness: 0,7389119 | BrainData : -3,363738;5,714954;2,12899;5,78938;-12,53878;7,89683;-3,311497;-11,03312;8,154072;8,504644;2,234882;-6,9735;6,790607;2,991125;-0,6646886;5,92577;6,150752;12,61944;11,10443;0,4748926;5,452055;-1,290372;2,812771;-2,237244;-0,5548706;4,86351
