Generation: 327 | maxFitness: 2,42142 | maxFitnessGen: 1,600069 | maxFitnessGenBuf: 1,693881
N TotallyRandom: 10 | N RandomParents: 25 | N Top2: 15 | Min Mutation: 0,5

Index: 0 | Name: car 11 | Brain Type: RandomParents | Fitness: 1,693881 | BrainData : -2,698028;-3,551505;2,200312;-2,943706;2,745256;-2,517215;1,068868;-2,892138;1,688992;0,1008205;-3,916584;-4,681214;2,509097;-3,820793;2,489269;0,5256837;0,1910491;-2,699266;-1,56355;-0,0928019;1,454252;1,318993;-4,575093;-3,403402;-1,381156;3,816881
Index: 1 | Name: car 18 | Brain Type: RandomParents | Fitness: 1,691586 | BrainData : -2,663937;-3,519181;2,243499;-2,935112;2,746377;-2,487152;1,002293;-2,86288;1,756331;0,1144252;-3,957455;-4,577058;2,520963;-3,816271;2,496027;0,4652746;0,08440812;-2,646271;-1,543096;-0,05262897;1,465281;1,270882;-4,560035;-3,466947;-1,416412;3,854997
Index: 2 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,691305 | BrainData : -2,670889;-3,595665;2,205205;-2,925885;2,701314;-2,482497;1,067326;-2,83981;1,785072;0,05841559;-4,003478;-4,664399;2,45117;-3,709859;2,567455;0,4633633;0,1442965;-2,641052;-1,538197;-0,1224597;1,46424;1,209133;-4,553885;-3,494767;-1,430924;3,803747
Index: 3 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,674472 | BrainData : -2,671368;-3,57351;2,291565;-2,925885;2,689657;-2,482497;1,067326;-2,836326;1,735215;0,05841559;-3,967419;-4,627695;2,4137;-3,731738;2,52386;0,4888185;0,1302934;-2,593984;-1,521162;-0,1328654;1,444349;1,243006;-4,575816;-3,478724;-1,416412;3,810087
Index: 4 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,664025 | BrainData : -2,640085;-3,570298;2,215775;-2,925885;2,650001;-2,482497;1,051559;-2,83981;1,744761;0,04773586;-3,97993;-4,657721;2,49497;-3,749959;2,52386;0,4888185;0,1302934;-2,630991;-1,538197;-0,1328654;1,444349;1,26593;-4,58078;-3,469951;-1,416412;3,810009
Index: 5 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,650201 | BrainData : -2,638551;-3,62395;2,248867;-2,925885;2,643159;-2,479532;1,067326;-2,83981;1,744761;0,03368574;-4,00699;-4,664399;2,45117;-3,721524;2,539569;0,5193906;0,1302934;-2,641052;-1,538197;-0,111895;1,44686;1,243006;-4,561182;-3,478161;-1,416412;3,821303
Index: 6 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,64233 | BrainData : -2,638551;-3,595665;2,219693;-2,933684;2,649993;-2,510108;1,067326;-2,815623;1,752135;0,0264547;-3,975322;-4,687239;2,434426;-3,721524;2,52386;0,4992481;0,08585644;-2,677634;-1,538197;-0,1522388;1,433325;1,243006;-4,575816;-3,478161;-1,416412;3,803747
Index: 7 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,627949 | BrainData : -2,664824;-3,551246;2,248073;-2,903268;2,687068;-2,482497;1,055077;-2,83981;1,731767;0,05841559;-4,017322;-4,663367;2,47796;-3,721524;2,52386;0,4925726;0,1302934;-2,641052;-1,542878;-0,1406885;1,45738;1,222449;-4,575816;-3,489163;-1,416412;3,813917
Index: 8 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,626868 | BrainData : -2,638551;-3,583258;2,255598;-2,917133;2,65185;-2,468719;1,041336;-2,83981;1,744761;0,05841559;-3,967419;-4,664399;2,452158;-3,69751;2,52386;0,4888185;0,1302934;-2,643936;-1,538197;-0,09156203;1,444349;1,243006;-4,528957;-3,433012;-1,408407;3,803747
Index: 9 | Name: car 20 | Brain Type: RandomParents | Fitness: 1,609592 | BrainData : -2,610972;-3,573993;2,192816;-2,912361;2,683823;-2,445853;1,027512;-2,781873;1,736596;0,06174053;-3,897827;-4,680099;2,416972;-3,784663;2,39639;0,4693017;0,1594265;-2,764136;-1,481002;-0,09224036;1,461668;1,282136;-4,591516;-3,401836;-1,419848;3,865135
Index: 10 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,586908 | BrainData : -2,63408;-3,657754;2,119617;-2,951812;2,675813;-2,482497;1,081688;-2,850448;1,726952;0,01315751;-4,02434;-4,737056;2,406871;-3,756655;2,52386;0,506028;0,1576333;-2,715719;-1,538197;-0,1758045;1,444349;1,268658;-4,592391;-3,447794;-1,398813;3,806075
