Generation: 91 | maxFitness: 2,42142 | maxFitnessGen: 1,525924 | maxFitnessGenBuf: 1,541501
N TotallyRandom: 10 | N RandomParents: 25 | N Top2: 15 | Min Mutation: 0,5

Index: 0 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,541501 | BrainData : -3,222607;-4,108346;1,635291;-2,710341;2,101884;-2,706182;0,7720584;-2,959032;1,622335;0,4444118;-3,20405;-4,985805;2,941024;-3,123898;2,194892;0,5324162;-0,1737735;-2,80293;-1,647681;-0,2442597;1,404465;1,224794;-4,24375;-3,154161;-1,432106;3,750669
Index: 1 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,541332 | BrainData : -3,193875;-4,108346;1,591974;-2,761233;2,103519;-2,699755;0,7469739;-2,981647;1,656368;0,4496959;-3,170303;-5,006454;2,978653;-3,076653;2,249405;0,5240968;-0,1737735;-2,760127;-1,611153;-0,1871051;1,370245;1,186484;-4,277897;-3,145818;-1,440184;3,667184
Index: 2 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,537545 | BrainData : -3,192777;-4,108346;1,635291;-2,72086;2,076802;-2,747101;0,7518106;-2,990028;1,664289;0,4915346;-3,178726;-4,982783;2,941024;-3,054163;2,244378;0,5227585;-0,1737735;-2,743956;-1,612858;-0,2212966;1,348976;1,258936;-4,29059;-3,154161;-1,434784;3,744934
Index: 3 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,504782 | BrainData : -3,157292;-4,108346;1,587872;-2,72086;2,106664;-2,706182;0,7961956;-2,981647;1,622335;0,4915346;-3,161305;-5,030416;2,941024;-3,143819;2,244378;0,5227585;-0,1737735;-2,792569;-1,612858;-0,2212966;1,34016;1,267274;-4,29059;-3,110615;-1,432106;3,743557
Index: 4 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,486268 | BrainData : -3,193875;-4,108346;1,654727;-2,737675;2,111124;-2,706182;0,7518106;-2,989615;1,622335;0,5251803;-3,178726;-4,959033;2,984704;-3,097879;2,244378;0,5227585;-0,1737735;-2,766331;-1,583681;-0,2212966;1,39633;1,224794;-4,275443;-3,107491;-1,407841;3,708115
Index: 5 | Name: car 17 | Brain Type: RandomParents | Fitness: 1,480721 | BrainData : -3,186623;-4,150784;1,591974;-2,760291;2,159954;-2,741465;0,7770028;-2,981647;1,57637;0,4972814;-3,129313;-5,047527;2,969626;-3,082998;2,262188;0,534527;-0,1737735;-2,730114;-1,602733;-0,2038167;1,386144;1,192468;-4,29059;-3,125196;-1,431117;3,672474
Index: 6 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,476995 | BrainData : -3,209623;-4,06203;1,615395;-2,681271;2,111124;-2,6882;0,7769321;-2,981647;1,624138;0,4915346;-3,133266;-4,982783;2,941024;-3,097879;2,268663;0,5706631;-0,1937144;-2,790962;-1,612858;-0,2212966;1,397449;1,224794;-4,29059;-3,155944;-1,432106;3,732245
Index: 7 | Name: car 23 | Brain Type: RandomParents | Fitness: 1,47625 | BrainData : -3,193875;-4,096035;1,553686;-2,760291;2,096436;-2,757575;0,7518106;-2,977949;1,587318;0,4972814;-3,132433;-5,026453;2,99639;-3,102391;2,235495;0,577997;-0,2138631;-2,704511;-1,672663;-0,1507148;1,400706;1,219989;-4,314708;-3,112311;-1,434364;3,734771
Index: 8 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,452144 | BrainData : -3,176081;-4,070224;1,530279;-2,784986;2,145803;-2,726151;0,7969514;-2,914522;1,622335;0,5635558;-3,129313;-5,021447;3,012769;-3,132699;2,18971;0,5365437;-0,1507679;-2,730114;-1,596588;-0,1871051;1,406548;1,230974;-4,238375;-3,122971;-1,431117;3,73519
Index: 9 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,441689 | BrainData : -3,193875;-4,108346;1,67934;-2,685253;2,111124;-2,706182;0,7518106;-2,981647;1,622335;0,4915346;-3,144935;-4,982783;2,954697;-3,144667;2,25941;0,5555059;-0,2201192;-2,749427;-1,612858;-0,1992754;1,361114;1,262275;-4,32474;-3,147743;-1,39894;3,708115
Index: 10 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,423319 | BrainData : -3,193875;-4,145014;1,635291;-2,723956;2,109051;-2,721555;0,7542915;-2,950032;1,65873;0,4915346;-3,161442;-5,017073;2,941024;-3,097879;2,278606;0,5027682;-0,1308357;-2,728705;-1,612858;-0,2212966;1,374258;1,247002;-4,265417;-3,154161;-1,432106;3,708115
Index: 11 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,40228 | BrainData : -3,193875;-4,108346;1,60614;-2,709308;2,111124;-2,706182;0,7352153;-2,981647;1,622335;0,516446;-3,163598;-4,982783;2,941024;-3,097879;2,244378;0,5247315;-0,1781518;-2,766331;-1,595954;-0,2212966;1,374258;1,176216;-4,281971;-3,147713;-1,432106;3,708115
Index: 12 | Name: car 24 | Brain Type: RandomParents | Fitness: 1,396755 | BrainData : -3,193875;-4,093597;1,591974;-2,729787;2,136189;-2,706182;0,6849859;-3,017436;1,578324;0,4727053;-3,178578;-4,928783;2,897171;-3,123527;2,249405;0,5167734;-0,1333804;-2,815091;-1,645035;-0,2162514;1,312558;1,145287;-4,226469;-3,125196;-1,479218;3,695524
Index: 13 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,363038 | BrainData : -3,193875;-4,132372;1,588699;-2,710669;2,07587;-2,706182;0,7518106;-2,934085;1,622335;0,4638087;-3,178726;-4,982783;2,941024;-3,097879;2,221935;0,5419942;-0,1737735;-2,797431;-1,612858;-0,2656158;1,3466;1,178817;-4,2716;-3,154161;-1,432106;3,708115
Index: 14 | Name: car 16 | Brain Type: RandomParents | Fitness: 1,360789 | BrainData : -3,214731;-4,108346;1,566729;-2,820402;2,147689;-2,706182;0,7616707;-2,983364;1,647024;0,5256089;-3,154813;-5,065891;3,012769;-3,070458;2,200124;0,5802246;-0,2038503;-2,730114;-1,596588;-0,1871051;1,374258;1,220384;-4,246688;-3,122971;-1,41276;3,753854
Index: 15 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,349221 | BrainData : -3,152252;-4,152561;1,635291;-2,72086;2,111124;-2,675839;0,7181438;-2,981647;1,578421;0,479991;-3,148794;-4,976342;2,93497;-3,097879;2,244378;0,5227585;-0,1277045;-2,778327;-1,612858;-0,2212966;1,377464;1,190017;-4,302106;-3,156887;-1,399995;3,708115
Index: 16 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,332607 | BrainData : -3,141776;-4,181046;1,594513;-2,605177;2,103169;-2,692018;0,7863006;-2,914949;1,629386;0,4692453;-3,115871;-5,022256;2,922366;-3,127897;2,243311;0,6080911;-0,1006034;-2,69012;-1,574404;-0,1646867;1,311644;1,236308;-4,3283;-3,134217;-1,415818;3,673662
Index: 17 | Name: car 18 | Brain Type: RandomParents | Fitness: 1,331868 | BrainData : -3,141776;-4,163274;1,597103;-2,58891;2,057498;-2,73926;0,7378161;-2,918127;1,629386;0,4371065;-3,143246;-5,022046;2,909474;-3,141958;2,193516;0,5834865;-0,1006034;-2,707435;-1,593351;-0,2109551;1,33633;1,221678;-4,284883;-3,145853;-1,461622;3,673662
Index: 18 | Name: car 10 | Brain Type: RandomParents | Fitness: 1,30673 | BrainData : -3,178818;-4,02761;1,597103;-2,662507;2,146559;-2,66618;0,752176;-2,901293;1,536872;0,4394124;-3,029862;-5,126151;2,899014;-3,143896;2,203502;0,5373148;-0,1977152;-2,634126;-1,644898;-0,09981084;1,401764;1,264974;-4,165437;-3,082609;-1,41783;3,708926
Index: 19 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,303007 | BrainData : -3,182791;-4,108346;1,646028;-2,697662;2,138923;-2,706182;0,7810461;-3,015279;1,622335;0,4915346;-3,178726;-4,982783;2,959849;-3,14722;2,292136;0,4908246;-0,1983251;-2,808177;-1,602491;-0,2212966;1,374258;1,260108;-4,268288;-3,154161;-1,436799;3,703025
Index: 20 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,227452 | BrainData : -3,193875;-4,110132;1,6653;-2,676923;2,111124;-2,706182;0,7518106;-2,941758;1,605179;0,4915346;-3,216049;-4,9548;2,971996;-3,061029;2,197976;0,5392544;-0,1737735;-2,766331;-1,612858;-0,2212966;1,373458;1,24768;-4,29059;-3,170948;-1,450907;3,708115
Index: 21 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,128001 | BrainData : -3,233843;-4,125986;1,635291;-2,691625;2,111124;-2,706182;0,7518106;-3,027019;1,658239;0,4892987;-3,178726;-4,958109;2,941024;-3,055919;2,27541;0,5227585;-0,1737735;-2,766331;-1,612858;-0,2102462;1,421345;1,220392;-4,29059;-3,154161;-1,449128;3,724988
Index: 22 | Name: car 8 | Brain Type: RandomParents | Fitness: 1,056387 | BrainData : -3,193875;-4,100157;1,630031;-2,671504;2,144863;-2,730296;0,757475;-3,030757;1,644331;0,4972814;-3,199386;-5,070885;2,991579;-3,101548;2,249405;0,5247525;-0,1649366;-2,730114;-1,622526;-0,1871051;1,408752;1,224794;-4,29059;-3,075496;-1,431117;3,659107
Index: 23 | Name: car 35 | Brain Type: TOP2 | Fitness: 0,9901459 | BrainData : -3,167714;-4,108346;1,636582;-2,72086;2,121674;-2,741502;0,7518106;-2,954369;1,622335;0,4424795;-3,16741;-4,982783;2,941024;-3,100466;2,244378;0,4930264;-0,1568773;-2,766331;-1,612858;-0,2397526;1,414354;1,224794;-4,29059;-3,191628;-1,432106;3,662533
Index: 24 | Name: car 2 | Brain Type: RandomParents | Fitness: 0,9900649 | BrainData : -3,193875;-4,096035;1,553686;-2,760291;2,051499;-2,737345;0,7750775;-2,947924;1,587318;0,5371764;-3,11178;-5,053667;2,969626;-3,107624;2,249405;0,5500971;-0,2028566;-2,676952;-1,644022;-0,1871051;1,421764;1,269713;-4,281312;-3,104967;-1,431117;3,734771
Index: 25 | Name: car 39 | Brain Type: TOP2 | Fitness: 0,8618599 | BrainData : -3,210625;-4,108346;1,635291;-2,684607;2,111124;-2,734772;0,7518106;-2,981647;1,580475;0,5032999;-3,214021;-4,948553;2,988524;-3,115302;2,255931;0,5157265;-0,1325843;-2,766331;-1,563532;-0,2405731;1,332449;1,224794;-4,29059;-3,154161;-1,382154;3,720006
Index: 26 | Name: car 11 | Brain Type: RandomParents | Fitness: 0,6981428 | BrainData : -3,64375;4,130127;-2,375367;0,5483963;-2,534212;4,266737;-2,699278;-0,5121816;0,3499265;0,132432;4,745773;4,992774;3,698132;-4,592625;-1,242648;0,4190521;4,043447;1,93975;2,564511;1,069474;0,8366637;-4,236582;-1,052528;-3,666949;-1,018731;1,106438
Index: 27 | Name: car 13 | Brain Type: RandomParents | Fitness: 0,4047497 | BrainData : 1,783253;0,4964681;2,641803;-0,6345904;4,354038;-4,284411;-4,846146;-3,54642;4,78734;-4,258664;-2,400639;-4,029366;-4,666475;-0,7823209;-2,116753;-3,039553;0,8073335;-0,04665811;4,961449;-4,856552;-4,899529;0,129097;2,829766;-1,381472;-0,9341307;3,885361
Index: 28 | Name: car 25 | Brain Type: TotallyRandom | Fitness: 0,3514807 | BrainData : 2,193031;4,160489;-3,036523;-3,58124;-1,247103;-2,867045;-2,162239;0,8446341;2,447085;-2,399694;0,4648619;-4,674821;-3,325333;4,242276;-3,054259;0,5121593;-2,97776;-0,4087358;-1,124775;-3,759871;-1,84897;-0,7375426;-3,901395;2,92675;1,710331;-2,476217
Index: 29 | Name: car 29 | Brain Type: TotallyRandom | Fitness: 0,3513213 | BrainData : -0,4729934;-3,835703;0,8649759;-1,684814;-4,342047;4,257017;0,7632942;3,217907;-3,250016;-2,760633;3,039163;1,093491;1,269318;-2,776407;-2,263358;-2,690747;-0,8289223;-0,3048201;3,186818;0,5942373;-1,878752;-3,477201;4,558456;-1,492415;0,02353477;2,091098
Index: 30 | Name: car 27 | Brain Type: TotallyRandom | Fitness: 0,3274232 | BrainData : -4,678478;-3,074969;-4,407096;2,092704;3,843136;-3,591093;4,980001;3,017284;-2,236588;2,009316;2,767403;2,756896;2,144366;-3,015778;0,4193873;0,5562716;-3,713429;4,605669;-1,717267;-0,7111044;1,892795;2,781044;3,18115;3,590235;0,2434011;1,776321
Index: 31 | Name: car 30 | Brain Type: TotallyRandom | Fitness: 0,3272355 | BrainData : 2,368593;3,161291;4,968225;2,275646;-1,165572;4,740852;1,086587;3,420509;3,241349;3,619622;1,08922;-1,405138;-1,079211;-1,763754;-1,882272;3,608007;2,666568;4,646548;2,894299;4,579797;1,428037;-4,305962;-4,218355;-2,350846;3,165913;0,2463417
Index: 32 | Name: car 12 | Brain Type: RandomParents | Fitness: 0,323589 | BrainData : -3,225156;-2,234696;3,118001;-1,278814;3,263815;-2,543697;0,1569746;4,203699;1,489371;2,147317;-2,997329;-0,454021;-2,452652;0,6402181;1,078357;-4,379775;1,134791;-0,07168573;5,024858;-1,312986;-3,580382;-1,227816;-1,58206;-2,214166;-0,3386907;-1,170908
Index: 33 | Name: car 22 | Brain Type: RandomParents | Fitness: 0,3223754 | BrainData : -3,223488;-2,254178;3,069815;-1,289601;3,219976;-2,551072;0,1569746;4,230589;1,489371;2,158375;-2,992666;-0,498451;-2,421614;0,674459;1,06079;-4,379775;1,183666;-0,07168573;5,024858;-1,312986;-3,542712;-1,216096;-1,58206;-2,260661;-0,4062558;-1,197997
Index: 34 | Name: car 3 | Brain Type: RandomParents | Fitness: 0,3018896 | BrainData : 1,188257;-0,5612283;0,9405998;3,894982;2,07008;2,6556;2,341876;3,154288;-0,002251148;-3,607373;3,481321;4,92262;-3,326287;-4,082445;-2,151754;-2,480779;0,8270022;1,231606;-0,1064482;-1,718548;0,390409;1,973765;1,432189;-2,365073;2,235092;-2,056986
Index: 35 | Name: car 34 | Brain Type: TotallyRandom | Fitness: 0,3015162 | BrainData : 4,165615;-0,6395726;4,635536;4,9494;-4,422825;4,393028;4,591858;-4,302969;0,03858042;3,310945;-1,024378;3,045671;-0,3455515;4,419946;1,821257;-2,353262;-0,3794832;-3,556623;3,022593;-2,240046;-3,975165;2,065386;-3,343487;-3,612652;2,508516;4,026041
Index: 36 | Name: car 5 | Brain Type: RandomParents | Fitness: 0,2997566 | BrainData : -2,51159;-1,652072;4,72817;0,5154414;3,602337;-4,14524;-4,138628;-2,603996;1,234834;3,601182;-2,970528;3,460022;-0,935883;0,09591505;2,503064;3,35885;-1,525435;-0,2971954;3,598364;-4,273861;1,399684;4,419807;0,2357592;-2,745235;2,940983;-1,827717
Index: 37 | Name: car 21 | Brain Type: RandomParents | Fitness: 0,2985417 | BrainData : 4,710714;1,027446;2,667035;-1,2569;-2,996936;3,156879;-2,159868;-3,677973;-4,657573;4,795301;-0,2137277;3,028877;3,296246;-3,867826;4,168009;-0,6593575;1,080729;3,637835;0,6720858;-3,17258;-1,090348;-4,093464;1,92203;3,863992;4,346459;-0,3699689
Index: 38 | Name: car 9 | Brain Type: RandomParents | Fitness: 0,2985282 | BrainData : 4,710714;1,027446;2,627207;-1,240547;-3,019617;3,173091;-2,149739;-3,677973;-4,69141;4,813586;-0,257637;3,028877;3,316888;-3,867826;4,118514;-0,6439813;1,04213;3,691021;0,6720858;-3,16669;-1,048381;-4,050666;1,936391;3,904855;4,346224;-0,3699689
